"id","qdap_value_ampl","qdap_nword"
"49141","0.3671","195"
"49142","0.0481","137"
"49143","-3.9333","254"
"49144","-0.2667","151"
"49145","-2.0293","228"
"49146","-2.6264","211"
"49147","1.4199","748"
"49148","1.33598","696"
"49149","-2.90994","725"
"49150","0.02316","1000"
"49151","-4.55512","1391"
"49152","-3.12684","1215"
"49153","-2.37172","2120"
"49154","-1.7294","743"
"49155","-2.6506","149"
"49156","-1.48444","337"
"49157","-2.2929","360"
"49158","-0.94456","332"
"49159","-0.95158","221"
"49160","0.0713","212"
"49161","-1.3132","199"
"49162","-1.64452","305"
"49163","-1.6689","165"
"49164","-5.50316","479"
"49165","-6.84846","2067"
"49166","-0.65626","237"
"49167","0.0365200000000002","1870"
"49168","-2.35914","1089"
"49169","-3.2336","357"
"49170","-3.51598","1204"
"49171","-1.12048","1282"
"49172","-2.17858","420"
"49173","0.607","192"
"49174","-3.25462","4597"
"49175","-6.74958","1347"
"49176","-2.83008","1506"
"49177","-7.03328","1405"
"49178","1.7894","307"
"49179","0.0704","266"
"49180","-1.4836","261"
"49181","-6.5392","1001"
"49182","-3.48084","927"
"49183","-3.60416","1678"
"49184","-4.05268","2325"
"49185","0.58016","1796"
"49186","-1.9529","765"
"49187","-5.51014","897"
"49188","0.95328","391"
"49189","-2.83664","1008"
