"title","number","date","keywords","link"
"Narendra Modi : Indiens Daniel Düsentrieb","2014.22.57345","2014-05-22","Politik, Narendra Modi , Indien, Religion, Himalaya, Kolkata, Neu-Delhi","http://www.zeit.de/2014/22/narendra-modi-indien-hindunationalist"
"P+S­ Werften: Nur Zeit gekauft?","2014.22.57346","2014-05-22","Politik, P+S­ Werften, Schwerin, Erwin Sellering, Arbeitslose, Insolvenz, Landesregierung, Landtagswahl, Stralsund","http://www.zeit.de/2014/22/werften-schwerin-arbeitsplaetze-wahl"
"Ostkurve: Die Kanonade von Jena","2014.22.57347","2014-05-22","Politik, Ostkurve, Fußball, Pokalfinale, DDR, Cottbus, Dresden","http://www.zeit.de/2014/22/ostkurve-kanonade-jena"
"Kommissionspräsident: Merkels Stimme zählt am meisten","2014.22.57348","2014-05-23","Politik, Kommissionspräsident, Angela Merkel, Europa, Jean-Claude Juncker, Martin Schulz, EU-Kommission, Europaparlament, Europawahl","http://www.zeit.de/2014/22/kommissionspraesident-europawahl-merkel-schulz-juncker"
"Wahlkampf: Vier, die alles geben","2014.22.57349","2014-05-25","Politik, Wahlkampf, Europawahl, Großbritannien, Polen, Europaparlament, Niederlande, Spanien, Ukraine, Ungarn, Brüssel","http://www.zeit.de/2014/22/europawahl-kandidaten-wahlkampf"
"Donnerstalk: Fliegeralarm","2014.22.57350","2014-05-22","Politik, Donnerstalk, Abfangjäger, Luftwaffe, Volksentscheid, Schweiz","http://www.zeit.de/2014/22/donnerstalk-fliegeralarm"
"Dieter Böhmdorfer: Ein Mann für alle Fälle","2014.22.57351","2014-05-22","Politik, Dieter Böhmdorfer, Jörg Haider, Karl-Heinz Grasser, Johannes Mario Simmel, Justizministerium, ÖVP, Michael Krüger, Justizminister, Österreich","http://www.zeit.de/2014/22/dieter-boehmdorfer-joerg-haiders-erben"
"Die Gesichter des Wladimir Putin: Russland hat eine echte Führungsfigur","2014.22.57352","2014-05-22","Politik, Die Gesichter des Wladimir Putin, Wladimir Jakunin, Wladimir Putin, Russland, Wladimir Putin, Krim, Maidan","http://www.zeit.de/2014/22/wladimir-jakunin-russland-bahn"
"Populisten: Unter Elefanten","2014.22.57353","2014-05-22","Politik, Populisten, Populismus, Europa, AfD, Europäische Union, Front National","http://www.zeit.de/2014/22/populisten-cdu-auseinandersetzung"
"Dausend: Alles Flexi – oder was?","2014.22.57354","2014-05-22","Politik, Dausend","http://www.zeit.de/2014/22/dausend-kofferwoerter"
"Europawahl: Mehr Leidenschaft!","2014.22.57355","2014-05-22","Politik, Europawahl, Europawahl","http://www.zeit.de/2014/22/europawahl-waehler-leidenschaft"
"Die Gesichter des Wladimir Putin: Er ist menschlich sympathisch","2014.22.57356","2014-05-22","Politik, Die Gesichter des Wladimir Putin, Wladimir Putin, Russland, KGB, Wladimir Putin, Moskau, Kiew, Maidan, St. Petersburg","http://www.zeit.de/2014/22/putin-hubert-seipel"
"China: Verhasste Nachbarn","2014.22.57357","2014-05-22","Politik, China, China, Vietnam, Bohrinsel, Südkorea, Asien, Peking","http://www.zeit.de/2014/22/china-vietnam-streit-oelplattform"
"Soma: Der Arbeiter vergisst nicht","2014.22.57358","2014-05-22","Politik, Soma, Recep Tayyip Erdogan, AKP, Türkei, Soma, Istanbul","http://www.zeit.de/2014/22/grubenunglueck-tuerkei-erdogan"
"Bundeswehr: Die Ursula von McKinsey","2014.22.57359","2014-05-29","Politik, Bundeswehr, Ursula von der Leyen, CDU, McKinsey, Kindertagesstätte, Soldat","http://www.zeit.de/2014/22/bundeswehr-ursula-von-der-leyen-reform"
"Fußball-WM: Da muss die Welt jetzt durch","2014.22.57360","2014-05-30","Politik, Fußball-WM, Weltmeisterschaft, Brasilien, Korruption, Krankenhaus, Schwellenland, São Paulo","http://www.zeit.de/2014/22/fussball-wm-proteste"
"Ägypten: Die Revolution und ihre Henker","2014.22.57361","2014-05-22","Politik, Ägypten, Mohammed Mursi, Hosni Mubarak, Ägypten, Al-Dschasira, Muslimbruderschaft","http://www.zeit.de/2014/22/aegypten-revolution-journalisten"
"Die Gesichter des Wladimir Putin: Sie nennen ihn den Deutschen","2014.22.57362","2014-05-22","Politik, Die Gesichter des Wladimir Putin, Wladimir Putin, Sowjetunion, Wladimir Putin, Russland, Leningrad","http://www.zeit.de/2014/22/wladimir-putin-portraet"
"Arbeitsmarkt: Wende gut, alles gut","2014.22.57363","2014-05-22","Wirtschaft, Arbeitsmarkt, Arbeitslose, Arbeitslosenquote, Arbeitslosigkeit, Mauerfall, Ostdeutschland, Berlin, Leipzig, Rostock, Sachsen-Anhalt","http://www.zeit.de/2014/22/arbeitsmarkt-ostdeutschland-studie"
"Mütterrente: Plötzlich arm","2014.22.57364","2014-05-23","Wirtschaft, Mütterrente, Rente, Große Koalition, Rentenreform, Rentenpolitik","http://www.zeit.de/2014/22/rentenreform-muetterrente-altersarmut"
"Schweizer Banken: Endlich frei!","2014.22.57365","2014-05-22","Wirtschaft, Schweizer Banken, Schweiz, Credit Suisse, Steuerhinterziehung, Bankgeheimnis, Eric Holder, UBS, Bundesrat","http://www.zeit.de/2014/22/schweiz-credit-suisse-bussgeld-steuerbetrug"
"Jill Abramson: Nicht ohne meine Schwestern","2014.22.57366","2014-05-22","Wirtschaft, Jill Abramson, US-Medien, Medien, Journalismus, Redaktion","http://www.zeit.de/2014/22/new-york-times-jill-abramson-dean-baquet"
"Nigeria: Den Aufschwung verschenkt","2014.22.57367","2014-05-22","Wirtschaft, Nigeria, Nigeria, Wirtschaftswachstum, Korruption, Erdöl, Entführung, Goodluck Jonathan, Afrika, Wirtschaftspolitik","http://www.zeit.de/2014/22/nigeria-wirtschaft-korruption"
"Energiewende: Hört doch mal auf Brüssel!","2014.22.57368","2014-05-22","Wirtschaft, Energiewende, Energiepolitik, Energiewende, Energieverbrauch, EU-Kommission, Sigmar Gabriel, Europäische Union, Klimaschutz","http://www.zeit.de/2014/22/energiewende-eu-sparzwang"
"Großbritannien: Alte Rezepte","2014.22.57369","2014-05-28","Wirtschaft, Großbritannien, Wirtschaftswachstum, Konjunktur, Großbritannien","http://www.zeit.de/2014/22/grossbritannien-wirtschaftswachstum-george-osborne"
"Quengelzone: Freie Wahl","2014.22.57370","2014-05-29","Wirtschaft, Quengelzone, Werbung, Marketing, Verbraucherverhalten","http://www.zeit.de/2014/22/quengelzone-freie-wahl"
"Fast Food: Krieg am Morgen","2014.22.57371","2014-05-30","Wirtschaft, Fast Food, Fast Food, McDonald's, Essen, Ernährung","http://www.zeit.de/2014/22/fast-food-mc-donalds-fruehstueck"
"Lebensversicherung: Bitte keine Kunden mehr!","2014.22.57372","2014-05-22","Wirtschaft, Lebensversicherung, Garantiezins, Lebensversicherungen","http://www.zeit.de/2014/22/lebensversicherung-run-off-rueckzug"
"60 Sekunden für: Jörg Pilawa","2014.22.57373","2014-05-22","Wirtschaft, 60 Sekunden für","http://www.zeit.de/2014/22/glosse-pilawa"
