"id","qdap_value","qdap_neg","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"51766","0.2998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51767","-4.1206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51768","-1.5608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51769","-3.3217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51770","-6.1769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51771","0.5255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51772","-1.231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51773","-4.8656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51774","-9.3063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51775","-2.9985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51776","-2.9907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51777","-2.5227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51778","-8.3933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51779","-3.5759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51780","-1.7968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51781","-6.0715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51782","-2.3506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51783","-7.4003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51784","-1.2044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51785","-2.2108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51786","-4.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51787","-1.1064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51788","-4.2888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51789","1.4479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51790","-1.3702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51791","3.5794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51792","-7.7606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51793","-2.4274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51794","-6.8617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51795","-0.0441000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51796","1.3022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51797","-1.2132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51798","-5.0753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51799","-0.3031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51800","1.7645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51801","-5.4148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51802","0.691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51803","-2.7568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51804","-0.6614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51805","0.2831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
