"id","qdap_value_ampl","qdap_nword"
"34006","-0.91194","228"
"34007","-2.71186","1169"
"34008","-2.14002","260"
"34009","-0.133","118"
"34010","-5.09412","905"
"34011","-0.3545","27"
"34012","-1.49544","601"
"34013","-1.3238","589"
"34014","-7.2499","1768"
"34015","-0.6906","742"
"34016","-8.29346","974"
"34017","-0.2825","984"
"34018","-1.32862","394"
"34019","0.1057","112"
"34020","-2.44168","1324"
"34021","-8.5501","1750"
"34022","-0.2083","415"
"34023","-10.30396","1523"
"34024","-1.6573","712"
"34025","5.2224","1267"
"34026","-3.54422","577"
"34027","-12.10446","2180"
"34028","-1.4078","301"
"34029","-8.01692","1058"
"34030","-2.29684","430"
"34031","0.12484","298"
"34032","NaN","1060"
"34033","-6.48266","1197"
"34034","-0.2602","105"
"34035","-1.9428","987"
"34036","0.71304","1050"
"34037","-10.7073","1609"
"34038","NaN","5022"
"34039","-0.5785","275"
"34040","2.0495","1712"
"34041","-3.80162","1459"
"34042","-0.94828","387"
"34043","-6.95584","697"
"34044","0.036","224"
"34045","1.7581","136"
"34046","2.22356","1378"
"34047","-0.6278","150"
"34048","-1.04","156"
"34049","0.14526","906"
"34050","-4.3459","1421"
"34051","-1.46302","860"
"34052","-1.79208","1303"
"34053","-3.7916","338"
"34054","-2.0995","218"
"34055","-4.94912","1236"
"34056","-11.02454","2935"
"34057","-1.2361","177"
"34058","-0.4921","92"
"34059","-1.46302","853"
"34060","-0.6936","110"
"34061","-7.17246","1218"
"34062","-1.52466","405"
"34063","-9.4474","922"
