"id","qdap_value_ampl","qdap_nword"
"53064","-14.97904","5080"
"53065","-5.57766","921"
"53066","-11.82116","1699"
"53067","-8.05664","1505"
"53068","-5.70492","850"
"53069","1.93162","3252"
"53070","-3.04378","1822"
"53071","-3.9674","794"
"53072","-6.68452","1055"
"53073","-9.18294","841"
"53074","0.23806","480"
"53075","-0.71166","863"
"53076","-10.67066","2301"
"53077","-4.42066","1938"
"53078","-2.45906","2837"
"53079","-1.20152","844"
"53080","-2.46212","1272"
"53081","-24.10888","3552"
"53082","-1.76008","1249"
"53083","-4.79618","1728"
"53084","-1.4692","612"
"53085","2.296","1311"
"53086","-26.122","5062"
"53087","-1.16796","780"
