"title","number","date","keywords","link"
"Guantánamo-Debatte: Sollen wir Uiguren aufnehmen?","2009.21.49109","2009-05-20","Politik, Guantánamo-Debatte, Usa, Gefaengnis, Terrorbekaempfung, Terrorist, Asyl, George W.  Bush, Barack Obama, Murat Kurnaz, Theo Sommer, Uiguren, Al-kaida, Afghanistan, China, Jemen, Pakistan, Saudi Arabien, USA, Bayern, Berlin, Harburg, München, Niedersachsen, Texas, Washington D.C","http://www.zeit.de/2009/21/Uiguren-Contra-lang"
"Bundestagswahl: Der Wahlkampf, ein Abenteuer","2009.21.49110","2009-08-10","Politik, Bundestagswahl, Bundestag, Wahlkampf, Wahl, Angela Merkel, Frank Walter Steinmeier, Grüne, SPD, Abenteuer, Bundestagswahl, CDU, Die Linke, FDP, Gesine Schwan, Murat Kurnaz, Bundestag, Europaparlament, Kanzleramt, Landtag, Praxisgebühr, Superwahljahr, Wahlkampf, Berlin, Hessen, Saarland, Sachsen, Straßburg, Thüringen","http://www.zeit.de/2009/21/Wahlkampf"
"Integration: Warum ich gehe","2009.21.49111","2009-05-29","Politik, Integration, Integration, Auslaender, Schweiz, Integration, Peer Steinbrück, Fußball-EM, Urs Widmer, Schweiz, Türkei, Zürich, Basel, Europa, Osteuropa","http://www.zeit.de/2009/21/CH-Marusczyk"
"EU: Ein Riesenzwerg, der vieles kann","2009.21.49112","2009-05-25","Politik, EU, Eu, Aussenpolitik, Europäische Union, Javier Solana, Außenpolitik, BIP, Entwicklungspolitik, Integration, James Jones, Karl Dietrich Bracher, Nordafrika, Voltaire, China, Europa, Indien, Irland, Portugal, Russland, Spanien, Türkei, Afrika, Bremen, Brüssel, Kaukasus, Osteuropa","http://www.zeit.de/2009/21/oped-Leibfried"
"Guantánamo-Debatte: Sollen wir Uiguren aufnehmen?","2009.21.49113","2009-05-20","Politik, Guantánamo-Debatte, Usa, Gefaengnis, Terrorbekaempfung, Terrorist, Asyl, Barack Obama, Frank Walter Steinmeier, CDU, CIA, Joe Biden, SPD, Wolfgang Schäuble, Murat Kurnaz, Angeln, Asyl, Folter, Gefangenenlager, Heimat, Kanzleramt, Uiguren, China, Pakistan, Syrien, USA, Guantánamo, Berlin, Europa, München","http://www.zeit.de/2009/21/Uiguren-Pro"
"Bundespräsidentenwahl: Ich habe einen Schatz gesammelt","2009.21.49114","2009-05-18","Politik, Bundespräsidentenwahl, Bundespraesident, Wahl, Gesine Schwan, Josef Ackermann, SPD, Bundesregierung, Frank Walter Steinmeier, Joschka Fischer, Bildung, Bundespräsidentenwahl, Bundestag, Bundesversammlung, DDR, Demokratie, Finanzmarkt, Humboldt-Universität, Zensur","http://www.zeit.de/2009/21/Interview-Schwan"
"Donnerstalk: Out of Ouagadougou","2009.21.49115","2009-05-14","Politik, Donnerstalk, Oesterreich, Afrika, Frank Walter Steinmeier, Alfred Dorfer, Finanzen, Elfmeter, Entwicklungshilfe, Monarch, Vermögen, Burkina Faso, Schweiz, Österreich, Berlin","http://www.zeit.de/2009/21/A-Donnerstalk"
"Außenpolitik: Der seltsame Anti-Diplomat","2009.21.49116","2009-05-14","Politik, Außenpolitik, Steuerpolitik, Steuer, Steuervergehen, Politik, Politiker, Aussenpolitik, Schweiz, Oesterreich, Peer Steinbrück, Frank Walter Steinmeier, Kurt Beck, Außenpolitik, Frank A. Meyer, SPD, Jean-Claude Juncker, Bankenrettung, Bundespresseball, Finanzminister, Schweiz, Wirtschaftskrise, Österreich, Berlin, Bern, Europa, Nordrhein-Westfalen, Wien","http://www.zeit.de/2009/21/A-Steinbrueck"
"FDP-Parteitag: Wir wollen keine Ausschließeritis","2009.21.49117","2009-09-24","Politik, FDP-Parteitag, Fdp, Bundestagswahl, Wahlkampf, Partei, Martin Luther, FDP, Sabine Leutheusser-Schnarrenberger, Bundesregierung, CDU, Grüne, SPD, Wirtschaftspolitik, Datenschutz, Grundrecht, Wolfgang Schäuble, Steuerpolitik, StudiVZ, Vorratsdatenspeicherung, Abwrackprämie, Politikverdrossenheit, Wahlkampf","http://www.zeit.de/2009/21/Interview-Leutheusser-Schnarrenberger"
"Pakistan: Obamas Flüchtlinge","2009.21.49118","2009-07-13","Politik, Pakistan, Pakistan, Taliban, Usa, Militaeraktion, Barack Obama, Hillary Clinton, Pakistan, Vereinte Nationen, Afghanistan, Anschlag, Demokratie, Drohne, Extremismus, Flüchtling, Katastrophe, Pakistan, Rechtsstaat, Scharia, Taliban, US-Präsident, USA, Umfrage, Irak, Islamabad, Swat-Tal","http://www.zeit.de/2009/21/Pakistan"
