"","id","Inflation","InflationMutationen","issue","year"
"1",22048,0,0,"1","2000"
"2",22049,0,0,"1","2000"
"3",22050,0,0,"1","2000"
"4",22051,0,0,"1","2000"
"5",22052,0,0,"1","2000"
"6",22053,0,0,"1","2000"
"7",22054,0,0,"1","2000"
"8",22055,0,0,"1","2000"
"9",22056,0,0,"1","2000"
"10",22057,0,0,"1","2000"
"11",22058,0,0,"1","2000"
"12",22059,1,1,"1","2000"
"13",22060,0,0,"1","2000"
"14",22061,0,0,"1","2000"
"15",22062,0,0,"1","2000"
"16",22063,0,0,"1","2000"
"17",22064,0,0,"1","2000"
"18",22065,0,0,"1","2000"
"19",22066,1,1,"1","2000"
"20",22067,0,0,"1","2000"
"21",22068,0,0,"1","2000"
"22",22069,0,0,"1","2000"
"23",22070,0,0,"1","2000"
"24",22071,0,0,"1","2000"
"25",22072,0,0,"1","2000"
"26",22073,0,0,"1","2000"
"27",22074,0,0,"1","2000"
"28",22075,0,0,"1","2000"
"29",22076,0,0,"1","2000"
"30",22077,0,0,"1","2000"
"31",22078,0,0,"1","2000"
"32",22079,0,0,"1","2000"
"33",22080,0,0,"1","2000"
"34",22081,0,0,"1","2000"
"35",22082,0,0,"1","2000"
"36",22083,0,0,"1","2000"
"37",22084,0,0,"1","2000"
"38",22085,0,0,"1","2000"
"39",22086,0,0,"1","2000"
"40",22087,0,0,"1","2000"
"41",22088,1,1,"1","2000"
"42",22089,0,0,"1","2000"
"43",22090,1,1,"1","2000"
"44",22091,0,0,"1","2000"
"45",22092,0,0,"1","2000"
"46",22093,1,1,"1","2000"
"47",22094,0,0,"1","2000"
"48",22095,0,0,"1","2000"
"49",22096,0,0,"1","2000"
"50",22097,0,0,"1","2000"
"51",22098,0,0,"1","2000"
"52",22099,0,0,"1","2000"
"53",22100,0,0,"1","2000"
"54",22101,0,0,"1","2000"
"55",22511,0,0,"InflationWord2000","Ergebnis"
"56",22512,0,0,"InflationWord2000","Ergebnis"
"57",22513,0,0,"InflationWord2000","Ergebnis"
"58",22514,0,0,"InflationWord2000","Ergebnis"
"59",22515,0,0,"InflationWord2000","Ergebnis"
"60",22516,0,0,"InflationWord2000","Ergebnis"
"61",22517,0,0,"InflationWord2000","Ergebnis"
"62",22518,0,0,"InflationWord2000","Ergebnis"
"63",22519,0,0,"InflationWord2000","Ergebnis"
"64",22520,0,0,"InflationWord2000","Ergebnis"
"65",22521,0,0,"InflationWord2000","Ergebnis"
"66",22522,0,0,"InflationWord2000","Ergebnis"
"67",22523,0,0,"InflationWord2000","Ergebnis"
"68",22524,0,0,"InflationWord2000","Ergebnis"
"69",22525,0,0,"InflationWord2000","Ergebnis"
"70",22526,0,0,"InflationWord2000","Ergebnis"
"71",22527,0,0,"InflationWord2000","Ergebnis"
"72",22528,0,0,"InflationWord2000","Ergebnis"
"73",22529,0,0,"InflationWord2000","Ergebnis"
"74",22530,0,0,"InflationWord2000","Ergebnis"
"75",22531,0,0,"InflationWord2000","Ergebnis"
"76",22532,0,0,"InflationWord2000","Ergebnis"
"77",22533,0,0,"InflationWord2000","Ergebnis"
"78",22534,0,0,"InflationWord2000","Ergebnis"
"79",22535,0,0,"InflationWord2000","Ergebnis"
"80",22536,0,0,"InflationWord2000","Ergebnis"
"81",22537,0,0,"InflationWord2000","Ergebnis"
"82",22538,0,0,"InflationWord2000","Ergebnis"
"83",22539,0,0,"InflationWord2000","Ergebnis"
"84",22540,0,0,"InflationWord2000","Ergebnis"
"85",22541,0,0,"InflationWord2000","Ergebnis"
"86",22542,0,0,"InflationWord2000","Ergebnis"
"87",22543,0,0,"InflationWord2000","Ergebnis"
"88",22544,0,0,"InflationWord2000","Ergebnis"
"89",22545,0,0,"InflationWord2000","Ergebnis"
"90",22546,0,0,"InflationWord2000","Ergebnis"
"91",22547,0,0,"InflationWord2000","Ergebnis"
"92",22548,0,0,"InflationWord2000","Ergebnis"
"93",22549,0,0,"InflationWord2000","Ergebnis"
"94",22550,0,0,"InflationWord2000","Ergebnis"
"95",22551,0,0,"InflationWord2000","Ergebnis"
"96",22552,0,0,"InflationWord2000","Ergebnis"
"97",22553,0,0,"InflationWord2000","Ergebnis"
"98",22554,0,0,"InflationWord2000","Ergebnis"
"99",22555,0,0,"InflationWord2000","Ergebnis"
"100",22556,0,0,"InflationWord2000","Ergebnis"
"101",22557,0,0,"InflationWord2000","Ergebnis"
"102",22558,0,1,"InflationWord2000","Ergebnis"
"103",22559,0,0,"InflationWord2000","Ergebnis"
"104",22560,0,0,"InflationWord2000","Ergebnis"
"105",22561,0,0,"InflationWord2000","Ergebnis"
"106",22562,1,1,"InflationWord2000","Ergebnis"
"107",22563,0,0,"InflationWord2000","Ergebnis"
"108",22564,0,0,"InflationWord2000","Ergebnis"
"109",22565,0,0,"InflationWord2000","Ergebnis"
"110",22566,0,0,"InflationWord2000","Ergebnis"
"111",22567,0,0,"InflationWord2000","Ergebnis"
"112",22568,0,0,"InflationWord2000","Ergebnis"
"113",22569,0,0,"InflationWord2000","Ergebnis"
"114",22570,0,0,"InflationWord2000","Ergebnis"
"115",22571,1,1,"InflationWord2000","Ergebnis"
"116",22572,0,0,"InflationWord2000","Ergebnis"
"117",22573,0,0,"InflationWord2000","Ergebnis"
"118",22574,0,0,"InflationWord2000","Ergebnis"
"119",22575,0,0,"InflationWord2000","Ergebnis"
"120",22576,0,0,"InflationWord2000","Ergebnis"
"121",22577,0,0,"InflationWord2000","Ergebnis"
"122",22578,0,0,"InflationWord2000","Ergebnis"
"123",22579,0,0,"InflationWord2000","Ergebnis"
"124",22580,0,0,"InflationWord2000","Ergebnis"
"125",22581,0,0,"InflationWord2000","Ergebnis"
"126",22582,0,0,"InflationWord2000","Ergebnis"
"127",22583,0,0,"InflationWord2000","Ergebnis"
"128",22584,0,0,"InflationWord2000","Ergebnis"
"129",22585,0,0,"InflationWord2000","Ergebnis"
"130",22586,0,0,"InflationWord2000","Ergebnis"
"131",22587,0,0,"InflationWord2000","Ergebnis"
"132",22588,0,0,"InflationWord2000","Ergebnis"
"133",22589,1,1,"InflationWord2000","Ergebnis"
"134",22590,0,0,"InflationWord2000","Ergebnis"
"135",22591,0,1,"InflationWord2000","Ergebnis"
"136",22592,0,0,"InflationWord2000","Ergebnis"
"137",22593,0,0,"InflationWord2000","Ergebnis"
"138",22594,0,0,"InflationWord2000","Ergebnis"
"139",22595,0,0,"InflationWord2000","Ergebnis"
"140",22596,0,0,"InflationWord2000","Ergebnis"
"141",22597,0,0,"InflationWord2000","Ergebnis"
"142",22598,0,0,"InflationWord2000","Ergebnis"
"143",22599,0,0,"InflationWord2000","Ergebnis"
"144",22600,0,0,"InflationWord2000","Ergebnis"
"145",22601,0,0,"InflationWord2000","Ergebnis"
"146",22602,0,0,"InflationWord2000","Ergebnis"
"147",22603,0,0,"InflationWord2000","Ergebnis"
"148",22604,0,0,"InflationWord2000","Ergebnis"
"149",22605,0,0,"InflationWord2000","Ergebnis"
"150",22606,0,0,"InflationWord2000","Ergebnis"
"151",22607,0,0,"InflationWord2000","Ergebnis"
"152",22608,0,0,"InflationWord2000","Ergebnis"
"153",22609,0,0,"InflationWord2000","Ergebnis"
"154",22610,1,1,"InflationWord2000","Ergebnis"
"155",22611,0,0,"InflationWord2000","Ergebnis"
"156",22612,0,0,"InflationWord2000","Ergebnis"
"157",22613,0,0,"InflationWord2000","Ergebnis"
"158",22614,0,0,"InflationWord2000","Ergebnis"
"159",22615,0,0,"InflationWord2000","Ergebnis"
"160",22616,0,0,"InflationWord2000","Ergebnis"
"161",22617,0,0,"InflationWord2000","Ergebnis"
"162",22618,0,0,"InflationWord2000","Ergebnis"
"163",22619,0,0,"InflationWord2000","Ergebnis"
"164",22620,0,0,"InflationWord2000","Ergebnis"
"165",22621,0,0,"InflationWord2000","Ergebnis"
"166",22622,0,0,"InflationWord2000","Ergebnis"
"167",22623,0,0,"InflationWord2000","Ergebnis"
"168",22624,0,0,"InflationWord2000","Ergebnis"
"169",22625,0,0,"InflationWord2000","Ergebnis"
"170",22626,0,0,"InflationWord2000","Ergebnis"
"171",22627,0,0,"InflationWord2000","Ergebnis"
"172",22628,0,0,"InflationWord2000","Ergebnis"
