"id","qdap_value_ampl","qdap_nword"
"51839","-0.7432","178"
"51840","-1.94172","2176"
"51841","0.64664","718"
"51842","-5.6705","1239"
"51843","-1.05146","803"
"51844","-16.43044","1778"
"51845","-6.70052","1613"
"51846","-0.38298","1493"
"51847","-3.89488","731"
"51848","-1.89304","613"
"51849","-5.08318","642"
"51850","-6.5056","492"
"51851","-2.616","1207"
"51852","-0.63628","1222"
"51853","-8.1061","1042"
"51854","-7.67514","772"
"51855","-1.6683","982"
"51856","1.0719","240"
"51857","-4.89144","566"
"51858","-2.93192","577"
"51859","1.1975","734"
"51860","-2.02608","819"
"51861","-4.23132","478"
"51862","-1.58852","1090"
"51863","-10.37838","2080"
"51864","-0.2471","626"
"51865","1.46246","646"
"51866","3.16232","1892"
"51867","-4.07258","806"
"51868","-4.6677","1267"
"51869","-8.26036","594"
"51870","-7.01502","746"
"51871","-6.51968","1393"
"51872","2.47092","1297"
"51873","-1.22334","1182"
"51874","-1.79","382"
"51875","-1.99682","1351"
"51876","-2.2222","1442"
