"id","qdap_value_ampl","qdap_nword"
"54714","-2.79194","3198"
"54715","0.9631","554"
"54716","-2.21154","1782"
"54717","0.39642","928"
"54718","-5.27392","670"
"54719","-4.551","1089"
"54720","-4.62478","542"
"54721","-10.84254","1556"
"54722","-5.16148","358"
"54723","0.396","230"
"54724","-5.48648","725"
"54725","-0.52264","662"
"54726","-0.97728","1313"
"54727","-0.6954","466"
"54728","1.28564","1055"
"54729","4.00942","879"
"54730","0.0512","315"
"54731","6.75602","1170"
"54732","0.19052","385"
"54733","-3.51334","348"
"54734","-3.40794","3059"
"54735","-15.6935","5152"
"54736","-8.1274","1633"
"54737","-0.49122","1263"
"54738","-12.7351","1178"
"54739","0.98366","1051"
"54740","1.70384","184"
"54741","6.62032","1631"
