"title","number","date","keywords","link"
"china: Elektroschocks gegen das Virus Freiheit","2005.45.37143","2005-11-03","International, china, Bevoelkerung, Medizin, China, Lungenkrankheit, Infektionskrankheit, Folgen, Statistik, Gesundheitspolitik, Recht, Kriminalitaet, Medien, Bevölkerung, Medizin, China, Lungenkrankheit, Infektionskrankheit, Folgen, Statistik, Gesundheitspolitik, Recht, Kriminalität, China, Virus, Peking, Berlin","http://www.zeit.de/2005/45/Gulag_HL"
"Pisa: Ohne Fleiß kein Preis – das gilt auch für Lehrer","2005.45.37144","2005-01-03","Politik, Pisa, Schueler, Schule, Bildungspolitik, Bildung, Studie, Vhb_Schulpolitik, Leistunge, Schule, Realschule, Hauptschule, Gymnasium, Schüler, Schule, Bildungspolitik, Bildung, Studie, Schulpolitik, Leistunge, Schule, Realschule, Hauptschule, CDU, CSU, SPD, Edelgard Bulmahn, Gesamtschule, Gymnasium, Manfred Prenzel, Pisa-Studie, Schule, Schulleiter, Schulsystem, Schüler, Bayern, Sachsen, Thüringen, Brandenburg, Pisa, Sachsen-Anhalt, Bremen, Hamburg, Rheinland-Pfalz, Schleswig-Holstein","http://www.zeit.de/2005/45/6Pisa_neu"
"new york: Unabhängig im Schlangennest","2005.45.37145","2005-11-09","Politik, new york","http://www.zeit.de/online/2005/45/bloomberg"
"Medien: Direkt und unverblümt","2005.45.37146","2005-11-09","Politik, Medien","http://www.zeit.de/online/2005/45/burda"
"Porträt: Ich will nur meine Ruhe","2005.45.37147","2009-04-01","Politik, Porträt, Sportart, Sport, Fussball, Ballsport, Nationalmannschaft, Europameisterschaft, 2004, Portrait, Mönchengladbach, Fußballverein, Krise, Sportart, Sport, Fußball, Ballsport, Nationalmannschaft, Europameisterschaft, 2004, Portrait, Mönchengladbach, Fußballverein, Gerd Müller, Franz Beckenbauer, Bundesliga, FC Bayern München, Fußball, Uli Hoeneß, DFB-Pokal, Europapokal, Hermann Gerland, Rekord, Trainer, Uwe Seeler, Niederlande, Mexiko, Russland, USA, Bayern, München","http://www.zeit.de/online/2005/45/portrait_mueller"
"kalifornien: Volksentscheid in Hollywood","2005.45.37148","2005-11-09","Politik, kalifornien","http://www.zeit.de/online/2005/45/schwarzenegger"
"Bundestag: Wieder nichts: Bisky fällt durch","2005.45.37149","2009-04-01","Politik, Bundestag","http://www.zeit.de/online/2005/45/bisky_8_11"
"csu: Schwerste politische Fehler","2005.45.37150","2005-11-09","Politik, csu, Edmund Stoiber, CSU, Michael Glos, Theo Waigel, Erwin Huber, Günther Beckstein, Alfred Sauter, Silvio Berlusconi, Benedikt XVI, Abendzeitung, Direktwahl, Landtagswahl, Merkur, Papst, Vatikan, Bayern, Berlin, München, Rom","http://www.zeit.de/online/2005/45/stoiber_rom"
"presseschau: Zerreissprrobe von Links","2005.45.37151","2005-11-09","Politik, presseschau, Sozialstaat, Politik, Innenpolitik, Arbeit, Sozialdemokratie, Reform, Portrait, Partei, Linke, Gesundheitsreform, Sozialstaat, Politik, Innenpolitik, Arbeit und Sozialstaat, Sozialdemokratie, Reform, Portrait, Partei, Linke, Franz Müntefering, SPD, Andrea Nahles, Franz Walter, Hubertus Heil, Matthias Platzeck, Koalitionsverhandlung, Norm, Parteitag, Presse, Reform, Spiegel, Vizekanzler, Wahlkampf","http://www.zeit.de/online/2005/45/presseschau4"
"Terror: ","2005.45.37152","2009-04-01","Politik, Terror, Kofi Annan, George W.  Bush, Tony Blair, UN, Dominique de Villepin, Hotel, Irak, Jordanien, Kasachstan, Terrorismus, Amman, Bagdad","http://www.zeit.de/online/2005/45/amman_bomben"
