"id","qdap_value_ampl","qdap_nword"
"33250","-6.36618","1069"
"33251","-2.8766","55"
"33252","-5.53972","937"
"33253","-0.7482","500"
"33254","0.004","15"
"33255","-5.20744","1245"
"33256","-0.9046","212"
"33257","-1.77234","852"
"33258","-0.92708","1282"
"33259","-3.55724","1145"
"33260","-8.75306","1874"
"33261","-3.18114","620"
"33262","-1.3167","347"
"33263","1.7246","1172"
"33264","0.94162","446"
"33265","0.2039","187"
"33266","-0.2195","1372"
"33267","-2.2214","642"
"33268","-2.57028","644"
"33269","-0.1457","402"
"33270","0","11"
"33271","-6.82258","1586"
"33272","-3.15288","1105"
"33273","-1.1635","1189"
"33274","-0.43744","672"
"33275","0.293","278"
"33276","-0.5316","110"
"33277","0.52544","181"
"33278","-0.0428799999999998","451"
"33279","-2.7613","973"
"33280","-1.1496","368"
"33281","0.4118","412"
"33282","-2.78228","984"
"33283","-1.0795","221"
"33284","-2.47424","634"
"33285","-0.42726","720"
"33286","-1.5007","442"
"33287","-3.5124","1896"
"33288","-9.35098","1517"
"33289","-1.02182","691"
"33290","-2.1351","2030"
"33291","2.2122","1061"
"33292","-1.5466","320"
"33293","-2.1561","254"
"33294","-2.0203","627"
"33295","-6.79834","956"
"33296","-14.45984","1811"
"33297","-12.58942","1437"
"33298","-0.19702","602"
"33299","-16.58512","1449"
"33300","-0.6174","649"
"33301","0.2211","79"
"33302","-1.95026","801"
"33303","-2.00662","634"
"33304","0.004","51"
"33305","-8.03508","1078"
"33306","-1.44864","131"
"33307","-2.52438","514"
"33308","0.30726","157"
"33309","4.2868","1648"
"33310","-6.72384","719"
"33311","-2.42512","915"
"33312","-3.1552","1650"
"33313","-4.33712","1267"
"33314","-4.6167","1304"
"33315","1.1636","428"
"33316","-2.06766","416"
"33317","0.11","252"
"33318","-2.34422","864"
"33319","-0.2151","223"
"33320","-2.72194","673"
"33321","-12.9645","1927"
"33322","-0.9587","246"
"33323","-2.7248","1296"
"33324","-8.19742","1336"
"33325","-1.09","257"
"33326","-0.4816","143"
"33327","0.5175","630"
"33328","-4.09068","974"
"33329","-2.62688","165"
"33330","0.07186","1379"
"33331","4.3997","2032"
