"id","qdap_value_ampl","qdap_nword"
"54491","-0.6586","629"
"54492","-2.87218","2477"
"54493","-12.0437","1002"
"54494","-4.68528","1996"
"54495","-6.7919","815"
"54496","-9.8441","1192"
"54497","-6.14674","703"
"54498","-14.5825","1879"
"54499","-2.69524","473"
"54500","-0.41644","1423"
"54501","-6.88272","1530"
"54502","-7.0948","2104"
"54503","-0.0028","245"
"54504","-3.28378","391"
"54505","-2.39432","1311"
"54506","-0.15332","746"
"54507","-1.7477","279"
"54508","0.008","121"
"54509","-8.12724","1578"
"54510","-2.58486","668"
"54511","-0.1356","128"
"54512","2.23634","1253"
"54513","0.5078","1037"
"54514","-0.48168","99"
"54515","0.4124","348"
"54516","3.1596","1374"
"54517","-0.6728","269"
"54518","-6.17782","1735"
"54519","-0.47006","321"
"54520","1.0214","456"
"54521","-1.3412","721"
"54522","11.06208","2736"
"54523","0.6272","451"
"54524","-1.0586","2053"
"54525","-6.07516","1106"
"54526","-3.59364","1460"
"54527","2.71462","2216"
"54528","1.07426","1687"
"54529","-2.2285","2746"
"54530","-1.44796","874"
