"id","qdap_value_ampl","qdap_nword"
"32875","-8.64346","1442"
"32876","-2.11634","1234"
"32877","-0.97388","999"
"32878","2.22782","238"
"32879","-1.70288","218"
"32880","-0.3102","293"
"32881","-1.8079","1386"
"32882","-1.0909","229"
"32883","-1.37838","887"
"32884","-12.98584","2032"
"32885","-1.043","822"
"32886","0.93238","331"
"32887","-12.01588","1502"
"32888","-2.2801","299"
"32889","-1.72126","358"
"32890","-0.58904","1327"
"32891","-0.9467","215"
"32892","-0.4643","183"
"32893","-2.1631","1158"
"32894","-4.88218","612"
"32895","-2.34802","727"
"32896","0.19956","1207"
"32897","0.30474","231"
"32898","-6.49562","776"
"32899","-2.75684","908"
"32900","-4.54348","1756"
"32901","-7.05132","985"
"32902","4.12286","1410"
"32903","-38.21396","5451"
"32904","-5.20572","930"
"32905","-0.2007","148"
"32906","-2.27046","480"
"32907","-9.88238","1133"
"32908","-4.35616","1330"
"32909","-3.91404","684"
"32910","-0.00338000000000018","1201"
"32911","-4.72832","841"
"32912","-1.31694","947"
"32913","-1.9379","1114"
"32914","-1.2081","146"
"32915","-1.58096","556"
"32916","-4.8751","1276"
"32917","-1.1234","107"
"32918","-6.546","2768"
"32919","-2.47652","1094"
"32920","-0.77712","218"
"32921","-1.5012","123"
"32922","-1.2703","165"
"32923","-0.45148","217"
"32924","1.47274","188"
"32925","-6.95994","1674"
