"id","qdap_value_ampl","qdap_nword"
"30634","-1.22666","718"
"30635","-1.7328","361"
"30636","1.01876","386"
"30637","-2.15908","1020"
"30638","-1.7328","346"
"30639","-6.17302","749"
"30640","-5.2192","663"
"30641","0.5315","1670"
"30642","-1.8666","612"
"30643","-0.43482","232"
"30644","-2.31526","1202"
"30645","-5.03536","1044"
"30646","-1.2056","245"
"30647","-0.857","630"
"30648","-5.27894","845"
"30649","-5.07176","1885"
"30650","-6.42178","2022"
"30651","-0.51524","457"
"30652","1.9881","588"
"30653","-0.96794","231"
"30654","-1.6081","216"
"30655","0.22674","1031"
"30656","-4.21494","1316"
"30657","-3.15496","342"
"30658","-5.00712","1441"
"30659","-7.44786","4927"
"30660","-2.56808","438"
"30661","-5.96482","1669"
"30662","3.87802","1525"
"30663","-0.7449","246"
"30664","-3.37128","872"
"30665","4.17668","2540"
"30666","2.32012","1584"
"30667","NaN","1851"
"30668","-6.15476","900"
"30669","-1.23328","171"
"30670","-0.425","169"
"30671","-4.81734","1063"
"30672","-0.5093","154"
"30673","0.7544","2559"
"30674","0.6817","174"
"30675","-0.243","220"
