"id","qdap_value_ampl","qdap_nword"
"34559","-2.47936","534"
"34560","-2.17584","751"
"34561","-0.4322","199"
"34562","-2.9112","414"
"34563","-2.89686","618"
"34564","-11.1145","1100"
"34565","-2.97","376"
"34566","-0.3","1263"
"34567","1.93078","540"
"34568","-5.11584","479"
"34569","-7.86672","1059"
"34570","-0.60524","302"
"34571","-1.21566","377"
"34572","-3.30756","401"
"34573","1.77038","816"
"34574","1.4496","563"
"34575","-1.3202","223"
"34576","0.02954","855"
"34577","0.5793","340"
"34578","-0.94566","479"
"34579","-2.74946","893"
"34580","-2.86354","879"
"34581","-8.89094","455"
"34582","-0.1871","391"
"34583","-4.32186","360"
"34584","-2.93464","428"
"34585","5.21648","968"
"34586","0.4999","408"
"34587","-6.32066","822"
"34588","-2.4486","511"
"34589","-4.1972","754"
"34590","-4.57376","912"
"34591","-3.76208","738"
"34592","-1.165","347"
"34593","-5.17394","1885"
"34594","-0.372","546"
"34595","0.013","290"
"34596","-1.9612","498"
"34597","0.18778","653"
"34598","-1.34904","226"
"34599","-1.9216","197"
"34600","-1.3415","484"
"34601","-1.98134","1106"
"34602","-4.189","431"
"34603","0.47082","551"
"34604","0.012","109"
"34605","-4.8545","425"
"34606","1.33504","477"
"34607","0.24744","442"
"34608","-2.1565","460"
"34609","-1.0164","272"
"34610","1.73138","437"
"34611","-1.90872","194"
"34612","-2.08226","1549"
"34613","0.9653","732"
"34614","-3.54084","483"
"34615","-10.03558","1267"
"34616","-2.709","346"
"34617","-4.45146","747"
"34618","-0.3773","412"
"34619","1.4196","525"
"34620","-2.60732","904"
"34621","-0.0711","321"
"34622","-6.3116","2898"
"34623","0.7647","738"
"34624","0.71858","255"
"34625","3.4348","514"
"34626","-0.59974","277"
"34627","-0.24808","899"
"34628","3.13928","898"
"34629","-3.32716","1239"
"34630","-1.4724","889"
"34631","-12.1579","2507"
"34632","-1.6527","410"
"34633","-3.6446","1843"
"34634","-2.9956","590"
"34635","-1.72944","1031"
"34636","-0.85016","397"
"34637","-5.07646","1616"
"34638","2.3244","441"
"34639","-0.43788","1225"
"34640","-0.9098","351"
"34641","0.039","138"
"34642","0.2172","60"
"34643","-1.29826","268"
"34644","0.0281999999999999","493"
"34645","-2.60026","1266"
"34646","-2.9834","572"
"34647","0.0159","345"
"34648","-0.15274","200"
"34649","-0.30002","244"
"34650","-0.74338","560"
"34651","0.13756","513"
"34652","-1.8945","159"
"34653","-0.5264","261"
"34654","-1.2693","445"
"34655","NaN","1216"
"34656","-2.59168","888"
"34657","4.14564","611"
"34658","-2.0234","161"
"34659","-2.84938","633"
"34660","-0.3979","156"
"34661","-1.0854","262"
"34662","-0.38844","528"
"34663","0.46554","1049"
"34664","-5.43644","1158"
