"id","qdap_value_ampl","qdap_nword"
"44200","0.37076","232"
"44201","0.22668","327"
"44202","-13.88268","2150"
"44203","-0.73788","591"
"44204","-0.82458","2155"
"44205","-1.37258","592"
"44206","0.0071800000000002","1519"
"44207","-2.60298","1263"
"44208","-3.41768","814"
"44209","-1.18678","1556"
"44210","-1.40796","1466"
"44211","-2.79598","1379"
"44212","-3.1296","322"
"44213","-3.1265","670"
"44214","2.74202","662"
"44215","-5.81652","631"
"44216","1.9089","755"
"44217","-0.3326","263"
"44218","-1.7639","403"
"44219","-0.39074","486"
"44220","-2.66484","1276"
"44221","-0.9681","392"
"44222","-1.99046","966"
"44223","-5.10572","1144"
"44224","-3.04862","656"
"44225","-3.7312","525"
"44226","-7.02782","517"
"44227","-0.6761","241"
"44228","-0.80954","935"
"44229","-0.49236","541"
"44230","2.51406","1364"
"44231","-0.3303","365"
"44232","-0.72668","811"
"44233","-6.51258","545"
"44234","-4.7821","741"
"44235","-0.34104","218"
"44236","-6.57784","1432"
"44237","-2.9393","613"
"44238","1.91376","490"
"44239","1.17878","492"
"44240","-0.86024","335"
"44241","-0.0794800000000002","1540"
"44242","-2.5388","1329"
"44243","2.9871","1295"
"44244","3.23114","829"
"44245","1.3482","247"
"44246","-0.65254","841"
"44247","-0.4526","970"
"44248","0.6139","157"
"44249","-2.58832","627"
"44250","-6.59854","1568"
"44251","-0.58266","963"
"44252","-2.7746","1005"
"44253","-0.40062","1385"
"44254","0.0768199999999997","871"
"44255","-2.2331","218"
"44256","-4.62058","1924"
"44257","0.27546","1228"
"44258","-0.1941","1093"
"44259","3.18538","1292"
"44260","-3.68472","743"
"44261","-0.39602","646"
"44262","1.32912","733"
"44263","-9.62224","1190"
"44264","0.6015","152"
"44265","0.4602","67"
"44266","0.2762","773"
"44267","0.1877","97"
"44268","0.08466","150"
"44269","-0.28638","445"
"44270","-4.76342","262"
"44271","1.23122","976"
"44272","-8.05664","1561"
"44273","-3.43696","1436"
"44274","-9.0514","968"
"44275","-2.32824","334"
"44276","0.46264","1767"
"44277","-10.7538","1580"
"44278","-8.36174","824"
"44279","-0.31324","928"
"44280","-3.6349","1080"
"44281","0.2003","1019"
"44282","-5.14844","562"
"44283","-0.86744","1470"
"44284","-3.8896","754"
"44285","-0.5299","701"
"44286","-2.8152","367"
"44287","-5.24144","586"
"44288","-1.7327","448"
"44289","-3.26382","652"
"44290","3.18214","808"
"44291","-1.4767","1467"
"44292","-10.16642","1584"
"44293","-4.52376","1352"
"44294","-0.0682599999999999","732"
"44295","0.00628000000000003","532"
"44296","-5.2501","678"
"44297","-0.9057","425"
"44298","1.60272","514"
"44299","2.15884","972"
"44300","-5.61426","802"
"44301","0.60338","311"
"44302","-1.8472","238"
"44303","-2.233","312"
"44304","-1.50234","231"
"44305","-0.9106","198"
"44306","0.8089","236"
"44307","-4.9854","377"
"44308","-12.2876","1292"
"44309","-1.23564","370"
"44310","-0.89534","176"
"44311","-6.08734","464"
"44312","-6.90318","785"
