"id","qdap_value_ampl","qdap_nword"
"55504","-2.54468","1047"
"55505","-20.897","1431"
"55506","-6.27766","1700"
"55507","0.5173","640"
"55508","1.71972","650"
"55509","-0.0146999999999999","231"
"55510","-2.70882","430"
"55511","-0.7849","471"
"55512","-6.75038","782"
"55513","-2.44936","1177"
"55514","2.1312","573"
"55515","3.50226","1816"
"55516","-0.26094","1156"
"55517","-5.1612","1154"
"55518","-2.12814","757"
"55519","-5.49604","1193"
"55520","-2.59426","986"
"55521","0.75812","1133"
"55522","-6.42524","1141"
"55523","0.85032","331"
"55524","-2.32748","393"
"55525","-1.2752","551"
"55526","0.9346","299"
"55527","2.9292","621"
"55528","-2.69254","1661"
"55529","-7.20834","1525"
"55530","0.4518","1136"
"55531","-3.0036","2025"
"55532","-7.72974","1156"
"55533","-5.01238","828"
"55534","0.76182","731"
"55535","1.35906","2271"
"55536","0.7543","1222"
"55537","-7.63062","1385"
