"id","qdap_value_ampl","qdap_nword"
"50924","-10.25968","4530"
"50925","-8.55304","1394"
"50926","-9.4438","2179"
"50927","-2.30892","1129"
"50928","-4.5086","1126"
"50929","-3.15576","1522"
"50930","-2.68384","654"
"50931","-2.03704","779"
"50932","-5.36588","372"
"50933","0.1863","533"
"50934","-8.90236","2376"
"50935","0.7629","712"
"50936","3.83544","1574"
"50937","-1.4736","902"
"50938","0.9326","413"
"50939","-4.8156","1526"
"50940","-2.53568","1152"
"50941","3.82448","1485"
"50942","-4.20296","752"
"50943","-6.32064","1477"
"50944","-0.73748","1215"
"50945","-1.52416","1396"
"50946","-2.401","724"
"50947","-5.87026","1058"
