"id","qdap_value_ampl","qdap_nword"
"27937","-6.39058","2034"
"27938","-12.83954","1352"
"27939","-0.45208","251"
"27940","0.6992","203"
"27941","1.6643","334"
"27942","-2.45674","269"
"27943","-3.99548","657"
"27944","-1.87584","758"
"27945","-2.06104","198"
"27946","-3.4697","478"
"27947","-10.77288","1711"
"27948","-1.953","247"
"27949","-6.33968","1055"
"27950","-0.9616","970"
"27951","-5.26256","1373"
"27952","0.835","275"
"27953","-5.41198","897"
"27954","-5.391","5010"
"27955","1.68762","1543"
"27956","-2.22378","985"
"27957","-0.6391","152"
"27958","0.4506","125"
"27959","1.71444","871"
"27960","-1.74624","287"
"27961","-0.90086","416"
"27962","-5.63646","1188"
"27963","-1.9858","127"
"27964","-0.7405","542"
"27965","-0.77816","692"
"27966","-1.6908","843"
"27967","2.25728","490"
"27968","-3.8","306"
"27969","0.1727","435"
"27970","-2.07294","327"
"27971","-2.07314","398"
"27972","-7.25286","1082"
"27973","0.3904","190"
"27974","-4.63852","1982"
"27975","-1.0006","172"
"27976","-0.41652","894"
"27977","-0.2596","72"
