"id","qdap_value","qdap_neg","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"51910","2.7665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51911","-3.3411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51912","-4.7968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51913","-4.1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51914","-0.0565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51915","-3.1528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51916","-7.9606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51917","-3.5321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51918","3.6147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51919","-5.5966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51920","-1.4902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51921","-4.3235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51922","0.6737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51923","1.7007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51924","-0.1224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51925","-1.6901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51926","-2.0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51927","-9.7449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51928","-2.8621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51929","-2.2824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51930","-6.5811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51931","4.6329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51932","3.3304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51933","-5.8356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51934","-3.1629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51935","-2.4272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51936","-2.3355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51937","-6.9588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51938","-2.4502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51939","-2.8862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51940","0.2812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
