"id","qdap_value","qdap_neg","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"42819","0.3581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42820","-1.496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42821","-0.6672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42822","-0.3313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42823","3.1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42824","-0.4069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42825","1.8393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42826","2.1657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42827","0.267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42828","1.0721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42829","0.3946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42830","-13.1707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42831","0.2557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42832","-1.9051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42833","-15.9305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42834","0.3932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42835","4.8849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42836","-1.8176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42837","0.3222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42838","-4.4484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42839","-0.7191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42840","4.429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42841","1.1178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42842","-4.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42843","-2.5965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42844","-1.0784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42845","0.2464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42846","-0.1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42847","-2.3181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42848","-4.0579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42849","-0.6939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42850","4.1613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42851","0.1209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42852","-5.9351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42853","-0.7657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42854","1.6431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42855","-3.4532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42856","0.2049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42857","-0.8509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42858","1.1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42859","-0.000799999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42860","-1.921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42861","-0.9633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42862","-0.0198000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42863","-0.8956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42864","0.7194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42865","0.6284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42866","-9.7761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42867","-6.279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42868","0.4298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42869","-1.6399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42870","-0.8768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42871","-1.9782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42872","-1.696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
