"title","number","date","keywords","link"
"Die Pille und das Nashorn","1998.23.17809","1899-12-31","Politik, , Medien, Antike, Chemie, Feminismus, Frauenbewegung, Geschlechterkampf, Körper, Monika Maron, Pfizer, Psyche, Viagra","http://www.zeit.de/1998/23/199823.maron.xml"
"Die Industrie dichtet Transportbehälter für Atommüll mit Heimwerkermethoden ab","1998.23.17810","1998-05-28","Politik, , Wasser, Umweltschutz, Umwelt, Forschung, Forschung, Abwasser, Toilette, Wasser, Umweltschutz, Umwelt, Natur und Technik, Forschung, Abwasser, Greenpeace, Kondom, Frankreich","http://www.zeit.de/1998/23/atom2.txt.19980528.xml"
"Der Bart ist ab","1998.23.17811","1998-05-28","Länderspiegel, , Krüger, Thomas Krüger, SPD, CSU, DDR, Documenta, Galerie, PDS, Volkskammer, Kuba, Berlin, Bayern, Bonn, Chiemsee, Ostberlin, Thüringen","http://www.zeit.de/1998/23/Der_Bart_ist_ab"
NA,"1998.23.17812","1998-05-28","Politik, , Geschichte, Mark Wahlberg, Schauspieler, Film, Konzert, Gefängnis, Make-up, Popstar, Pornografie, Promotion, Schlägerei, USA, Boston","http://www.zeit.de/1998/23/marky.txt.19980528.xml"
"Lieber Freund","1998.23.17813","1998-05-28","Politik, , Helmut Kohl, Kurt Biedenkopf, CDU, Oskar Lafontaine, Bundespräsident, Freundschaft, Suharto, Urheberrecht, Wahl, Sachsen","http://www.zeit.de/1998/23/Lieber_Freund"
"Worte der Woche","1998.23.17814","1998-05-28","Politik, , FDP, CDU, CSU, Helmut Kohl, Theo Waigel, Johannes Rau, Otto Graf Lambsdorff, Bundeskanzler, Bundestagswahl, Liberalismus, Ministerpräsident, Opposition, Verfassung, Nordrhein-Westfalen","http://www.zeit.de/1998/23/wowos.txt.19980528.xml"
"Ehrlich. Ganz ehrlich","1998.23.17815","1998-05-28","Politik, , FDP, Johannes Rau, Grüne, Guido Westerwelle, Hans-Hermann Tiedje, SPD, Wolfgang Schäuble, Bundespräsident, Opfer, PDS, Republik, Schiff, Traum, Wahlkampf","http://www.zeit.de/1998/23/Ehrlich_Ganz_ehrlich"
"Glatzenrhetorik","1998.23.17816","1998-05-28","Politik, , DVU, Botschaft, Landtag, PDS, Presse, Sachsen-Anhalt, Weimar","http://www.zeit.de/1998/23/Glatzenrhetorik"
"Nur noch ein Mann auf Abruf","1998.23.17817","1899-12-31","Politik, , Hans-Olaf Henkel, Henkel, Bernhard Servatius, CDU, Axel Springer AG, Bundesverband der Deutschen Industrie, Heinrich Weiss, Jürgen Richter, Klaus Murmann, Europa","http://www.zeit.de/1998/23/199823.henkel-nachfolge.xml"
"Das neue Asien","1998.23.17818","1998-05-28","Politik, , Suhartosende, Asien, Ralf Dahrendorf, Bill Clinton, Zhu Rongji, Benzinpreis, Chiang Kai-shek, China, Indonesien, Kapitalismus, Lincoln, Newsweek, Südkorea, tTokyo, Unsterblichkeit, Volkswirtschaft, Yuan, Hongkong, Philippinen, Sowjetunion, Taiwan, USA, Peking, Europa","http://www.zeit.de/1998/23/Das_neue_Asien"
"Große Koalition der Verweigerer","1998.23.17819","1998-05-28","Politik, , Norbert Blüm, Oskar Lafontaine, SPD, Willy Brandt, Kurt Georg Kiesinger, Arbeitsminister, Bundestag, PDS, Regierungswechsel, Reinhard Höppner, Thomas Schmid, Volksparteien, Hamburg, Saarbrücken","http://www.zeit.de/1998/23/Grosse_Koalition_der_Verweigerer"
