"id","qdap_value_ampl","qdap_nword"
"52790","-5.59844","1507"
"52791","2.25532","881"
"52792","-1.87828","812"
"52793","-6.3731","2168"
"52794","-6.20022","1995"
"52795","-1.87914","373"
"52796","-10.38612","2244"
"52797","-4.91336","682"
"52798","-7.26212","1821"
"52799","1.05984","759"
"52800","-4.4772","467"
"52801","-0.1105","821"
"52802","2.02118","1114"
"52803","2.05294","3092"
"52804","1.8464","311"
"52805","-0.69648","924"
"52806","3.7198","1825"
"52807","-5.73866","1487"
"52808","-7.44222","1350"
"52809","-12.48266","1662"
"52810","-2.05056","1601"
"52811","-10.55694","1556"
"52812","1.49472","254"
"52813","-24.07554","3252"
"52814","-2.05716","1462"
"52815","-3.90694","4795"
"52816","8.75782","3188"
"52817","-3.36286","1232"
"52818","-2.8546","1271"
"52819","-4.30092","789"
"52820","3.98666","1431"
