"id","qdap_value_ampl","qdap_nword"
"27534","-6.91216","611"
"27535","-2.30018","969"
"27536","NaN","2579"
"27537","0.7808","196"
"27538","-1.96448","1094"
"27539","-0.6223","421"
"27540","0.0515399999999999","429"
"27541","-1.57592","892"
"27542","0.0618999999999997","1674"
"27543","-2.51666","424"
"27544","0.78974","190"
"27545","0.00410000000000005","183"
"27546","-5.99104","1524"
"27547","-3.87556","1291"
"27548","-7.98182","1931"
"27549","-32.29846","5840"
"27550","-6.55022","1373"
"27551","-0.99744","200"
"27552","-11.25388","2414"
"27553","0.05976","235"
"27554","-1.90252","311"
"27555","-3.3178","805"
"27556","-4.63536","874"
"27557","-1.573","197"
"27558","0.79786","1950"
"27559","0.55878","133"
"27560","-6.11954","2089"
"27561","-3.00074","643"
"27562","0.11368","1109"
"27563","-10.31008","1682"
"27564","-0.39606","697"
"27565","-8.83018","470"
"27566","1.4811","450"
"27567","0.1126","204"
"27568","0.05112","911"
"27569","-1.88502","228"
"27570","-0.86638","337"
"27571","-1.5802","1357"
"27572","-0.3682","197"
"27573","-3.36778","1263"
"27574","-4.44332","713"
