"id","qdap_value_ampl","qdap_nword"
"41574","-6.04362","1925"
"41575","-2.4432","1426"
"41576","0.15976","333"
"41577","0.46006","237"
"41578","-0.1785","230"
"41579","0.3003","207"
"41580","-4.07326","791"
"41581","-2.32588","439"
"41582","-2.35672","1012"
"41583","-1.0932","1390"
"41584","0.5079","61"
"41585","-4.04276","1037"
"41586","0.012","92"
"41587","-5.57854","672"
"41588","-6.00994","1506"
"41589","1.9415","568"
"41590","-5.07256","1002"
"41591","-5.79234","1465"
"41592","-0.333","153"
"41593","-0.5254","221"
"41594","-2.65704","929"
"41595","-4.4281","1309"
"41596","-3.22116","753"
"41597","-1.15712","339"
"41598","-0.3032","280"
"41599","-4.45014","995"
"41600","1.6087","1461"
"41601","0.89376","271"
"41602","-4.3186","1746"
"41603","-0.6953","263"
"41604","-23.76378","3184"
"41605","-7.77154","1378"
"41606","-29.77898","6355"
"41607","-6.99956","566"
"41608","-7.32466","676"
"41609","-2.69394","1106"
"41610","-0.89684","279"
"41611","-4.96012","314"
"41612","-1.75344","573"
"41613","1.76584","850"
"41614","-2.88008","1212"
"41615","-2.6636","681"
"41616","-0.16538","1018"
"41617","-5.77958","686"
"41618","-5.27964","561"
"41619","-0.98738","503"
"41620","-0.8319","491"
"41621","-7.55958","628"
"41622","-0.4704","610"
"41623","-4.3658","942"
"41624","-2.7709","187"
"41625","-4.62294","433"
"41626","-2.55584","524"
"41627","-1.3164","877"
"41628","-2.3195","546"
"41629","-1.5199","707"
"41630","-6.2066","644"
"41631","-2.4798","202"
"41632","-1.5012","719"
"41633","7.92908","1064"
"41634","-0.4283","160"
"41635","-1.5062","155"
"41636","-7.444","1895"
"41637","0.7597","976"
"41638","-3.48894","1175"
"41639","-11.41838","1885"
"41640","-0.51384","163"
"41641","0.23342","202"
"41642","2.84044","1608"
"41643","-5.95748","607"
"41644","0.0249399999999999","852"
"41645","1.19184","174"
"41646","-4.09996","1077"
"41647","0.2904","394"
"41648","-3.86824","616"
