"id","qdap_value_ampl","qdap_nword"
"51700","-20.50748","3781"
"51701","-0.76656","1185"
"51702","-0.94838","540"
"51703","-4.7488","1498"
"51704","-0.0605599999999996","1597"
"51705","-4.21208","527"
"51706","-6.07914","778"
"51707","-3.08936","1778"
"51708","-3.7353","1418"
"51709","-3.2701","1258"
"51710","-1.99742","1490"
"51711","-4.75416","932"
"51712","-1.90768","1158"
"51713","-6.37564","745"
"51714","2.98444","1721"
"51715","-4.31846","1495"
"51716","-6.35754","441"
"51717","-2.8186","771"
"51718","-0.72908","1813"
"51719","2.0719","1382"
"51720","-1.18872","1641"
"51721","0.1501","824"
"51722","1.0978","758"
"51723","-5.5627","1139"
"51724","-9.28712","1051"
"51725","-5.38174","1097"
"51726","-10.85976","2007"
"51727","1.7032","860"
"51728","0.3457","1461"
"51729","-5.8149","960"
"51730","-1.82218","806"
