"id","qdap_value_ampl","qdap_nword"
"45399","-2.0383","249"
"45400","-7.80416","1324"
"45401","1.99048","1803"
"45402","-11.05336","2519"
"45403","-1.2492","476"
"45404","-4.90658","1339"
"45405","1.82338","1410"
"45406","-1.61354","777"
"45407","-4.26776","2368"
"45408","0.28746","1764"
"45409","1.4095","981"
"45410","0","6"
"45411","-0.0081","15"
"45412","0","29"
"45413","-0.7968","188"
"45414","0","250"
"45415","-0.8442","251"
"45416","-0.0048","16"
"45417","-1.65262","450"
"45418","0","8"
"45419","0","8"
"45420","-0.7583","724"
"45421","0.3708","156"
"45422","0","9"
"45423","-0.63","613"
"45424","-4.00058","659"
"45425","-5.07372","952"
"45426","1.4115","795"
"45427","-1.91624","719"
"45428","-2.457","525"
"45429","1.3665","505"
"45430","-0.30982","675"
"45431","-1.401","271"
"45432","-1.401","271"
"45433","0.004","27"
"45434","-3.88846","2224"
"45435","0.93834","767"
"45436","0.2483","626"
"45437","-4.79814","1077"
"45438","-1.8487","316"
"45439","-1.42804","456"
"45440","-7.33332","4084"
"45441","-5.36862","1476"
"45442","-1.14722","1663"
"45443","-2.79234","820"
"45444","-5.86356","810"
"45445","-2.64008","1147"
"45446","-3.37608","480"
"45447","-0.78774","473"
"45448","-2.8162","1133"
