"id","qdap_value_ampl","qdap_nword"
"57731","-6.618","1367"
"57732","-4.4496","563"
"57733","0.75488","989"
"57734","3.8213","2458"
"57735","-4.0151","575"
"57736","-0.7826","231"
"57737","-17.68254","2481"
"57738","-0.7818","350"
"57739","-9.28928","1818"
"57740","-2.49734","1896"
"57741","0.05728","212"
"57742","-7.83526","1315"
"57743","0.31266","835"
"57744","-1.23042","832"
"57745","-8.65914","996"
"57746","1.03402","1344"
"57747","0.3755","354"
"57748","-2.64826","1613"
"57749","-6.01638","545"
"57750","-1.71814","540"
"57751","-5.5932","1664"
"57752","-1.84522","978"
"57753","2.58278","2318"
"57754","-1.56764","404"
"57755","3.97792","1287"
"57756","-6.73404","772"
"57757","-1.09256","804"
"57758","0.25532","329"
"57759","-8.56134","5138"
"57760","-8.63644","3099"
"57761","-2.7222","1119"
