"id","Inflation","InflationMutationen"
"28609","0","0"
"28610","0","0"
"28611","0","0"
"28612","1","1"
"28613","0","0"
"28614","0","0"
"28615","0","0"
"28616","0","0"
"28617","0","0"
"28618","0","0"
"28619","1","1"
"28620","0","0"
"28621","1","1"
"28622","0","0"
"28623","0","0"
"28624","0","0"
"28625","0","0"
"28626","0","0"
"28627","0","0"
"28628","0","0"
"28629","0","0"
"28630","0","0"
"28631","0","0"
"28632","0","0"
"28633","0","0"
"28634","0","0"
"28635","0","0"
"28636","0","0"
"28637","0","0"
"28638","1","1"
"28639","0","0"
"28640","1","1"
"28641","0","0"
"28642","0","0"
"28643","0","0"
"28644","0","0"
"28645","0","0"
"28646","0","0"
"28647","0","0"
"28648","1","1"
"28649","0","0"
"28650","0","0"
"28651","0","0"
