"id","qdap_value_ampl","qdap_nword"
"30361","-0.8379","265"
"30362","0.3318","220"
"30363","-13.81694","1699"
"30364","0.98666","769"
"30365","3.48908","1313"
"30366","-4.6082","224"
"30367","-8.56616","1399"
"30368","-3.38162","1432"
"30369","-5.30586","1437"
"30370","-4.62098","1601"
"30371","-2.6109","242"
"30372","-4.44202","872"
"30373","-2.5351","1590"
"30374","-0.7598","465"
"30375","NaN","2452"
"30376","-2.12702","607"
"30377","-3.92228","1225"
"30378","-0.1351","269"
"30379","1.1036","229"
"30380","-4.55956","1445"
"30381","2.0299","1335"
"30382","-2.2444","351"
"30383","-3.51416","2113"
"30384","-5.38384","634"
"30385","0.0088","122"
"30386","-0.42554","1024"
"30387","-1.79058","952"
"30388","NaN","5672"
"30389","-0.8551","437"
"30390","-0.9539","1185"
"30391","-3.4276","301"
"30392","-0.32476","1482"
"30393","-2.76628","1727"
"30394","-0.55096","262"
"30395","0.29688","351"
"30396","-4.69606","554"
"30397","0.7037","109"
"30398","0.78192","1454"
"30399","-0.70058","901"
"30400","-1.76874","1123"
"30401","5.33104","1890"
"30402","0.00224","104"
"30403","0.67708","523"
"30404","-4.51602","1679"
"30405","-0.8393","143"
"30406","1.5253","182"
"30407","-6.13604","1422"
"30408","0.6807","463"
"30409","-2.85796","670"
"30410","-2.56674","950"
"30411","-0.7906","262"
