"id","qdap_value_ampl","qdap_nword"
"28523","-2.1859","179"
"28524","-0.46388","177"
"28525","0.67526","655"
"28526","-0.1294","650"
"28527","-5.0635","1018"
"28528","-14.25942","1437"
"28529","0.6477","449"
"28530","-1.97998","328"
"28531","-0.16212","867"
"28532","-1.1168","215"
"28533","-1.46736","1550"
"28534","-2.18988","358"
"28535","-2.87552","2077"
"28536","-5.48996","570"
"28537","-0.4799","286"
"28538","3.2406","976"
"28539","-1.36122","152"
"28540","-9.44516","1671"
"28541","0.5603","348"
"28542","-0.7069","158"
"28543","-3.62484","633"
"28544","-2.7311","4697"
"28545","-4.57396","1820"
"28546","0.52252","197"
"28547","4.28772","1413"
"28548","-0.3752","189"
"28549","-0.5592","211"
"28550","1.32444","1135"
"28551","-0.4715","213"
"28552","-1.3559","545"
"28553","0.9646","169"
"28554","-0.3837","504"
"28555","-1.1495","381"
"28556","-1.96144","412"
"28557","-3.19564","359"
"28558","1.1842","860"
"28559","-1.37776","159"
"28560","-0.00399999999999995","164"
"28561","-10.94656","2288"
"28562","-0.42168","1188"
"28563","-1.51342","1590"
"28564","-2.80688","1240"
