"id","qdap_value_ampl","qdap_nword"
"51806","-14.18512","1175"
"51807","-6.50006","900"
"51808","0.77","772"
"51809","-4.98078","1514"
"51810","-1.59772","842"
"51811","-4.58048","1610"
"51812","1.87628","883"
"51813","-3.7675","2083"
"51814","-4.25606","1326"
"51815","-10.49654","1726"
"51816","-1.03414","958"
"51817","-4.26754","1044"
"51818","1.0873","1104"
"51819","-2.08822","216"
"51820","-5.02292","795"
"51821","0.00753999999999982","711"
"51822","-0.00654000000000009","455"
"51823","-8.9964","1897"
"51824","-1.3279","665"
"51825","-5.81756","1275"
"51826","-16.02158","2010"
"51827","0.4277","590"
"51828","-3.11032","402"
"51829","-5.17356","613"
"51830","-1.86172","1697"
"51831","0.89996","1758"
"51832","-0.10958","580"
"51833","-5.17928","1201"
"51834","-0.8001","203"
"51835","0.88358","1337"
"51836","-7.6141","1162"
"51837","-5.43232","1399"
"51838","0.32808","1210"
