"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",43.5375423216907,95.05,6.59829844139311,97,125,0.124518015343539
"MT.de",43.1517425829178,86.35,6.56899859818206,96,97,0.00804443345863604
"MT.presence",35.3244609671408,94.34,5.94343848013428,81,122,0.11085515094485
"MT.future",68.9837751372313,96.83,8.30564718352708,123,129,0.931809451990014
"MT.climate",52.3037565929416,101.16,7.23213361276889,104,135,0.14689222730848
"MT.de.present",55.9815511207539,90.4,7.48208200441253,109,108,0.0147017188137567
"MT.de.future",22.372980658916,75.97,4.73000852630479,49,60,0.36918040886741
"MT.de.climate",36.7528638444434,86.16,6.06241402779812,87,96,0.0118867597938809
"MT.currency",35.196188972082,82.94,5.93263760667058,80,87,0.0282138984257622
"MT.taxation",23.2975864807039,67.88,4.82675734636659,51,20,0.585861217148625
"MT.cycle",25.4189372540927,77.74,5.04171967230356,55,67,0.749348496150383
"MT.labor",25.4363283509758,75.27,5.04344409614856,56,58,0.089563742455828
"MT.budget",33.4481185219256,91.99,5.78343483770031,71,113,0.476925037445062
"MT.de.taxation",19.3198482713203,67.61,4.39543493539836,28,18,0.530002906344152
"MT.de.cycle",57.5119628322735,88.65,7.58366420882897,115,104,0.406785060933536
"MT.de.labor",33.5735702108256,75.15,5.79427046407273,73,57,0.024297566445142
"MT.de.budget",33.453490207105,81.28,5.78389922172793,72,77,0.318159670132174
"DMT.all",34.553884598732,84.32,5.87825523422826,77,90,0.136368443684048
"DMT.future",35.9782562994372,82.08,5.99818775126597,84,84,0.307304567793201
"DMT.presence",31.9464604470933,81.08,5.65211999581514,70,76,0.0870691689323708
"DMT.climate",36.3483888960628,85.17,6.02896250577682,86,93,0.142657409915958
"DMT.de",15.3986478598169,68.09,3.92411109167629,5,23,0.161784640935808
"DMT.de.future",22.4902448413338,71.53,4.74238809476131,50,42,0.0984788880474272
"DMT.de.present",14.6430129216371,66.83,3.82661899352903,4,14,0.339408097468445
"DMT.de.climate",20.4184612030299,73.81,4.51867914362482,38,52,0.664466887650287
"DMT.budget",16.786586454652,65.29,4.0971436946551,16,7,0.103243026499151
"DMT.currency",26.7220951311129,78.83,5.16934184699686,59,70,0.839951653750999
"DMT.labor",13.3700720459857,66.05,3.65651091150918,1,12,0.157098137647194
"DMT.cycle",19.1917011462823,70.63,4.38083338490319,27,37,0.0239824843224583
"DMT.taxation",17.5869083426714,70.61,4.19367480173074,19,36,0.152306928904243
"DMT.de.budget",16.1517256877026,64.57,4.01892096061898,9,5,0.0995393833558041
"DMT.de.labor",15.8432658206685,66.03,3.98036001143974,6,11,0.110310460341462
"DMT.de.cycle",24.2184671225699,74.39,4.92122618079782,53,54,0.0311036567947887
"DMT.de.taxation",17.9880896978857,71.88,4.2412368122855,22,43,0.407682874115406
