"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",884.002223979514,90.4285714285714,29.7321748948763,144,117,0.34810506759664
"MT.de",914.9256856058,79.2571428571429,30.2477385205208,155,61,0.748378482868374
"MT.presence",924.338379286927,99.8190476190476,30.4029337282922,159,139,0.468333717871139
"MT.future",825.505263341583,89.352380952381,28.7316073922359,105,114,0.119116216512882
"MT.climate",886.674785443986,92.3428571428571,29.777084905074,145,123,0.445246752502904
"MT.de.present",873.12727929044,81.647619047619,29.5487272025453,136,75,0.0994530220709201
"MT.de.future",900.394176961207,84.5619047619048,30.0065688968467,151,90,0.83748784565008
"MT.de.climate",916.243644070724,80.5714285714286,30.2695167465674,156,66,0.744043145487538
"MT.currency",852.803624666797,81.5619047619048,29.2028016578341,119,74,0.0563030861609169
"MT.taxation",864.985218091233,73.4666666666667,29.4106310386437,123,30,0.153365960595977
"MT.cycle",737.896637908961,74.7047619047619,27.164252942221,87,40,0.110167568101935
"MT.labor",849.45403472383,61.1619047619048,29.1453947429749,115,1,0.138549704316806
"MT.budget",866.504401601817,87.5047619047619,29.4364468236541,125,107,0.250407554915708
"MT.de.taxation",849.744903272092,67.8761904761905,29.1503842731463,116,8,0.187421366038481
"MT.de.cycle",852.303942346999,86.2190476190476,29.194245021014,118,100,0.118730718901121
"MT.de.labor",847.042678153174,63.2666666666667,29.1039976318233,113,2,0.0964248524561839
"MT.de.budget",901.476293555209,74.5428571428571,30.0245948108415,152,37,0.747689812545385
"DMT.all",874.258083777597,74.8380952380952,29.5678555830077,138,41,0.34036998355806
"DMT.future",883.430888245638,69.8285714285714,29.7225653039175,142,15,0.829096680856556
"DMT.presence",867.573733595952,74.5809523809524,29.4546046246754,127,38,0.021453907729858
"DMT.climate",870.245222718943,68.8952380952381,29.4999190290235,133,11,0.574903204692379
"DMT.de",862.509666218527,67.1428571428571,29.3685148793487,122,6,0.0907156288789055
"DMT.de.future",883.853266274642,71.1333333333333,29.7296697976053,143,18,0.823402671481611
"DMT.de.present",812.856594175845,66.3809523809524,28.5106400169453,102,3,0.125306693736003
"DMT.de.climate",868.18763511956,69.3904761904762,29.4650239287118,129,13,0.435752134767363
"DMT.budget",824.648494088921,72.4,28.7166936482758,103,24,0.135882252057148
"DMT.currency",862.328172645069,71.3047619047619,29.3654247823026,121,20,0.145926131909707
"DMT.labor",867.856554593466,74.6666666666667,29.4594051975505,128,39,0.282595385203299
"DMT.cycle",876.662575733111,70.3619047619048,29.6084882378873,139,16,0.72739298061086
"DMT.taxation",861.747312571668,74.1904761904762,29.3555329124114,120,36,0.134040277221871
"DMT.de.budget",845.315112301835,73.2,29.0743032986491,112,27,0.126767264064786
"DMT.de.labor",869.174876423584,75.0761904761905,29.4817719349361,130,44,0.602422882557842
"DMT.de.cycle",903.978024927538,86.4285714285714,30.0662273145058,153,101,0.300988148535011
"DMT.de.taxation",847.256567668555,74.8761904761905,29.1076719726699,114,42,0.131989611213433
