,RWort,RWort_sc
2000/01,4.505806452,0.021539546
2000/02,4.605697151,0.023023681
2000/03,5.333333333,0.028596701
2000/04,4.314492754,0.022827151
2000/05,4.994075049,0.027060704
2000/06,3.794202899,0.017046822
2000/07,4.702087287,0.022971877
2000/08,2.856630824,0.012172887
2000/09,3.345390071,0.015039249
2000/10,5.117419355,0.027183877
2000/11,5.65170068,0.023393476
2000/12,8.641055718,0.052312539
2001/01,17.79784946,0.086383015
2001/02,14.61168831,0.06729873
2001/03,15.32258065,0.070687182
2001/04,14.6039548,0.081013818
2001/05,9.388248848,0.048872044
2001/06,9.778571429,0.052981128
2001/07,10.77753059,0.06761675
2001/08,12.46889401,0.07341459
2001/09,26.44971751,0.148794458
2001/10,31.06451613,0.168640802
2001/11,28.2,0.154918429
2001/12,25.91485986,0.180107422
2002/01,21.25806452,0.125271834
2002/02,17.66931217,0.098303046
2002/03,14.27227993,0.085532698
2002/04,10.5480226,0.065173855
2002/05,7.485511208,0.046749684
2002/06,7.178947368,0.038512314
2002/07,8.279387644,0.058900047
2002/08,14.86250661,0.110619593
2002/09,12.58070175,0.096539377
2002/10,13.27710206,0.09554676
2002/11,8.257471264,0.05904599
2002/12,8.905707196,0.076948692
2003/01,8.797235023,0.052975159
2003/02,10.55952381,0.081247814
2003/03,10.3214683,0.073487209
2003/04,7.374358974,0.065215466
2003/05,9.53046595,0.079457944
2003/06,6.925170068,0.066903511
2003/07,7.067096774,0.04182549
2003/08,7.779671333,0.062115016
2003/09,8.397484277,0.050202768
2003/10,6.191066998,0.036424149
2003/11,5.944444444,0.042562476
2003/12,4.489247312,0.039406897
2004/01,4.85483871,0.035861035
2004/02,3.653605016,0.021000624
2004/03,3.474262183,0.025080207
2004/04,3.688888889,0.025682764
2004/05,2.729312763,0.017539633
2004/06,3.144715447,0.022334739
2004/07,3.097460535,0.017236634
2004/08,2.674984784,0.013417359
2004/09,3.946376812,0.03134231
2004/10,4.7771261,0.034610808
2004/11,3.953741497,0.023499363
2004/12,4.093482554,0.036479022
2005/01,3.054907344,0.022373974
2005/02,4.815079365,0.029035188
2005/03,3.986803519,0.020180562
2005/04,3.560606061,0.024776381
2005/05,3.115835777,0.022893573
2005/06,3.994202899,0.033405346
2005/07,3.608870968,0.023611438
2005/08,3.692204301,0.021939694
2005/09,3.454545455,0.019273499
2005/10,2.564102564,0.016363099
2005/11,2.566666667,0.017344501
2005/12,3.212365591,0.028113673
2006/01,3.108624095,0.014264673
2006/02,2.246753247,0.008739928
2006/03,2.339084771,0.019103627
2006/04,2.857364341,0.020830253
2006/05,2.215053763,0.011877696
2006/06,2.333333333,0.014863063
2006/07,2.560236998,0.018946604
2006/08,4.709044908,0.040600283
2006/09,4.258490566,0.029348746
2006/10,3.144516129,0.022112189
2006/11,3.733333333,0.029767803
2006/12,4.63314358,0.036176756
2007/01,2.623884695,0.014765197
2007/02,3.285714286,0.021663402
2007/03,5.246236559,0.038328687
2007/04,2.966666667,0.02417999
2007/05,2.715412186,0.02404135
2007/06,1.685714286,0.012256989
2007/07,2.683154122,0.016500245
2007/08,5.71483871,0.044970168
2007/09,10.62727273,0.082764066
2007/10,8.039296188,0.058579171
2007/11,9.874011299,0.062943489
2007/12,13.15090213,0.103857219
2008/01,33.10259122,0.20762434
2008/02,20.75862069,0.146777797
2008/03,16.58709677,0.121389616
2008/04,19.27471264,0.124488377
2008/05,13.81221198,0.085999894
2008/06,11.84561404,0.076417195
2008/07,12.87507331,0.093159662
2008/08,17.75483871,0.141297997
2008/09,19.40169492,0.116802934
2008/10,50.61290323,0.269610766
2008/11,69.6,0.401271111
2008/12,64.93333333,0.414253366
2009/01,59.51930196,0.375204619
2009/02,58.32142857,0.378090745
2009/03,49.74193548,0.300630816
2009/04,45.94632768,0.32390075
2009/05,38.19247312,0.286226085
2009/06,34.64293785,0.234182366
2009/07,40.4516129,0.284495771
2009/08,39.35483871,0.296547525
2009/09,29.53333333,0.20201103
2009/10,24.70860215,0.183747523
2009/11,26.83333333,0.183249277
2009/12,20.51046972,0.17170118
2010/01,20.02351011,0.164998823
2010/02,19.31168831,0.108309122
2010/03,18.41878891,0.117748501
2010/04,19.1045977,0.133741573
2010/05,15.60780985,0.138953622
2010/06,16.86666667,0.117733865
2010/07,19.60860215,0.165186668
2010/08,19.55913978,0.151500569
2010/09,19.16666667,0.161234135
2010/10,12.82795699,0.107523562
2010/11,10.45151515,0.073816618
2010/12,9.800889878,0.096369762
2011/01,10.3403782,0.079538078
2011/02,7.797112462,0.063870269
2011/03,10.47497219,0.086555651
2011/04,9.125925926,0.063531194
2011/05,9.331479422,0.073184541
2011/06,9.769047619,0.083149923
2011/07,8.527252503,0.083366687
2011/08,23.50978318,0.162760709
2011/09,26.5,0.183959496
2011/10,19.32258065,0.147200307
2011/11,22.83333333,0.131076633
2011/12,21.83870968,0.145024367
2012/01,20.18032787,0.1370018
2012/02,17.80641258,0.11544197
2012/03,11.37334744,0.060204029
2012/04,12.50175439,0.071895568
2012/05,16.36118456,0.099516455
2012/06,16.26666667,0.09557182
2012/07,17.48387097,0.126021212
2012/08,17.70967742,0.114897586
2012/09,15.50282486,0.090901533
2012/10,19.82971973,0.125717004
2012/11,21.8,0.156316545
2012/12,17.82760444,0.148961095
2013/01,13.90322581,0.105861614
2013/02,12.82142857,0.08794074
2013/03,12.96774194,0.083194317
2013/04,14.23333333,0.083935866
2013/05,14.78494624,0.083568385
2013/06,11.7559322,0.073034658
2013/07,15.09677419,0.096714032
2013/08,13.13832695,0.080236504
2013/09,11.38911565,0.068178982
2013/10,11.22580645,0.077388042
2013/11,10.13333333,0.056380081
2013/12,8.870967742,0.072353084
2014/01,7.806451613,0.050118149
2014/02,6.75,0.044731337
2014/03,6.967741935,0.051695667
2014/04,7,0.067301308
2014/05,NA,NA
2014/06,NA,NA
2014/07,NA,NA
2014/08,NA,NA
2014/09,NA,NA
2014/10,NA,NA
