,x
1,anti
2,kein
3,keine
4,keinem
5,keinen
6,keiner
7,keines
8,keinesfalls
9,keineswegs
10,nicht
11,nichts
12,nie
13,niemals
14,niente
15,nirgendwo
16,nirgendwoher
17,nirgendwohin
18,nix
19,null
20,ohne
22,Anti
23,Kein
24,Keine
25,Keinem
26,Keinen
27,Keiner
28,Keines
29,Keinesfalls
30,Keineswegs
31,Nicht
32,Nichts
33,Nie
34,Niemals
35,Niente
36,Nirgendwo
37,Nirgendwoher
38,Nirgendwohin
39,Nix
40,Null
41,Ohne
