"","X2005.11.22","X2006.01.24","X2006.02.20","X2006.03.20","X2006.04.24","X2006.05.24","X2006.06.21","X2006.07.21","X2006.08.22","X2006.09.20","X2006.10.20","X2006.11.22","X2006.12.20","X2007.01.22","X2007.02.23","X2007.03.23","X2007.04.23","X2007.05.23","X2007.06.21","X2007.07.20","X2007.08.21","X2007.09.21","X2007.10.23","X2007.11.21","X2007.12.19","X2008.01.21","X2008.02.20","X2008.03.25","X2008.04.21","X2008.05.21","X2008.06.25","X2008.07.21","X2008.08.22","X2008.09.24","X2008.10.21","X2008.11.25","X2008.12.19","X2009.01.23","X2009.02.25","X2009.03.31","X2009.04.24","X2009.05.25","X2009.06.25","X2009.07.24","X2009.08.25","X2009.09.25","X2009.10.23","X2009.11.25","X2009.12.21","X2010.01.25","X2010.02.25","X2010.03.24","X2010.04.23","X2010.05.25","X2010.06.25","X2010.07.23","X2010.08.25","X2010.09.23","X2010.10.22","X2010.11.25","X2010.12.21","X2011.01.25","X2011.02.24","X2011.03.24","X2011.04.21","X2011.05.24","X2011.06.21","X2011.07.21","X2011.08.25","X2011.09.21","X2011.10.25","X2011.11.23","X2011.12.20","X2012.01.24","X2012.02.22","X2012.03.23","X2012.04.23","X2012.05.25","X2012.06.25","X2012.07.25","X2012.08.24","X2012.09.25","X2012.10.25","X2012.11.23","X2012.12.21","X2013.01.25","X2013.02.25","X2013.03.25","X2013.04.25","X2013.05.23","X2013.06.25","X2013.07.25","X2013.08.23","X2013.09.26","X2013.10.25","X2013.11.25","X2013.12.20","X2014.01.23","X2014.02.24","X2014.03.24","X2014.04.25","X2014.05.22","X2014.06.25","X2014.07.25","X2014.08.25","X2014.09.25","X2014.10.23","X2014.11.24","X2014.12.19","X2015.01.23","X2015.02.25","X2015.03.25","X2015.04.24","X2015.05.22","X2015.06.24"
"1996-06","140423","140282","140282","140282","140282","140282","140282","141223","141223","141223","141223","141223","141235","141235","141196","141196","141196","141196","141196","141196","141313","141313","141313","141313","141314","141314","141314","141314","141314","141314","141314","141314","141314","141314","141314","141314","141262","141262","141262","141268","141268","141268","141268","141268","141268","141268","141268","141268","141272","141272","141272","141272","141272","141272","141272","141272","141350","141350","141350","141350","141350","141350","141350","141350","141350","141350","141361","141361","141361","141361","141361","141361","141361","141361","141361","141361","141361","141361","141361","141338","141338","141310","141310","141310","141310","141310","141310","141330","141330","141330","141330","141330","141310","141310","141310","141310","141305","141305","141305","141305","141305","141305","141305","141305","141305","141305","141305","141305","141294","141294","141294","141294","141294","141294","141294"
"1996-07","136318","136265","136265","136265","136265","136265","136265","135916","135916","135916","135916","135916","135957","135957","135881","135881","135881","135881","135881","135881","135724","135724","135724","135724","135662","135662","135662","135662","135662","135662","135662","135662","135662","135662","135662","135662","135742","135742","135742","135729","135729","135729","135729","135729","135729","135729","135729","135729","135703","135703","135703","135703","135703","135703","135703","135703","135695","135695","135695","135695","135695","135695","135695","135695","135695","135695","135702","135702","135702","135702","135702","135702","135702","135702","135702","135702","135702","135702","135702","135676","135676","135692","135692","135692","135692","135692","135692","135669","135669","135669","135669","135669","135671","135671","135671","135671","135665","135665","135665","135665","135665","135665","135665","135665","135665","135665","135665","135665","135674","135674","135674","135674","135674","135674","135674"
"1996-08","136465","136115","136115","136115","136115","136115","136115","137287","137287","137287","137287","137287","137242","137242","137163","137163","137163","137163","137163","137163","137085","137085","137085","137085","137126","137126","137126","137126","137126","137126","137126","137126","137126","137126","137126","137126","137126","137126","137126","137151","137151","137151","137151","137151","137151","137151","137151","137151","137156","137156","137156","137156","137156","137156","137156","137156","137108","137108","137108","137108","137108","137108","137108","137108","137108","137108","137123","137123","137123","137123","137123","137123","137123","137123","137123","137123","137123","137123","137123","137110","137110","137140","137140","137140","137140","137140","137140","137179","137179","137179","137179","137179","137259","137259","137259","137259","137257","137257","137257","137257","137257","137257","137257","137257","137257","137257","137257","137257","137256","137256","137256","137256","137256","137256","137256"
"1996-09","136820","136450","136450","136450","136450","136450","136450","137456","137456","137456","137456","137456","137425","137425","137386","137386","137386","137386","137386","137386","137231","137231","137231","137231","137252","137252","137252","137252","137252","137252","137252","137252","137252","137252","137252","137252","137290","137290","137290","137253","137253","137253","137253","137253","137253","137253","137253","137253","137231","137231","137231","137231","137231","137231","137231","137231","137257","137257","137257","137257","137257","137257","137257","137257","137257","137257","137254","137254","137254","137254","137254","137254","137254","137254","137254","137254","137254","137254","137254","137233","137233","137217","137217","137217","137217","137217","137217","137214","137214","137214","137214","137214","137222","137222","137222","137222","137226","137226","137226","137226","137226","137226","137226","137226","137226","137226","137226","137226","137209","137209","137209","137209","137209","137209","137209"
"1996-10","131994","132084","132084","132084","132084","132084","132084","131664","131664","131664","131664","131664","131643","131643","131720","131720","131720","131720","131720","131720","131681","131681","131681","131681","131692","131692","131692","131692","131692","131692","131692","131692","131692","131692","131692","131692","131742","131742","131742","131729","131729","131729","131729","131729","131729","131729","131729","131729","131733","131733","131733","131733","131733","131733","131733","131733","131730","131730","131730","131730","131730","131730","131730","131730","131730","131730","131725","131725","131725","131725","131725","131725","131725","131725","131725","131725","131725","131725","131725","131706","131706","131686","131686","131686","131686","131686","131686","131647","131647","131647","131647","131647","131664","131664","131664","131664","131661","131661","131661","131661","131661","131661","131661","131661","131661","131661","131661","131661","131658","131658","131658","131658","131658","131658","131658"
"1996-11","130853","131199","131199","131199","131199","131199","131199","131088","131088","131088","131088","131088","131100","131100","131023","131023","131023","131023","131023","131023","131023","131023","131023","131023","131005","131005","131005","131005","131005","131005","131005","131005","131005","131005","131005","131005","131040","131040","131040","131013","131013","131013","131013","131013","131013","131013","131013","131013","131019","131019","131019","131019","131019","131019","131019","131019","130962","130962","130962","130962","130962","130962","130962","130962","130962","130962","130967","130967","130967","130967","130967","130967","130967","130967","130967","130967","130967","130967","130967","130992","130992","130962","130962","130962","130962","130962","130962","130967","130967","130967","130967","130967","130964","130964","130964","130964","130957","130957","130957","130957","130957","130957","130957","130957","130957","130957","130957","130957","130958","130958","130958","130958","130958","130958","130958"
"1996-12","133843","133917","133917","133917","133917","133917","133917","132854","132854","132854","132854","132854","132884","132884","132654","132654","132654","132654","132654","132654","132692","132692","132692","132692","132700","132700","132700","132700","132700","132700","132700","132700","132700","132700","132700","132700","132785","132785","132785","132787","132787","132787","132787","132787","132787","132787","132787","132787","132783","132783","132783","132783","132783","132783","132783","132783","132653","132653","132653","132653","132653","132653","132653","132653","132653","132653","132652","132652","132652","132652","132652","132652","132652","132652","132652","132652","132652","132652","132652","132665","132665","132781","132781","132781","132781","132781","132781","132792","132792","132792","132792","132792","132753","132753","132753","132753","132747","132747","132747","132747","132747","132747","132747","132747","132747","132747","132747","132747","132751","132751","132751","132751","132751","132751","132751"
"1997-01","106026","105120","105120","105120","105120","105120","105120","106511","106511","106511","106511","106511","106495","106495","106573","106573","106573","106573","106573","106573","106727","106727","106727","106727","106741","106741","106741","106741","106741","106741","106741","106741","106741","106741","106741","106741","106729","106729","106729","106717","106717","106717","106717","106717","106717","106717","106717","106717","106756","106756","106756","106756","106756","106756","106756","106756","106738","106738","106738","106738","106738","106738","106738","106738","106738","106738","106749","106749","106749","106749","106749","106749","106749","106749","106749","106749","106749","106749","106749","106730","106730","106768","106768","106768","106768","106768","106768","106723","106723","106723","106723","106723","106697","106697","106697","106697","106699","106699","106699","106699","106699","106699","106699","106699","106699","106699","106699","106699","106706","106706","106706","106706","106706","106706","106706"
"1997-02","123062","123312","123312","123312","123312","123312","123312","122731","122731","122731","122731","122731","122715","122715","122715","122715","122715","122715","122715","122715","122908","122908","122908","122908","122899","122899","122899","122899","122899","122899","122899","122899","122899","122899","122899","122899","122907","122907","122907","122895","122895","122895","122895","122895","122895","122895","122895","122895","122908","122908","122908","122908","122908","122908","122908","122908","122903","122903","122903","122903","122903","122903","122903","122903","122903","122903","122905","122905","122905","122905","122905","122905","122905","122905","122905","122905","122905","122905","122905","122905","122905","122886","122886","122886","122886","122886","122886","122922","122922","122922","122922","122922","122924","122924","122924","122924","122962","122962","122962","122962","122962","122962","122962","122962","122962","122962","122962","122962","122967","122967","122967","122967","122967","122967","122967"
"1997-03","131351","131841","131841","131841","131841","131841","131841","124120","124120","124120","124120","124120","124111","124111","123723","123723","123723","123723","123723","123723","124034","124034","124034","124034","124050","124050","124050","124050","124050","124050","124050","124050","124050","124050","124050","124050","123923","123923","123923","123924","123924","123924","123924","123924","123924","123924","123924","123924","123906","123906","123906","123906","123906","123906","123906","123906","123985","123985","123985","123985","123985","123985","123985","123985","123985","123985","123991","123991","123991","123991","123991","123991","123991","123991","123991","123991","123991","123991","123991","123982","123982","123968","123968","123968","123968","123968","123968","123924","123924","123924","123924","123924","123906","123906","123906","123906","123901","123901","123901","123901","123901","123901","123901","123901","123901","123901","123901","123901","123894","123894","123894","123894","123894","123894","123894"
"1997-04","127427","127918","127918","127918","127918","127918","127918","125516","125516","125516","125516","125516","125531","125531","125686","125686","125686","125686","125686","125686","125531","125531","125531","125531","125525","125525","125525","125525","125525","125525","125525","125525","125525","125525","125525","125525","125488","125488","125488","125469","125469","125469","125469","125469","125469","125469","125469","125469","125473","125473","125473","125473","125473","125473","125473","125473","125477","125477","125477","125477","125477","125477","125477","125477","125477","125477","125493","125493","125493","125493","125493","125493","125493","125493","125493","125493","125493","125493","125493","125497","125497","125507","125507","125507","125507","125507","125507","125464","125464","125464","125464","125464","125483","125483","125483","125483","125480","125480","125480","125480","125480","125480","125480","125480","125480","125480","125480","125480","125484","125484","125484","125484","125484","125484","125484"
"1997-05","124706","124738","124738","124738","124738","124738","124738","125359","125359","125359","125359","125359","125389","125389","125350","125350","125350","125350","125350","125350","125350","125350","125350","125350","125331","125331","125331","125331","125331","125331","125331","125331","125331","125331","125331","125331","125282","125282","125282","125278","125278","125278","125278","125278","125278","125278","125278","125278","125263","125263","125263","125263","125263","125263","125263","125263","125347","125347","125347","125347","125347","125347","125347","125347","125347","125347","125285","125285","125285","125285","125285","125285","125285","125285","125285","125285","125285","125285","125285","125365","125365","125284","125284","125284","125284","125284","125284","125289","125289","125289","125289","125289","125277","125277","125277","125277","125269","125269","125269","125269","125269","125269","125269","125269","125269","125269","125269","125269","125272","125272","125272","125272","125272","125272","125272"
"1997-06","126747","126839","126839","126839","126839","126839","126839","126106","126106","126106","126106","126106","126121","126121","126121","126121","126121","126121","126121","126121","126083","126083","126083","126083","126081","126081","126081","126081","126081","126081","126081","126081","126081","126081","126081","126081","126034","126034","126034","126037","126037","126037","126037","126037","126037","126037","126037","126037","126039","126039","126039","126039","126039","126039","126039","126039","126107","126107","126107","126107","126107","126107","126107","126107","126107","126107","126116","126116","126116","126116","126116","126116","126116","126116","126116","126116","126116","126116","126116","126100","126100","126072","126072","126072","126072","126072","126072","126090","126090","126090","126090","126090","126075","126075","126075","126075","126071","126071","126071","126071","126071","126071","126071","126071","126071","126071","126071","126071","126060","126060","126060","126060","126060","126060","126060"
"1997-07","127282","127164","127164","127164","127164","127164","127164","126895","126895","126895","126895","126895","126936","126936","126861","126861","126861","126861","126861","126861","126706","126706","126706","126706","126651","126651","126651","126651","126651","126651","126651","126651","126651","126651","126651","126651","126716","126716","126716","126733","126733","126733","126733","126733","126733","126733","126733","126733","126713","126713","126713","126713","126713","126713","126713","126713","126710","126710","126710","126710","126710","126710","126710","126710","126710","126710","126715","126715","126715","126715","126715","126715","126715","126715","126715","126715","126715","126715","126715","126694","126694","126701","126701","126701","126701","126701","126701","126728","126728","126728","126728","126728","126727","126727","126727","126727","126721","126721","126721","126721","126721","126721","126721","126721","126721","126721","126721","126721","126733","126733","126733","126733","126733","126733","126733"
"1997-08","122163","121756","121756","121756","121756","121756","121756","123687","123687","123687","123687","123687","123645","123645","123568","123568","123568","123568","123568","123568","123452","123452","123452","123452","123493","123493","123493","123493","123493","123493","123493","123493","123493","123493","123493","123493","123487","123487","123487","123475","123475","123475","123475","123475","123475","123475","123475","123475","123481","123481","123481","123481","123481","123481","123481","123481","123431","123431","123431","123431","123431","123431","123431","123431","123431","123431","123443","123443","123443","123443","123443","123443","123443","123443","123443","123443","123443","123443","123443","123435","123435","123465","123465","123465","123465","123465","123465","123502","123502","123502","123502","123502","123567","123567","123567","123567","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564","123564"
"1997-09","125266","124944","124944","124944","124944","124944","124944","124905","124905","124905","124905","124905","124878","124878","124916","124916","124916","124916","124916","124916","124725","124725","124725","124725","124744","124744","124744","124744","124744","124744","124744","124744","124744","124744","124744","124744","124778","124778","124778","124771","124771","124771","124771","124771","124771","124771","124771","124771","124749","124749","124749","124749","124749","124749","124749","124749","124771","124771","124771","124771","124771","124771","124771","124771","124771","124771","124769","124769","124769","124769","124769","124769","124769","124769","124769","124769","124769","124769","124769","124751","124751","124738","124738","124738","124738","124738","124738","124722","124722","124722","124722","124722","124732","124732","124732","124732","124736","124736","124736","124736","124736","124736","124736","124736","124736","124736","124736","124736","124720","124720","124720","124720","124720","124720","124720"
"1997-10","123991","124033","124033","124033","124033","124033","124033","123537","123537","123537","123537","123537","123517","123517","123594","123594","123594","123594","123594","123594","123632","123632","123632","123632","123642","123642","123642","123642","123642","123642","123642","123642","123642","123642","123642","123642","123690","123690","123690","123696","123696","123696","123696","123696","123696","123696","123696","123696","123699","123699","123699","123699","123699","123699","123699","123699","123692","123692","123692","123692","123692","123692","123692","123692","123692","123692","123696","123696","123696","123696","123696","123696","123696","123696","123696","123696","123696","123696","123696","123679","123679","123656","123656","123656","123656","123656","123656","123663","123663","123663","123663","123663","123678","123678","123678","123678","123673","123673","123673","123673","123673","123673","123673","123673","123673","123673","123673","123673","123671","123671","123671","123671","123671","123671","123671"
"1997-11","123706","123990","123990","123990","123990","123990","123990","122230","122230","122230","122230","122230","122241","122241","122126","122126","122126","122126","122126","122126","122126","122126","122126","122126","122112","122112","122112","122112","122112","122112","122112","122112","122112","122112","122112","122112","122150","122150","122150","122148","122148","122148","122148","122148","122148","122148","122148","122148","122154","122154","122154","122154","122154","122154","122154","122154","122097","122097","122097","122097","122097","122097","122097","122097","122097","122097","122100","122100","122100","122100","122100","122100","122100","122100","122100","122100","122100","122100","122100","122108","122108","122099","122099","122099","122099","122099","122099","122081","122081","122081","122081","122081","122078","122078","122078","122078","122071","122071","122071","122071","122071","122071","122071","122071","122071","122071","122071","122071","122074","122074","122074","122074","122074","122074","122074"
"1997-12","122265","122205","122205","122205","122205","122205","122205","121749","121749","121749","121749","121749","121763","121763","121725","121725","121725","121725","121725","121725","121686","121686","121686","121686","121688","121688","121688","121688","121688","121688","121688","121688","121688","121688","121688","121688","121773","121773","121773","121779","121779","121779","121779","121779","121779","121779","121779","121779","121770","121770","121770","121770","121770","121770","121770","121770","121666","121666","121666","121666","121666","121666","121666","121666","121666","121666","121661","121661","121661","121661","121661","121661","121661","121661","121661","121661","121661","121661","121661","121676","121676","121767","121767","121767","121767","121767","121767","121766","121766","121766","121766","121766","121737","121737","121737","121737","121733","121733","121733","121733","121733","121733","121733","121733","121733","121733","121733","121733","121735","121735","121735","121735","121735","121735","121735"
"1998-01","120344","119522","119522","119522","119522","119522","119522","119022","119022","119022","119022","119022","119004","119004","119004","119004","119004","119004","119004","119004","119268","119268","119268","119268","119284","119284","119284","119284","119284","119284","119284","119284","119284","119284","119284","119284","119263","119263","119263","119281","119281","119281","119281","119281","119281","119281","119281","119281","119320","119320","119320","119320","119320","119320","119320","119320","119314","119314","119314","119314","119314","119314","119314","119314","119314","119314","119323","119323","119323","119323","119323","119323","119323","119323","119323","119323","119323","119323","119323","119305","119305","119337","119337","119337","119337","119337","119337","119296","119296","119296","119296","119296","119264","119264","119264","119264","119265","119265","119265","119265","119265","119265","119265","119265","119265","119265","119265","119265","119274","119274","119274","119274","119274","119274","119274"
"1998-02","116895","117083","117083","117083","117083","117083","117083","116628","116628","116628","116628","116628","116612","116612","116612","116612","116612","116612","116612","116612","116612","116612","116612","116612","116607","116607","116607","116607","116607","116607","116607","116607","116607","116607","116607","116607","116615","116615","116615","116569","116569","116569","116569","116569","116569","116569","116569","116569","116581","116581","116581","116581","116581","116581","116581","116581","116571","116571","116571","116571","116571","116571","116571","116571","116571","116571","116573","116573","116573","116573","116573","116573","116573","116573","116573","116573","116573","116573","116573","116573","116573","116564","116564","116564","116564","116564","116564","116609","116609","116609","116609","116609","116611","116611","116611","116611","116645","116645","116645","116645","116645","116645","116645","116645","116645","116645","116645","116645","116650","116650","116650","116650","116650","116650","116650"
"1998-03","118151","119177","119177","119177","119177","119177","119177","119176","119176","119176","119176","119176","119166","119166","119279","119279","119279","119279","119279","119279","119356","119356","119356","119356","119371","119371","119371","119371","119371","119371","119371","119371","119371","119371","119371","119371","119267","119267","119267","119289","119289","119289","119289","119289","119289","119289","119289","119289","119284","119284","119284","119284","119284","119284","119284","119284","119344","119344","119344","119344","119344","119344","119344","119344","119344","119344","119348","119348","119348","119348","119348","119348","119348","119348","119348","119348","119348","119348","119348","119335","119335","119328","119328","119328","119328","119328","119328","119358","119358","119358","119358","119358","119342","119342","119342","119342","119340","119340","119340","119340","119340","119340","119340","119340","119340","119340","119340","119340","119334","119334","119334","119334","119334","119334","119334"
"1998-04","115972","116240","116240","116240","116240","116240","116240","115637","115637","115637","115637","115637","115651","115651","115651","115651","115651","115651","115651","115651","115614","115614","115614","115614","115608","115608","115608","115608","115608","115608","115608","115608","115608","115608","115608","115608","115569","115569","115569","115561","115561","115561","115561","115561","115561","115561","115561","115561","115566","115566","115566","115566","115566","115566","115566","115566","115565","115565","115565","115565","115565","115565","115565","115565","115565","115565","115580","115580","115580","115580","115580","115580","115580","115580","115580","115580","115580","115580","115580","115587","115587","115592","115592","115592","115592","115592","115592","115608","115608","115608","115608","115608","115624","115624","115624","115624","115622","115622","115622","115622","115622","115622","115622","115622","115622","115622","115622","115622","115624","115624","115624","115624","115624","115624","115624"
"1998-05","117224","117261","117261","117261","117261","117261","117261","117562","117562","117562","117562","117562","117597","117597","117485","117485","117485","117485","117485","117485","117522","117522","117522","117522","117500","117500","117500","117500","117500","117500","117500","117500","117500","117500","117500","117500","117462","117462","117462","117454","117454","117454","117454","117454","117454","117454","117454","117454","117443","117443","117443","117443","117443","117443","117443","117443","117510","117510","117510","117510","117510","117510","117510","117510","117510","117510","117456","117456","117456","117456","117456","117456","117456","117456","117456","117456","117456","117456","117456","117529","117529","117466","117466","117466","117466","117466","117466","117470","117470","117470","117470","117470","117460","117460","117460","117460","117454","117454","117454","117454","117454","117454","117454","117454","117454","117454","117454","117454","117455","117455","117455","117455","117455","117455","117455"
"1998-06","118687","118657","118657","118657","118657","118657","118657","118469","118469","118469","118469","118469","118487","118487","118450","118450","118450","118450","118450","118450","118375","118375","118375","118375","118371","118371","118371","118371","118371","118371","118371","118371","118371","118371","118371","118371","118328","118328","118328","118354","118354","118354","118354","118354","118354","118354","118354","118354","118357","118357","118357","118357","118357","118357","118357","118357","118418","118418","118418","118418","118418","118418","118418","118418","118418","118418","118426","118426","118426","118426","118426","118426","118426","118426","118426","118426","118426","118426","118426","118413","118413","118389","118389","118389","118389","118389","118389","118417","118417","118417","118417","118417","118405","118405","118405","118405","118402","118402","118402","118402","118402","118402","118402","118402","118402","118402","118402","118402","118391","118391","118391","118391","118391","118391","118391"
"1998-07","118589","118413","118413","118413","118413","118413","118413","118113","118113","118113","118113","118113","118155","118155","118230","118230","118230","118230","118230","118230","118080","118080","118080","118080","118029","118029","118029","118029","118029","118029","118029","118029","118029","118029","118029","118029","118077","118077","118077","118086","118086","118086","118086","118086","118086","118086","118086","118086","118068","118068","118068","118068","118068","118068","118068","118068","118077","118077","118077","118077","118077","118077","118077","118077","118077","118077","118082","118082","118082","118082","118082","118082","118082","118082","118082","118082","118082","118082","118082","118065","118065","118057","118057","118057","118057","118057","118057","118083","118083","118083","118083","118083","118078","118078","118078","118078","118074","118074","118074","118074","118074","118074","118074","118074","118074","118074","118074","118074","118087","118087","118087","118087","118087","118087","118087"
"1998-08","115409","114965","114965","114965","114965","114965","114965","116576","116576","116576","116576","116576","116537","116537","116424","116424","116424","116424","116424","116424","116312","116312","116312","116312","116355","116355","116355","116355","116355","116355","116355","116355","116355","116355","116355","116355","116341","116341","116341","116363","116363","116363","116363","116363","116363","116363","116363","116363","116370","116370","116370","116370","116370","116370","116370","116370","116330","116330","116330","116330","116330","116330","116330","116330","116330","116330","116342","116342","116342","116342","116342","116342","116342","116342","116342","116342","116342","116342","116342","116335","116335","116355","116355","116355","116355","116355","116355","116348","116348","116348","116348","116348","116405","116405","116405","116405","116403","116403","116403","116403","116403","116403","116403","116403","116403","116403","116403","116403","116402","116402","116402","116402","116402","116402","116402"
"1998-09","116035","115785","115785","115785","115785","115785","115785","115636","115636","115636","115636","115636","115611","115611","115649","115649","115649","115649","115649","115649","115500","115500","115500","115500","115515","115515","115515","115515","115515","115515","115515","115515","115515","115515","115515","115515","115548","115548","115548","115550","115550","115550","115550","115550","115550","115550","115550","115550","115524","115524","115524","115524","115524","115524","115524","115524","115546","115546","115546","115546","115546","115546","115546","115546","115546","115546","115545","115545","115545","115545","115545","115545","115545","115545","115545","115545","115545","115545","115545","115530","115530","115517","115517","115517","115517","115517","115517","115540","115540","115540","115540","115540","115550","115550","115550","115550","115554","115554","115554","115554","115554","115554","115554","115554","115554","115554","115554","115554","115539","115539","115539","115539","115539","115539","115539"
"1998-10","114222","114161","114161","114161","114161","114161","114161","113716","113716","113716","113716","113716","113699","113699","113699","113699","113699","113699","113699","113699","113736","113736","113736","113736","113746","113746","113746","113746","113746","113746","113746","113746","113746","113746","113746","113746","113780","113780","113780","113789","113789","113789","113789","113789","113789","113789","113789","113789","113790","113790","113790","113790","113790","113790","113790","113790","113789","113789","113789","113789","113789","113789","113789","113789","113789","113789","113793","113793","113793","113793","113793","113793","113793","113793","113793","113793","113793","113793","113793","113780","113780","113753","113753","113753","113753","113753","113753","113732","113732","113732","113732","113732","113745","113745","113745","113745","113740","113740","113740","113740","113740","113740","113740","113740","113740","113740","113740","113740","113738","113738","113738","113738","113738","113738","113738"
"1998-11","111212","111432","111432","111432","111432","111432","111432","112139","112139","112139","112139","112139","112147","112147","112185","112185","112185","112185","112185","112185","112036","112036","112036","112036","112022","112022","112022","112022","112022","112022","112022","112022","112022","112022","112022","112022","112060","112060","112060","112053","112053","112053","112053","112053","112053","112053","112053","112053","112061","112061","112061","112061","112061","112061","112061","112061","112005","112005","112005","112005","112005","112005","112005","112005","112005","112005","112010","112010","112010","112010","112010","112010","112010","112010","112010","112010","112010","112010","112010","112004","112004","112009","112009","112009","112009","112009","112009","111986","111986","111986","111986","111986","111985","111985","111985","111985","111978","111978","111978","111978","111978","111978","111978","111978","111978","111978","111978","111978","111982","111982","111982","111982","111982","111982","111982"
"1998-12","108702","108582","108582","108582","108582","108582","108582","108620","108620","108620","108620","108620","108620","108620","108731","108731","108731","108731","108731","108731","108620","108620","108620","108620","108617","108617","108617","108617","108617","108617","108617","108617","108617","108617","108617","108617","108702","108702","108702","108685","108685","108685","108685","108685","108685","108685","108685","108685","108673","108673","108673","108673","108673","108673","108673","108673","108586","108586","108586","108586","108586","108586","108586","108586","108586","108586","108577","108577","108577","108577","108577","108577","108577","108577","108577","108577","108577","108577","108577","108594","108594","108671","108671","108671","108671","108671","108671","108716","108716","108716","108716","108716","108697","108697","108697","108697","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693","108693"
"1999-01","121656","121133","121133","121133","121133","121133","121133","118622","118622","118622","118622","118622","118607","118607","118496","118496","118496","118496","118496","118496","118754","118754","118754","118754","118766","118766","118766","118766","118766","118766","118766","118766","118766","118766","118766","118766","118749","118749","118749","118762","118762","118762","118762","118762","118762","118762","118762","118762","118795","118795","118795","118795","118795","118795","118795","118795","118789","118789","118789","118789","118789","118789","118789","118789","118789","118789","118797","118797","118797","118797","118797","118797","118797","118797","118797","118797","118797","118797","118797","118781","118781","118811","118811","118811","118811","118811","118811","118899","118899","118899","118899","118899","118867","118867","118867","118867","118867","118867","118867","118867","118867","118867","118867","118867","118867","118867","118867","118867","118875","118875","118875","118875","118875","118875","118875"
"1999-02","105107","105312","105312","105312","105312","105312","105312","104689","104689","104689","104689","104689","104675","104675","104786","104786","104786","104786","104786","104786","104749","104749","104749","104749","104747","104747","104747","104747","104747","104747","104747","104747","104747","104747","104747","104747","104744","104744","104744","104733","104733","104733","104733","104733","104733","104733","104733","104733","104744","104744","104744","104744","104744","104744","104744","104744","104737","104737","104737","104737","104737","104737","104737","104737","104737","104737","104741","104741","104741","104741","104741","104741","104741","104741","104741","104741","104741","104741","104741","104741","104741","104744","104744","104744","104744","104744","104744","104690","104690","104690","104690","104690","104692","104692","104692","104692","104718","104718","104718","104718","104718","104718","104718","104718","104718","104718","104718","104718","104725","104725","104725","104725","104725","104725","104725"
"1999-03","113069","114190","114190","114190","114190","114190","114190","116674","116674","116674","116674","116674","116667","116667","116922","116922","116922","116922","116922","116922","116886","116886","116886","116886","116901","116901","116901","116901","116901","116901","116901","116901","116901","116901","116901","116901","116808","116808","116808","116824","116824","116824","116824","116824","116824","116824","116824","116824","116829","116829","116829","116829","116829","116829","116829","116829","116878","116878","116878","116878","116878","116878","116878","116878","116878","116878","116882","116882","116882","116882","116882","116882","116882","116882","116882","116882","116882","116882","116882","116870","116870","116855","116855","116855","116855","116855","116855","116857","116857","116857","116857","116857","116845","116845","116845","116845","116844","116844","116844","116844","116844","116844","116844","116844","116844","116844","116844","116844","116840","116840","116840","116840","116840","116840","116840"
"1999-04","114150","114377","114377","114377","114377","114377","114377","113975","113975","113975","113975","113975","113989","113989","114025","114025","114025","114025","114025","114025","113952","113952","113952","113952","113947","113947","113947","113947","113947","113947","113947","113947","113947","113947","113947","113947","113916","113916","113916","113889","113889","113889","113889","113889","113889","113889","113889","113889","113893","113893","113893","113893","113893","113893","113893","113893","113888","113888","113888","113888","113888","113888","113888","113888","113888","113888","113902","113902","113902","113902","113902","113902","113902","113902","113902","113902","113902","113902","113902","113910","113910","113916","113916","113916","113916","113916","113916","113902","113902","113902","113902","113902","113914","113914","113914","113914","113912","113912","113912","113912","113912","113912","113912","113912","113912","113912","113912","113912","113913","113913","113913","113913","113913","113913","113913"
"1999-05","113340","113376","113376","113376","113376","113376","113376","113848","113848","113848","113848","113848","113885","113885","113885","113885","113885","113885","113885","113885","113885","113885","113885","113885","113866","113866","113866","113866","113866","113866","113866","113866","113866","113866","113866","113866","113837","113837","113837","113815","113815","113815","113815","113815","113815","113815","113815","113815","113804","113804","113804","113804","113804","113804","113804","113804","113862","113862","113862","113862","113862","113862","113862","113862","113862","113862","113810","113810","113810","113810","113810","113810","113810","113810","113810","113810","113810","113810","113810","113880","113880","113826","113826","113826","113826","113826","113826","113846","113846","113846","113846","113846","113841","113841","113841","113841","113836","113836","113836","113836","113836","113836","113836","113836","113836","113836","113836","113836","113835","113835","113835","113835","113835","113835","113835"
"1999-06","114232","114197","114197","114197","114197","114197","114197","113289","113289","113289","113289","113289","113310","113310","113347","113347","113347","113347","113347","113347","113274","113274","113274","113274","113271","113271","113271","113271","113271","113271","113271","113271","113271","113271","113271","113271","113234","113234","113234","113248","113248","113248","113248","113248","113248","113248","113248","113248","113251","113251","113251","113251","113251","113251","113251","113251","113307","113307","113307","113307","113307","113307","113307","113307","113307","113307","113314","113314","113314","113314","113314","113314","113314","113314","113314","113314","113314","113314","113314","113303","113303","113280","113280","113280","113280","113280","113280","113286","113286","113286","113286","113286","113277","113277","113277","113277","113275","113275","113275","113275","113275","113275","113275","113275","113275","113275","113275","113275","113264","113264","113264","113264","113264","113264","113264"
