"","issue","i_year","i_month","id","date","year","month","day","title","keywords","ym"
"5679","1993.36",1993,36,"1993.36.5822","1993-09-03","1993","09","03","Informationsdienste: Zweifelhafte Angebote treiben Telephonrechnungen in die Höhe: Ein ganz legaler Nepp","DIE ZEIT, Informationsdienste: Zweifelhafte Angebote treiben Telephonrechnungen in die Höhe, Telekom, Michael Jackson, Telekommunikation, Australien, Axel Springer Verlag, Horoskop, Bahamas, Blankenese, Hamburg, Nordrhein-Westfalen, Rosenheim, Sydney>21,<","1993.09"
"58993","2014.6",2014,6,"2014.6.56757","2014-01-30","2014","01","30",NA,"Politik, Ukraine, Demonstration, Ukraine, Kiew, Ausnahmezustand, Extremismus, Donezk, Europa>21,<","2014.01"
"58994","2014.6",2014,6,"2014.6.56758","2014-01-30","2014","01","30",NA,"Politik, Die Frage der Woche, Die Linke, Ministerpräsident, Thüringen, Bodo Ramelow, CDU, Christine Lieberknecht, SPD>21,<","2014.01"
"58995","2014.6",2014,6,"2014.6.56759","2014-01-30","2014","01","30",NA,"Politik, Nord-Süd-Achse, Schweiz, Solidarität, Vermögen, Wohlfahrtsstaat, Europa>21,<","2014.01"
"58996","2014.6",2014,6,"2014.6.56760","2014-01-30","2014","01","30",NA,"Politik, Donnerstalk, Österreich, Bevölkerung, Medien, Berichterstattung, Unterricht>21,<","2014.01"
"58997","2014.6",2014,6,"2014.6.56761","2014-01-30","2014","01","30",NA,"Politik, Zeitgeist, Markus Lanz, Minderheit, Sahra Wagenknecht>21,<","2014.01"
"58998","2014.6",2014,6,"2014.6.56762","2014-01-30","2014","01","30",NA,"Politik, Ein Land kämpft sich frei, Vitali Klitschko, Arseni Jazenjuk, Maidan, Kiew, Ukraine, Russland, Europa, Brüssel>21,<","2014.01"
"58999","2014.6",2014,6,"2014.6.56763","2014-01-30","2014","01","30",NA,"Politik, Tunesien, Mehdi Jomaâ, Frühling, Islam, Parlamentswahl, Tunesien, Verfassung, Verfassungsgericht>21,<","2014.01"
"59000","2014.6",2014,6,"2014.6.56764","2014-01-30","2014","01","30",NA,"Politik, Dausend, FDP, Internet, Liebe, Selbstoptimierung>21,<","2014.01"
"59001","2014.6",2014,6,"2014.6.56765","2014-01-30","2014","01","30",NA,"Politik, Neue Rolle der Bundeswehr?, Bundeswehr, Krieg, Mali, Zentralafrikanische Republik, Drohne, Libyen, Irak, Kundus>21,<","2014.01"
"59002","2014.6",2014,6,"2014.6.56766","2014-01-30","2014","01","30",NA,"Politik, Ein Land kämpft sich frei, Ukraine, Alexander Solschenizyn, EU-Kommissionspräsident, Kiew, Russland, Maidan>21,<","2014.01"
"59003","2014.6",2014,6,"2014.6.56767","2014-01-30","2014","01","30",NA,"Politik, Energiewende, Sigmar Gabriel, Europäische Union, Atomkraft, Emissionshandel, Energiepolitik, Energiewende, Klimaschutz>21,<","2014.01"
"59004","2014.6",2014,6,"2014.6.56768","2014-01-30","2014","01","30",NA,"Politik, Norbert Röttgen, Bundeswehreinsatz, Norbert Röttgen, Europäische Union, Außenpolitik, Ukraine, Mali, Syrien>21,<","2014.01"
"59005","2014.6",2014,6,"2014.6.56769","2014-01-30","2014","01","30",NA,"Politik, Rechtspopulisten, Populismus, Geert Wilders, Front National, Vereinte Nationen, Großbritannien, Rassismus, Europa, Frankreich>21,<","2014.01"
"59006","2014.6",2014,6,"2014.6.56770","2014-01-30","2014","01","30",NA,"Politik, Roberto Saviano, Drogenkartell, Drogen, Roberto Saviano, Kokain, Südamerika, Bolivien, Brasilien, Kolumbien, Peru, Ecuador>21,<","2014.01"
"59007","2014.6",2014,6,"2014.6.56771","2014-01-30","2014","01","30",NA,"Politik, Ostkurve, Die Linke, Ernst Jünger, Rosa Luxemburg, Arnold Zweig, Gebirgsjäger, Herfried Münkler, Krieg, Markus Lanz, Munition, Schmuck, Sozialwissenschaft, Volker Ullrich, Belgien, Verdun>21,<","2014.01"
"59008","2014.6",2014,6,"2014.6.56772","2014-01-30","2014","01","30",NA,"Politik, Reiner Haseloff, Reiner Haseloff, CDU, Sachsen-Anhalt>21,<","2014.01"
"59009","2014.6",2014,6,"2014.6.56773","2014-01-30","2014","01","30",NA,"Wirtschaft, Protest der Ärzte, Gesundheitsministerium, Arzt, Forschung, Wien, Österreich, Graz>21,<","2014.01"
