,zew  ,esi eu,esi ger,cli eur,cli ger,cons conf,gfk,bus exp,ip,u,dax,eur stox,gold,long rate,short rate,oil,wholesale,retail sales,manuf order,constr order,m0,m1,m2,m3,usd,eer,tot,cpi,prod,empl
15/01/1986,,100.6,103.7,99.701,100.31,-3,,,,8.1,1366.23,,327.25,6.31,4,26.52,,,,,82.8,155.7,284.6,485.2,0.9404,101.31,86.6,65,,
15/02/1986,,101.6,103.9,99.717,100.186,-0.8,,,,8.1,1394.78,,347.5,6.23,4,17.8,,,,,83.5,156.1,284.5,486.1,0.95907,102.18,88.8,64.9,,
15/03/1986,,102.2,102.9,99.74,100.074,0.4,,,,8.1,1361.01,,336,5.75,3.5,15.6,,,,,86.9,162.6,285.3,488,1.03357,102.59,90.4,64.6,,
15/04/1986,,101.4,104.3,99.766,99.976,3,,,,8,1496.95,,328.75,5.36,3.5,11,,,,,84.7,160.3,284,489.7,0.98681,102.05,92.2,64.6,,
15/05/1986,,101.4,103.9,99.783,99.874,3.9,,,,8,1507.32,,345.25,5.75,3.5,12.9,,,,,77.8,161.8,285.2,492.4,1.03216,102.43,93.4,64.7,,
15/06/1986,,101.1,106.4,99.793,99.774,5.1,,,,7.9,1369.47,,342,5.87,3.5,12.85,,,,,86.2,170.2,288.4,495.1,0.97855,102.26,95,64.6,,
15/07/1986,,101.5,106.7,99.794,99.664,4.5,,,,7.8,1342.77,,345,5.77,3.5,10.75,,,,,83.8,170.1,290.6,499.6,1.04244,103.32,97.2,63.6,,
15/08/1986,,101.6,106.7,99.785,99.536,4.5,,,,7.8,1282.63,,362.25,5.6,3.5,9.5,,,,,82.2,169.7,293.2,503.4,1.08006,104.63,97.2,64.1,,
15/09/1986,,101.5,105.3,99.764,99.403,3,,,,7.7,1502.7,,391.75,5.82,3.5,14.4,,,,,82.8,172.3,294.9,506.9,1.10518,105.23,97.1,63.8,,
15/10/1986,,101,104.5,99.73,99.265,4.1,,,,7.7,1443.2,,423,6.14,3.5,14.1,,,,,83.8,166.9,297.6,509.9,1.10589,105.84,98.3,64,,
15/11/1986,,101.9,104.7,99.686,99.132,4.3,,,,7.7,1432.73,,405.75,6.17,3.5,13.45,,,,,86.6,183.6,300.1,514,1.0821,105.7,98.3,64.1,,
15/12/1986,,103,103.9,99.647,99.027,2.5,,,,7.7,1453.12,,391.75,5.96,3.5,14.7,,,,,92.4,178.8,299.6,516.4,1.13218,106.45,98.7,64.1,,
15/01/1987,,101.6,102.1,99.625,98.967,3,,,,7.8,1432.25,900.82,391,5.95,3,17.85,,,,,82.6,169.7,303.5,519.7,1.15081,108.92,98.5,64.5,,
15/02/1987,,102.2,100.5,99.636,98.982,0.3,,,,7.8,1276.38,849.03,407,5.94,3,18.25,,,,,87.6,171.4,304.6,523.3,1.211,109.26,99.1,64.5,,
15/03/1987,,103.4,101.2,99.674,99.059,-0.2,,,,7.9,1236.55,842.7,405,5.88,3,16.1,,,,,90.9,175.7,304.1,526.5,1.19868,108.14,98.9,64.4,,
15/04/1987,,104.4,102.2,99.729,99.174,0.4,,,,7.9,1332.54,883.95,419.25,5.62,3,18.45,,,,,88.1,174.3,306,529,1.20582,107.37,98.4,64.6,,
15/05/1987,,104.7,101.8,99.795,99.309,-0.6,,,,7.8,1308.14,883.32,454.25,5.54,3,18.85,,,,,92.6,181.2,308.9,531.7,1.22914,107.46,98.4,64.8,,
15/06/1987,,104.5,100.8,99.868,99.448,-1.1,,,,7.9,1328.89,872.52,444.5,5.83,3,18.7,,,,,92.1,188.1,310,535.1,1.19421,107.23,98.4,64.7,,
15/07/1987,,105.2,101.6,99.936,99.557,-2.6,,,,7.9,1383.05,894.32,446.5,6.18,3,19.15,,,,,92.3,181,310.5,537.5,1.19742,106.89,98.2,63.9,,
15/08/1987,,106.7,101.7,99.989,99.634,-5.8,,,,7.9,1507.38,959.68,472.25,6.42,3,20.75,,,,,94.6,187.9,312.7,539.7,1.17672,106.11,97.7,64.5,,
15/09/1987,,106.6,103.3,100.024,99.676,-3.2,,,,7.9,1547.7,953.63,453.25,6.68,3,18.45,,,,,91.2,188,312,541.4,1.21011,105.97,98.7,64.1,,
15/10/1987,,107.5,102.6,100.04,99.683,-5.1,,,,7.9,1519.99,938.2,455,6.89,3,18.65,,,,,90,183.6,315.2,544.8,1.19178,105.95,98.3,64.5,,
15/11/1987,,107.2,102.1,100.047,99.679,-7.1,,,,7.9,1163.87,725.43,470,6.33,3,18.55,,,,,99.6,202,316.7,547.4,1.2717,107.95,99.7,64.7,,
15/12/1987,,106.4,99.9,100.072,99.708,-10.9,,,,8,1030.24,654.9,491.75,6.43,2.5,17.6,,,,,100.1,191.8,317.1,549.5,1.31747,108.1,100.1,64.7,,
15/01/1988,,107.9,99.7,100.131,99.804,-12.1,,,,7.9,1000,648.32,486.5,6.48,2.5,17.95,,,,,93.7,190.2,319.6,550.8,1.37622,107.85,100.1,65,,
15/02/1988,,108,101.3,100.225,99.959,-10.6,,,,7.9,958.69,639.49,451.5,6.27,2.5,16.05,,,,,100.3,194.5,321.4,554.5,1.28749,107.15,99.9,65.2,,
15/03/1988,,109,103.7,100.347,100.146,-9.4,,,,8,1085.48,715.83,430,6.21,2.5,14.1,,,,,94.1,188,321.4,558.1,1.29187,106.69,100.1,65,,
15/04/1988,,109.4,105,100.486,100.339,-7,,,,7.9,1063.17,701.37,456.25,6.28,2.5,15.75,,,,,95.8,191.1,324.2,562,1.31421,106.23,100,65.3,,
15/05/1988,,110.8,104.1,100.632,100.513,-7.6,,,,7.9,1051.13,709.88,449,6.59,2.5,15.95,,,,,99.3,200.6,327.2,566,1.29926,105.65,99.7,65.5,,
15/06/1988,,112.2,107.2,100.775,100.648,-6.2,,,,7.9,1096.47,724.44,457,6.61,2.5,16.4,,,,,99.7,205.3,329,570.1,1.26276,104.72,99.2,65.5,,
15/07/1988,,112.2,106.5,100.905,100.737,-7.3,,,,7.8,1163.52,769.63,437,6.73,3,13.85,,,,,100.4,204.5,328.5,571.1,1.19695,103.5,99.1,64.7,,
15/08/1988,,112.9,107.5,101.024,100.799,-6.1,,,,7.8,1189.6,786.65,433.75,6.79,3.5,15.5,,,,,100.1,203.6,331.5,573,1.16444,102.47,98.4,65.3,,
15/09/1988,,113.4,108.2,101.132,100.829,-6.1,,,,7.7,1152.99,757.92,430.75,6.63,3.5,14.15,,,,,98,198.3,334.9,577.6,1.15948,102.94,99.5,65,,
15/10/1988,,114.7,110,101.227,100.837,-1.8,,,,7.6,1242.44,809.23,396.75,6.42,3.5,11.35,,,,,103,202.3,336.8,580.2,1.16819,103.01,99.9,65.5,,
15/11/1988,,114,109.7,101.305,100.843,-2.2,,,,7.5,1310.79,842.83,411.25,6.35,3.5,12.3,,,,,108.2,219.6,340.2,584.3,1.21715,103.66,100.1,65.8,,
15/12/1988,,113.9,110.5,101.354,100.834,-1.8,,,,7.4,1277.98,828.11,423.25,6.51,3.5,14.8,,,,,112.1,214,341.3,588,1.25785,103.36,99.3,65.9,,
15/01/1989,,113.8,110,101.369,100.811,-2.7,,,,7.3,1333.52,866.04,410.25,6.64,4,16.35,,,,,106.7,211.9,344,590.4,1.23324,102.6,97.9,66.5,,
15/02/1989,,113.4,110.9,101.359,100.791,-3.1,,,,7.2,1300.52,875.47,392.5,6.83,4,16.25,,,,,108.2,213.2,347,592.6,1.17836,102.2,97.9,66.8,,
15/03/1989,,112.2,111.6,101.343,100.776,-1.8,,,,7.1,1307.25,859.83,384.25,6.94,4,17.3,,,,,101.2,204.8,350.7,595.5,1.19436,102.05,97.4,66.7,,
15/04/1989,,112.2,111.7,101.331,100.766,0.6,,,,7.2,1344.35,891.11,384.75,6.86,4.5,19.75,,,,,106.4,205.5,352.2,597.6,1.17052,102.07,96.7,67.2,,
15/05/1989,,112.9,113.9,101.328,100.757,1.9,,,,7.2,1370.9,900.64,378.25,6.96,4.5,19.2,,,,,106.8,212.5,353,599.6,1.1731,100.94,96.8,67.4,,
15/06/1989,,113.7,114.5,101.334,100.746,3.7,,,,7.1,1413,924.65,362,6.77,5,18.05,,,,,106.1,209.2,356.4,600.6,1.11114,100.89,97.3,67.4,,
15/07/1989,,114,115.6,101.341,100.723,6.7,,,,7,1492.33,958.48,375.25,6.66,5,18.4,,,,,111.6,216.1,360.7,603,1.14169,101.54,98.6,66.5,,
15/08/1989,,112.3,113.7,101.341,100.695,3.1,,,,7,1578.91,1006.38,368.75,6.7,5,17.15,,,,,107.3,213.8,362.7,606.9,1.18516,100.58,98.1,67.1,,
15/09/1989,,111.7,113.4,101.333,100.673,1,,,,7,1608.33,1040.88,359,6.91,5,17.3,,,,,105.5,207.7,365.8,607,1.12017,100.3,98.1,66.9,,
15/10/1989,,109.7,114.4,101.325,100.666,0.5,,,,6.9,1577.8,1027.48,366.5,7,6,18.6,,,,,108.7,211.8,368.4,609.5,1.17121,101.86,98.5,67.5,,
15/11/1989,,110.3,114.8,101.326,100.683,-2.6,,,,7.1,1476.19,972.43,373.75,7.28,6,19.1,,,,,108.3,228.7,373.2,610.6,1.19338,103,99.2,67.7,,
15/12/1989,,111,116.4,101.338,100.728,0.2,,,,7,1612.44,1034.12,413.75,7.23,6,18.75,,,,,117.9,227.2,380.7,614.7,1.2247,105.51,99.2,67.9,,
15/01/1990,,111,116.4,101.352,100.795,0,,,,6.8,1790.37,1098.49,401,7.57,6,20.95,,,,,109.9,218.5,383.4,616.5,1.28303,106.28,99.9,68.3,,
15/02/1990,,109,115.1,101.363,100.888,-4,,,,6.7,1858.08,1081.45,416.25,8.42,6,19.95,,,,,114.7,220.5,389.3,618.8,1.29723,106.22,100.2,68.6,,
15/03/1990,,108.7,116.1,101.367,101.003,-4.7,,,,6.6,1787.87,1039.54,407.75,8.74,6,19.45,,,,,104.5,210.2,390.7,620.5,1.27642,105.51,100.1,68.5,,
15/04/1990,,109.5,117.7,101.356,101.121,0.9,,,,6.6,1931.3,1102.63,369,8.64,6,18.55,,,,,109.5,215.3,394.2,621.6,1.28737,105.55,101.2,68.8,,
15/05/1990,,108.3,117.5,101.32,101.23,1.1,,,,6.5,1813.25,1088.04,368.25,8.66,6,16.55,,,,,110.8,220,398,622.5,1.3095,105.28,101.8,69,,
15/06/1990,,108.2,117,101.245,101.314,0.5,,,,6.5,1856.95,1116.17,362.75,8.77,6,15.75,,,,,111.1,243.7,432.5,626.1,1.29968,104.39,102.3,68.9,,
15/07/1990,,107.6,119.3,101.124,101.369,3.3,,,,6.4,1915.3,1124.08,357.5,8.54,6,16.4,,,,,123,256.5,439.6,720.4,1.33097,104.29,102.5,68.1,,
15/08/1990,,106.3,119.4,100.957,101.376,0.7,,,,6.3,1892.89,1108.96,373.25,8.85,6,20.15,,,,,122.7,250.3,450.1,723.4,1.38667,104.99,100.8,69,,
15/09/1990,,103.3,119.3,100.754,101.315,-4.7,,,,6.2,1629.22,958.14,387,9.02,6,29.1,,,,,123.6,257.8,456,730.3,1.38611,104.15,98.9,68.9,,
15/10/1990,,101.3,117.5,100.543,101.19,-5.1,,,,6.1,1420.73,875.4,396.5,9.02,6,37.95,,,,,119.1,253.4,459.7,735.4,1.41108,104.6,97.6,69.7,,
15/11/1990,,100.4,118.7,100.342,101.017,-4.1,,,,6,1417.26,884.62,380.25,8.93,6,35.5,,,,,126,267.5,461.5,734.2,1.45166,105.39,98.7,69.8,,
15/12/1990,,100.9,118.8,100.165,100.821,-2.9,,,,5.9,1462.58,891.1,381.25,8.82,6,31.1,,,,,130.4,292.2,481.4,735.3,1.44095,106.48,99.3,69.8,,
15/01/1991,,98.3,117.4,100.022,100.62,-5.9,,102.4,83.7,5.7,1398.23,858.72,391.5,8.89,6,28.85,,,73,166.5,136.8,277.3,487,737.4,1.45366,105.69,100.2,68.6,49.7,
15/02/1991,,94.8,114.4,99.927,100.436,-8.3,,102.4,82.7,5.7,1426.51,871.68,365.65,8.37,6.5,20.85,,,69.8,166.5,129.6,281.8,492.8,740.7,1.46929,106.15,100.9,68.9,49.2,
15/03/1991,,96.8,111,99.886,100.291,-12.1,,101.5,82.1,5.6,1516.74,948.8,366.55,8.4,6.5,20,,,71,171.8,126.7,272.5,494.6,743.6,1.40632,104.09,100.6,68.9,49.4,
15/04/1991,,96.5,109.6,99.882,100.189,-10.6,,102.1,81.4,5.6,1522.8,988.77,355.85,8.32,6.5,17.65,,,69.3,171,131.7,272,494.6,744.1,1.27131,101.73,100,69.2,49.8,
15/05/1991,,95.5,109.3,99.897,100.124,-9.4,,101.6,80.2,5.6,1605.79,1004.74,356.5,8.35,6.5,19.65,,,68.8,171.3,123.9,273.7,499.8,747.3,1.27354,101.69,100,69.4,49.6,
15/06/1991,,94.1,107.5,99.918,100.094,-8.4,,101.2,83.6,5.6,1694.11,1048.03,363.8,8.34,6.5,18.75,,,69.9,177.1,134,281.9,502.2,749.9,1.24336,101.28,99.8,69.8,51.2,
15/07/1991,,92.8,103.1,99.934,100.09,-14.7,,101.3,81.2,5.7,1625.2,1004.3,368.95,8.59,6.5,18.7,,,68.2,177.4,137.6,285.2,508.4,753.9,1.18941,102.09,99.9,70.6,50.6,
15/08/1991,,93,101.8,99.945,100.105,-15.3,,101.9,80.1,5.7,1622.56,1003.75,363.5,8.54,7.5,19.35,,,71.9,186.6,127.4,276.4,513.7,758.6,1.23007,102.5,100.1,70.6,50.5,
15/09/1991,,94.3,101.9,99.949,100.128,-9.9,,101.7,79.3,5.7,1650.46,1016.78,348.1,8.41,7.5,20.7,,,68.3,191,129.2,284.5,515.5,762.4,1.23957,102.85,100.9,70.6,50.1,
15/10/1991,,94.4,102,99.948,100.149,-9.1,,103.1,81,5.7,1609.62,1008.05,353.85,8.31,7.5,21.15,,,69.7,188.7,127.4,279.2,519.8,767.5,1.29318,104.01,100.8,71.7,51.7,
15/11/1991,,95.4,101.8,99.942,100.146,-9.3,,101.9,81.9,5.6,1573.55,998.85,357.85,8.28,7.5,22.7,,,70.9,193.4,131.1,293.5,526,772.6,1.29767,105.31,101.2,72,52.1,
15/12/1991,-59,93.4,101.8,99.931,100.109,-9.8,,100.2,81.8,5.7,1545.44,974.07,367.95,8.2,8,19.55,,,71.7,185.4,133.8,304.5,529,780.9,1.33079,107.01,102.2,72.1,53.1,
15/01/1992,-49.2,93.9,102,99.913,100.042,-10.6,,99.8,82.8,7.6,1577.98,1000,353.3,7.94,8,17.75,,,71,191,132.4,277.9,537.2,784.3,1.41099,106.55,102.8,72.5,53.3,38565
15/02/1992,-41.1,96,101.7,99.875,99.939,-9.4,,98.6,84.1,7.4,1689.01,1056.81,356.7,7.88,8,18.35,,,71.2,204.9,127.8,278.2,541.9,789.3,1.34903,105.9,102.7,72.9,54.1,38524
15/03/1992,-41.7,94.8,98.6,99.807,99.793,-11.8,,98.7,81.8,7.4,1747.87,1083.9,350.85,7.94,8,17.15,,,70.6,182.7,134.2,278.5,546.8,795.3,1.31088,105.68,102.4,73.2,53,38478
15/04/1992,-26.5,94.3,96.4,99.71,99.601,-15.1,,97.5,81.7,7.5,1707.3,1058.37,344,7.94,8,18.55,,,68.5,188.5,129,282.2,554.1,799.4,1.29893,105.89,102.8,73.5,53.5,38451
15/05/1992,-4,94.8,95.2,99.579,99.36,-16.8,,98.9,81,7.6,1734.03,1082.71,337.25,7.96,8,19.9,,,67,184.1,130.9,284.5,556.3,804.1,1.31266,105.93,102.9,73.7,53.3,38425
15/06/1992,3.2,92.8,95.4,99.408,99.071,-13.8,,98.9,79.8,7.6,1798.14,1103.53,337.2,8.12,8,20.95,,,65.5,203.5,137.8,289,561.3,810.4,1.34056,106.75,103.3,73.9,53.4,38371
15/07/1992,-5.6,89.7,95.9,99.196,98.737,-12.6,,97.6,78.3,7.8,1756.26,1048.29,344.15,8.14,8.75,20.55,,,64,188.2,134.7,286.9,569,816.2,1.41778,108.47,103.9,74.1,53.2,38303
15/08/1992,-36.8,86.8,92.7,98.948,98.375,-12.9,,93.9,78.8,7.8,1594.71,987.91,353.5,7.99,8.75,20.15,,,64.7,185,139,290.4,572.5,823.7,1.45415,109.78,104.6,74.1,53.3,38224
15/09/1992,-32.1,83.7,88.6,98.68,98.021,-15.8,,92.3,77.9,7.8,1518.7,945.84,342.45,7.65,8.25,20,,,65.1,194.1,134.2,294.4,589.9,832.7,1.52907,110.64,105.1,74.1,53.2,38157
15/10/1992,-53.9,80.7,85,98.408,97.708,-18.1,,88.7,77.8,7.9,1484.03,958.97,348.25,7.38,8.25,20.29,,,61.4,206.4,136.7,297.3,590.5,846.9,1.43476,112.04,104.8,74.1,53.4,38099
15/11/1992,-59.3,77.8,80.3,98.148,97.473,-22.6,,86.3,76.6,8,1472.57,979.79,339.75,7.31,8.25,19.42,,,62,210.7,152.9,327,594.6,846.3,1.30826,110.39,104.6,74.4,53.5,38050
15/12/1992,-62.2,77.6,80.4,97.923,97.33,-26.2,,87.1,75.5,8.1,1544.89,1010.7,334.65,7.29,8.25,18.57,,,63.4,219.2,147.6,331.9,589.8,847.2,1.284,111.71,104.7,74.5,53.1,38015
15/01/1993,-49.7,77.4,80.8,97.74,97.257,-25.7,,89.4,74.6,8.2,1545.05,1033.51,333.05,7.16,8.25,18.02,,,62.3,219.4,145.3,306.2,588.1,842.7,1.24837,112.67,104.9,75.8,53.5,38002
15/02/1993,-36.8,78.7,81,97.609,97.241,-24.5,,88.7,73.4,8.3,1585.16,1051.34,329.85,6.93,8,18.68,,,60.5,202.6,145.9,307.1,591.7,844.7,1.22989,113.36,104.8,76.4,53.9,37971
15/03/1993,-29.4,78.8,79.8,97.534,97.287,-27.5,,91.6,73.5,8.4,1700.95,1140.59,328.55,6.63,7.5,18.96,,,59.2,221.6,133,305.3,599.2,854.4,1.21232,112.97,104.7,76.6,54.2,37917
15/04/1993,-24.1,79.7,81,97.512,97.384,-22.9,,90.3,72.9,8.5,1671.58,1130.04,336.85,6.66,7.25,18.89,,,59.4,227.3,129.3,307.9,604.5,867.4,1.23673,113.02,105.4,76.8,54.2,37858
15/05/1993,-14,80.7,81.2,97.542,97.53,-23.7,,91.2,73,8.7,1629.16,1117.22,355.75,6.8,7.25,19.03,,,60.7,227.6,135.2,311.2,607.4,871.3,1.26027,111.91,105.7,76.9,54.7,37785
15/06/1993,-7.6,78.1,80.5,97.622,97.714,-23.6,,94,72.4,8.8,1619.89,1107.38,375.25,6.79,7.25,18.3,,,59.8,236.4,135.8,316.2,614.8,877.6,1.25098,110.63,105.4,77.1,55,37760
15/07/1993,24.3,78.7,80.3,97.749,97.928,-26.2,,94.6,71,9.1,1706.63,1156.84,383.5,6.61,6.75,16.97,,,60.5,262.4,134.6,315.9,621.2,886.1,1.1816,110.17,104.8,77.5,54.2,37732
15/08/1993,26.8,80.5,82.1,97.917,98.163,-25.3,,97.3,74.1,9.2,1815.08,1245.89,403.25,6.39,6.75,16.67,,,60.2,252.4,144.8,319.2,621.4,891.3,1.14026,111.31,105.1,77.5,55.8,37710
15/09/1993,29.6,82.9,83,98.118,98.405,-23.4,,96.5,73.3,9.4,1918.58,1307.58,369.75,6.12,6.25,16.46,,,62.6,245,141.4,322.4,624.7,892.6,1.17467,112.92,106.1,77.4,56.2,37699
15/10/1993,31.1,83.6,83.3,98.352,98.657,-26.7,,98.3,73.7,9.6,1912.09,1287.49,355.2,5.94,5.75,17.12,,,61.9,273.3,136.8,326.7,628.6,900,1.1919,112.75,106.1,77.4,56.5,37668
15/11/1993,19.6,84.9,84.3,98.618,98.933,-27,,97,73.1,9.6,2062.12,1360.77,362.75,5.86,5.75,16.05,,,61.9,286.9,152.2,354.1,637.8,908.3,1.14908,110.98,105.7,77.5,56.7,37644
15/12/1993,29.6,86,85.3,98.917,99.244,-25.6,,99.1,73.9,9.6,2089.87,1347.38,375.45,5.83,5.75,14.62,,,64.2,276.4,146.7,360.9,650.1,922,1.12964,110.29,105.9,77.7,57,37670
15/01/1994,37.2,89.1,86.7,99.241,99.589,-24.6,,99.6,73.7,9.7,2267.98,1440.91,390.75,5.77,5.75,13.47,98.2,104.9,61.2,304.1,146.1,344,653.2,937.8,1.12509,109.91,105.8,78.1,57.2,37737
15/02/1994,44,91.7,89.2,99.58,99.959,-24.5,,101,74.8,9.7,2179.67,1453.55,384.75,5.97,5.25,15.28,98.1,103.6,63.2,286.1,151.9,340.9,653.9,944.9,1.13771,110.04,105.6,78.7,58.5,37765
15/03/1994,61.7,93.3,92.4,99.919,100.327,-18.9,,102.9,74.3,9.7,2067.05,1374.03,381.3,6.29,5.25,13.6,99.1,103.6,65.3,314.9,137.3,336.5,662,951,1.14353,111.33,105.8,78.8,58.4,37744
15/04/1994,78.5,95.5,94.3,100.245,100.673,-15.7,,105.6,75.2,9.8,2133.11,1368.12,389.75,6.43,5,13.66,97.3,103,65,298.4,137.8,341.6,666,960.3,1.16,110.88,105.7,78.9,58.6,37700
15/05/1994,86.4,98.4,97.6,100.546,100.988,-10.9,,105.8,75,9.8,2268.65,1432.21,376.1,6.63,4.5,16.23,97.5,101.9,64.1,296.8,141.3,344.6,661.5,962.9,1.18978,111.8,105.3,79.1,59.3,37725
15/06/1994,83.4,101.7,100.6,100.816,101.266,-6.6,,107.2,75.3,9.7,2129.7,1348.31,385.7,7.05,4.5,16.54,96.6,102.1,65.9,291.4,144,350.5,664.5,964.2,1.19167,112.41,104.7,79.2,59.5,37746
15/07/1994,80.6,103.5,101.6,101.05,101.505,-5.6,,106.5,75.1,9.7,2036.52,1286.27,385,6.9,4.5,18.38,96.9,102.6,65.5,278.8,140.3,347.1,658.9,965.9,1.22062,113.77,105,79.4,59.7,37743
15/08/1994,87.9,106,102.6,101.252,101.719,-6.5,,106.3,75.3,9.6,2153.79,1380.36,383.2,7.1,4.5,19.12,97,102.7,64.9,279.6,136.5,347.7,654.9,963.6,1.23567,114.11,105.4,79.6,59.9,37784
15/09/1994,79.7,108.3,105.1,101.412,101.906,-4.7,,108.4,76,9.5,2200.8,1384,386,7.53,4.5,15.99,97.2,104.2,67.8,292.9,136.7,350.1,652.6,966.3,1.23298,113.27,105.5,79.4,60.4,37821
15/10/1994,74.6,109.9,109.2,101.521,102.036,0.2,,109.7,77.7,9.4,2011.75,1292.05,394.9,7.57,4.5,16.86,98.7,103.3,68.4,295.2,140.2,355.3,648.1,965.4,1.25049,113.53,105.5,79.3,61.6,37833
15/11/1994,74.5,110.1,108.2,101.574,102.083,-1.2,,108.7,77.9,9.3,2069.73,1321.83,383.75,7.5,4.5,17.58,99.5,102.9,68.7,317.3,143.2,374.4,642.7,964.1,1.29177,113.28,105.6,79.4,62.2,37854
15/12/1994,75,110.1,107.5,101.562,102.026,-4.3,,106.8,78.1,9.3,2046.59,1321.32,380,7.45,4.5,16.97,99.2,104.9,71.4,306.6,146.8,378.8,630.5,958.2,1.23092,112.98,105,79.6,62,37873
15/01/1995,76.6,110.7,107.7,101.479,101.87,-4.1,,106,76.7,9.2,2079.45,1315.75,382.75,7.58,4.5,16.22,97.4,103,66.3,284.1,144.6,355.9,973.9,1029.6,1.24112,114.23,105.3,79.9,60.9,37849
15/02/1995,67.3,110.9,107,101.348,101.644,-5.9,,104.5,77.7,9.2,2048.43,1314.58,376.2,7.4,4.5,16.99,99.3,105.4,67.5,305,146.5,355.1,972.6,1027.6,1.25611,115.49,105.5,80.3,62.3,37845
15/03/1995,30.8,109.4,108,101.188,101.373,-0.4,,102.6,76.8,9.2,2126.15,1322.62,375.05,7.26,4,17.12,99.4,105.7,67.6,272.5,138.6,349.3,968.8,1021.2,1.28656,119.2,106.3,80.3,62.5,37868
15/04/1995,11.1,107.9,106.2,101.021,101.095,-3.2,,100,77.1,9.3,1930.82,1298.18,391.9,7.07,4,17.82,98.4,104.2,66.6,276.5,139.3,353.5,970.4,1024.3,1.33861,118.93,106.5,80.4,62.6,37912
15/05/1995,11.5,107.6,106.2,100.856,100.841,-3,,100.5,77.6,9.3,2015.94,1353.12,387.4,6.85,4,19.97,98.4,105.2,68,278.5,139.7,358.3,978.4,1032.7,1.33285,117.18,106.6,80.4,62.7,37847
15/06/1995,6,106.4,105.9,100.685,100.612,-3.8,,99,76.8,9.4,2126.38,1394.26,384.3,6.7,4,17.89,99,106.1,65.6,263.2,137.5,360.8,979.4,1036.7,1.31736,116.77,106.8,80.5,62.6,37867
15/07/1995,9.8,105.7,105.4,100.505,100.418,-4.6,,98.1,76.6,9.4,2092.26,1371.32,384.7,6.79,4,16.44,98,105.1,67.7,258.8,140.7,361.6,983.1,1030.4,1.35517,117.33,107.4,80.7,62.6,37878
15/08/1995,14.1,103.9,103.7,100.317,100.247,-8.6,,98.6,75.6,9.5,2220.02,1435.56,382.4,6.71,3.5,16.12,98,104.4,64.6,267.1,136,360.8,986.6,1034.1,1.36662,115.22,107.1,80.7,62.3,37863
15/09/1995,17.4,102,102.7,100.125,100.09,-8.9,,98.9,77,9.6,2233.09,1432.19,381.05,6.56,3.5,16.54,97.8,104.3,66.9,268.3,138.8,364,992.8,1038.4,1.29773,114.57,106.9,80.7,63.5,37877
15/10/1995,9.8,100.6,101.9,99.936,99.936,-10.9,,98.1,75.2,9.7,2205.02,1422.45,382.65,6.55,3.5,16.56,96.6,102.9,64,268.1,139.5,368.8,999.8,1047.2,1.32462,116,107.2,80.5,62.9,37912
15/11/1995,-6.5,98.5,101.3,99.757,99.785,-11.6,,97.4,75.7,9.7,2163.22,1406.86,382.25,6.32,3.5,16.58,96.3,104.8,65.4,269.3,144.4,391.3,1008.9,1058.2,1.33429,115.59,107.2,80.5,63.2,37916
15/12/1995,-9.1,96.3,100.4,99.589,99.643,-13.4,,95.8,75.8,9.9,2260.66,1461.04,386.45,6.07,3,17.44,96.2,104.5,66.4,287,152.4,405,1011.3,1064,1.31486,115.08,106.8,80.8,63.9,37947
15/01/1996,8.4,96,98.1,99.436,99.521,-17.5,,95.3,76.1,10,2253.88,1506.82,387.05,5.9,3,19.1,96.4,104.1,64.7,246.1,140.7,383.2,1019.7,1079,1.33139,114.19,106.6,81,63.8,37925
15/02/1996,19.5,93.9,96.3,99.3,99.429,-18.7,,95.6,75.5,10.2,2459.26,1608.78,410.55,6.18,3,16.8,95.2,104,63.9,264.7,142.7,386.3,1027.9,1087.7,1.2873,114.4,106.8,81.5,64,37900
15/03/1996,31.5,93.1,96.3,99.189,99.387,-17.5,,94.5,75.7,10.3,2501.22,1609.59,398.65,6.44,3,18.73,94.4,103.3,66.4,286.5,145.1,386.1,1032.1,1092.2,1.30229,113.25,106.4,81.5,64.3,37833
15/04/1996,44.9,94.7,95.6,99.11,99.395,-18.9,,95.1,75.6,10.3,2489.09,1619.33,394.75,6.39,2.5,21.28,95.8,104.5,66,283.1,146.1,391.2,1042.2,1095.2,1.29783,111.73,106.2,81.5,64.7,37903
15/05/1996,54.8,93.1,94.6,99.071,99.446,-18.8,,95.5,76.2,10.3,2505.25,1675.67,393.95,6.45,2.5,19.38,95.9,104,66.1,291.4,146.5,392.5,1044.2,1095.5,1.26745,110.64,106.3,81.6,65.5,37976
15/06/1996,65.1,94.7,93.8,99.067,99.528,-20.7,,95.9,76.5,10.3,2532.83,1662.58,390.85,6.57,2.5,18.25,95,103.4,67.3,283.4,146.1,397.8,1047.9,1098.2,1.27421,110.94,106.6,81.7,66,37925
15/07/1996,66.4,95.8,95.6,99.09,99.64,-19.8,,98.2,75.8,10.4,2564,1663.44,381.5,6.48,2.5,19.82,95.3,103.7,67,274.5,143,397,1054.9,1102.7,1.27829,111.73,106.6,81.8,65.8,37920
15/08/1996,62.2,96,96,99.133,99.765,-19.4,,99.7,76.8,10.4,2494.46,1601.71,386.5,6.3,2.5,19.53,95.5,104,67.2,296.3,146.2,397.2,1060.3,1107.4,1.31355,112.23,106.6,81.8,66.6,37894
