"","mse","rank.mean","rmse","theilsu","rank.rmse","rank.rank.mean","cw.p"
"MT.all",375.904827268509,89.5,19.388265194919,1.00536556857542,131,104,0.208867809700073
"MT.de",388.251636216325,86.3173076923077,19.7041020149695,1.0217430763604,145,69,0.61697374870595
"MT.presence",381.94857634519,93.5961538461538,19.5435047098823,1.01341541015007,139,133,0.0849700547761603
"MT.future",357.155890392766,90.1730769230769,18.8985684746958,0.979972671552032,91,111,0.160506175287858
"MT.climate",365.796687814002,86.3461538461538,19.1258120824712,0.991756237365653,100,70,0.149010245615455
"MT.de.present",366.014548158385,87,19.131506688141,0.992051527346963,101,80,0.0244401506061672
"MT.de.future",369.306804444592,80.3269230769231,19.2173568537557,0.99650323046211,108,36,0.174889678079804
"MT.de.climate",382.796151804499,85.8076923076923,19.5651770195033,1.01453921331995,140,66,0.557228038097057
"MT.currency",374.001589265686,101.855769230769,19.3391206952562,1.00281721330231,123,165,0.108915411418841
"MT.taxation",385.342036991117,98.4807692307692,19.6301308449821,1.01790735064565,144,157,0.57183329704937
"MT.cycle",327.298048392966,65.1730769230769,18.0913804999222,0.93811647714542,74,6,0.104973030963573
"MT.labor",388.559491899163,100.461538461538,19.7119124363711,1.02214808055621,146,161,0.86194793195454
"MT.budget",373.35196068049,98.7403846153846,19.322317683976,1.0019459043523,122,158,0.219484629195255
"MT.de.taxation",360.91564814199,96.8173076923077,18.997780084578,0.9851172234537,94,151,0.19284692029633
"MT.de.cycle",353.432281937201,72.2692307692308,18.7997947312517,0.974850824922661,90,18,0.0614100178244565
"MT.de.labor",395.615981205391,96.5769230769231,19.8900975665126,1.03138775171169,152,150,0.822125959835495
"MT.de.budget",381.0756443954,85.1538461538462,19.5211588896612,1.01225668253695,138,60,0.672970444610089
"DMT.all",371.392541354241,90.3269230769231,19.2715474561396,0.999313248028375,113,113,0.0814147642001146
"DMT.future",370.487082358669,86.875,19.2480410005452,0.998094336441584,111,78,0.14723552738723
"DMT.presence",379.127865928441,92.7115384615385,19.4712060727743,1.00966641251297,137,127,0.188794666398531
"DMT.climate",366.632047465689,87.2211538461538,19.147638169385,0.992888014554547,102,82,0.0985827614472179
"DMT.de",371.855908870483,90.1923076923077,19.2835657716741,0.999936449769697,116,112,0.0997566458941018
"DMT.de.future",369.205622234813,86.8076923076923,19.2147240998879,0.996366710765137,107,76,0.148222086308803
"DMT.de.present",367.739320985735,83.0384615384615,19.1765304731,0.994386205705737,105,47,0.035756676369419
"DMT.de.climate",372.908994470723,90,19.3108517282569,1.00135134486104,119,109,0.0905235046693095
"DMT.budget",362.77687173967,87.8365384615385,19.0467023849188,0.987654056729064,96,86,0.106911046559303
"DMT.currency",376.720318298948,95.3461538461538,19.4092843324773,1.00645550194335,132,146,0.783751128026957
"DMT.labor",375.379097684903,90.0961538461538,19.374702518617,1.00466228503588,128,110,0.913395584748125
"DMT.cycle",364.858264336247,84.4807692307692,19.1012634225134,0.99048328296627,99,56,0.066548652085709
"DMT.taxation",374.185371813383,91.625,19.3438716862314,1.00306357277259,124,124,0.722485696294054
"DMT.de.budget",369.790433784377,85.6826923076923,19.2299358757219,0.997155507261711,109,64,0.134034007832098
"DMT.de.labor",375.22349514223,89.5,19.3706864912483,1.00445403661353,127,104,0.885236296532454
"DMT.de.cycle",367.530123670174,88.8365384615385,19.1710751829462,0.994103325270991,104,100,0.0109317921353788
"DMT.de.taxation",366.758805022945,92.1442307692308,19.1509478883669,0.993059637826285,103,125,0.195015023178692
