"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",98.5909119250395,88.13,9.92929564093242,59,97,0.0332809873874119
"MT.de",98.7736926983517,84.09,9.93849549470903,64,75,0.041516123730319
"MT.presence",99.3301703622809,87.15,9.96645224552252,70,92,0.0346483456828056
"MT.future",119.265597361634,103.98,10.9208789647003,135,159,0.174120905924915
"MT.climate",102.669472226794,91.09,10.1325945456627,98,120,0.0381968727977267
"MT.de.present",113.870274579039,89.48,10.6710015733781,126,108,0.0391177783144018
"MT.de.future",106.84598794209,91.17,10.3366332982306,110,123,0.195782966827486
"MT.de.climate",95.6004399778834,84.08,9.77754774868849,37,74,0.0470365531694186
"MT.currency",109.032729202561,98.64,10.4418738357902,117,152,0.0472449796429533
"MT.taxation",103.631928927558,90.22,10.1799768628204,104,110,0.861392184329922
"MT.cycle",105.169094180516,77.93,10.255198397911,107,37,0.557997272825427
"MT.labor",114.089688948272,103.02,10.6812774960803,127,158,0.229130574193614
"MT.budget",119.735297364759,102.53,10.9423625129475,137,156,0.619821514716413
"MT.de.taxation",100.982167988832,88.99,10.0489884062443,89,104,0.773889596321731
"MT.de.cycle",99.5131348117075,80.75,9.97562703852281,73,50,0.407048106779713
"MT.de.labor",111.782007896912,95.41,10.5727010691172,121,143,0.162831683577324
"MT.de.budget",118.405399023004,96.17,10.8814244942013,131,146,0.744839471594324
"DMT.all",105.633984403916,83.19,10.2778394813266,108,67,0.0324540955727552
"DMT.future",103.192477093954,83.34,10.1583698049419,101,70,0.118546028258499
"DMT.presence",99.1255006321488,79.08,9.95617901768288,68,42,0.016890946933963
"DMT.climate",106.043335251246,81.46,10.297734471778,109,52,0.0550683850768442
"DMT.de",96.9013817413787,78.7,9.84384994508646,41,39,0.0465296403227635
"DMT.de.future",97.0850309495309,79.72,9.85317364860332,42,45,0.0117659801847119
"DMT.de.present",94.6114182303352,78.41,9.72684009482706,32,38,0.0678719540929175
"DMT.de.climate",100.226756692834,83.11,10.0113314145939,84,66,0.0690304067515927
"DMT.budget",97.0999398123524,80.27,9.85393017086849,43,48,0.0282714936211784
"DMT.currency",97.8189280258503,83.88,9.89034519245159,48,73,0.0344716357227588
"DMT.labor",98.0300253525045,81.85,9.90101132978366,52,56,0.225341733059545
"DMT.cycle",97.9507718157617,80.5,9.89700822550743,51,49,0.00266202375579105
"DMT.taxation",98.3662080965382,84.67,9.91797399152358,57,80,0.138879389641836
"DMT.de.budget",97.5199958151734,79.79,9.8752213046176,44,46,0.142135243733715
"DMT.de.labor",97.831924380937,81.78,9.89100219294976,49,55,0.175534911131601
"DMT.de.cycle",98.1368525778499,83.25,9.90640462417369,55,68,0.0226373545818033
"DMT.de.taxation",98.6747128088554,85.77,9.93351462518959,63,86,0.14550909426188
