"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,11,7,9,9,9,11,12,NA,NA,NA,NA,15,13,11,10,9,8,8,8,8,9,9,9,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,21,NA
"ECCS2",NA,43,46,45,38,28,15,55,46,20,25,NA,37,35,14,54,39,61,NA,11,9,9,8,8,8,12,24,9,8,14,17,21,31,35,31,51,29,26,9,7,5,5,5,5,5,5,7,7,5,5,5,7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
"ECCS3",NA,NA,NA,NA,56,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,23,NA,31,39,NA,21,25,20
"ECCS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,63,58,NA,49,NA,NA,61,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,5,5,4,4,5,4,3,2,3,1,2,2,4,6,4,5,4,2,3,3,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,4,3,3,3,3,3,5,6,6,3,1,1,1,1,1,1
"ECCS6",16,19,37,31,33,23,NA,26,23,31,30,32,34,38,NA,NA,NA,50,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",3,13,30,42,43,54,55,NA,NA,59,NA,49,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,40,43,NA,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,52,40,36,36,36,46,37,46,38,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,34,NA,56,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14,8,6,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,50,NA,NA,NA,NA,NA,40,33,10,9,9,9,9,8,8,8,7,7,7,7,7,7,6,6,5,5,4,4,5,6,7,7,5,5,5,5,6,3,2,2,5,5,18,NA,30,NA,45,NA,NA,NA,57,54,42,NA,NA,NA
"ECCS9",NA,NA,NA,NA,35,NA,NA,NA,38,7,8,4,5,3,2,20,21,14,11,4,5,3,3,3,3,3,1,2,1,1,1,2,2,3,3,3,6,25,5,5,8,20,33,16,12,12,8,9,6,6,6,5,7,10,14,20,21,19,19,10,10,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,8,8,9,10,13,12,12,15,18,18,19,19,15,12,22,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS10",NA,NA,NA,NA,58,56,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,16,63,54,NA,48,77,NA,43,NA,12,17,37,30,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,34,35,32,32,39,39,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,33,48,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,44,37,41,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,53,NA,NA,NA,NA,NA,37,36,26,31,32,20,19,16,19,21,21,24,22,23,42,38,36,36,36,32,34,32,33,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,47,NA,NA,55,46,40,29,42,NA,NA,NA,NA,52,54,51,44,45,NA,NA
"ECCS12",NA,NA,NA,4,3,NA,4,2,2,1,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,42,33,23,NA,NA,NA,NA,NA,NA,NA,NA,38,38,39,35,40,NA,NA,NA,NA,NA,NA,NA,NA,52,49,44,43,44,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,28,29,29,37,42,NA,NA,NA,NA,62,47,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,16,29,16,15,17,17,16,16,19,19,17,16,18,15,14,14,14,11,11,11,12,12,12,11,9,10,13,13,13,12,12,14,14,14,14,15,18,18,17,14,14,NA,31,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,41,46,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,45,40,NA,NA,NA,29,NA,NA,NA,15,NA,NA
"MT.presence",26,NA,15,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,36,48,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,40,NA,NA,NA,37,31,18,18,13,15,15,18,31,31,31,33,31,31,33,31,31,28,24,26,33,32,27,30,24,25,28,32,32,35,37,36,35,20,19,17,17,21,34,22,46,28,29,38,40,48,45,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
"MT.future",49,NA,NA,NA,NA,NA,NA,NA,55,NA,60,NA,NA,NA,NA,62,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,12,NA,12,13,12,13,16,16,16,14,16,13,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,31,NA,49,48
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,41,50
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,16,15,NA,NA,NA,NA,NA,NA,NA,NA,52,45,NA,NA,NA,NA,44,45,40,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,7
"MT.de.future",NA,NA,NA,53,51,50,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,30,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,30,NA,20,47,NA,NA,NA,NA,NA
"MT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
"MT.currency",NA,NA,50,NA,57,38,30,NA,NA,NA,61,NA,NA,NA,29,46,53,NA,NA,12,14,21,NA,NA,26,14,15,NA,NA,NA,59,NA,59,NA,56,NA,68,NA,38,55,NA,NA,50,49,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,34,28,34,NA,NA,NA,NA,NA,20,24,29,30,28,53,53,NA,NA,NA,NA,NA,NA,18,18,19,17,19,27,28,28,21,24,NA,NA,53,NA,42,35,NA,NA,NA,NA,34,NA,NA,37,30,10,NA,39,NA
"MT.taxation",NA,NA,20,13,41,21,NA,22,31,43,27,25,25,NA,53,NA,NA,37,28,42,31,37,37,37,60,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,11,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,17,16,23,13,11,29,NA,NA,NA,50,NA,NA,NA,NA,13,12,NA,NA,14,NA,NA,NA,43,18
"MT.cycle",48,NA,NA,22,23,NA,NA,32,32,30,NA,39,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,55,41,36,42,44,48,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,39,41,NA,NA,28,NA,NA,NA,48,NA,NA,NA
"MT.labor",NA,NA,NA,NA,10,13,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,18,NA,32,29,36,NA,NA,NA,NA
"MT.budget",NA,NA,NA,25,31,32,NA,29,29,37,51,58,40,44,36,38,40,29,21,30,17,16,29,33,38,NA,45,42,NA,41,35,55,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,27,26,NA,36,23,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"MT.de.taxation",NA,NA,48,54,NA,NA,NA,NA,NA,NA,64,NA,NA,24,27,51,65,NA,NA,NA,NA,NA,NA,NA,31,26,34,31,39,33,33,65,NA,NA,46,55,24,21,18,9,12,13,12,12,13,10,11,14,12,12,11,14,14,14,13,14,14,13,14,17,17,19,19,20,16,17,17,15,15,13,13,15,15,15,13,13,14,14,12,12,11,14,13,13,12,13,14,15,14,11,15,13,16,14,19,18,17,11,9,11,9,32,NA,NA,50,46,56,12,24,10,26
"MT.de.cycle",19,24,21,23,NA,NA,NA,23,22,19,26,21,20,NA,NA,NA,NA,NA,NA,34,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,35,23,32,39,26,32,45,NA,51,44,43,NA,NA,NA,50,NA,NA,55,59,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,50,46,52,47,50,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,5
"MT.de.labor",6,4,4,8,13,10,13,15,13,9,17,27,26,16,23,18,18,16,15,7,12,11,16,21,15,19,NA,NA,NA,NA,NA,13,11,14,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,26,38,16,41,28,26,31
"MT.de.budget",NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,57,35,33,36,NA,NA,NA,NA,NA,37,35,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,36,NA,38,36,31,NA,NA,43,43,53,60,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,NA,14,18,NA
"DIS.M",46,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,58,59,47,43,48,54,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,52,50,53,31,31,31,31,31,29,32,31,34,41,44,43,50,39,41,45,23,42,NA,NA,28,23,24,20,NA,11,NA,NA,NA,NA,60,NA,NA,39
"DIS.D",NA,NA,NA,NA,44,60,NA,NA,NA,NA,56,NA,46,53,35,NA,NA,NA,NA,55,41,NA,30,34,28,22,20,23,21,21,13,16,25,36,30,31,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,13,18,17,21,23,22,23,25,21,21,20,21,21,21,21,18,16,18,15,18,18,19,19,19,22,22,25,28,29,30,26,29,NA,NA,NA,NA,NA,NA,34,28,30,19,47,NA,NA,12,11,14,NA,NA,NA,NA,NA,16,NA,54,NA,NA,29
"DIS.3M",50,NA,NA,21,29,26,31,12,8,29,NA,NA,59,NA,NA,63,7,5,5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15,NA,57,28,53,32,23,28,19,16,13,15,19,24,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,27,20,22,16,10,12,13,18,17,5,5,8,13,15,17,19,21
"DIL.3",NA,NA,26,20,24,NA,NA,NA,NA,53,NA,NA,43,NA,21,12,9,25,29,22,29,13,25,NA,10,NA,16,13,10,7,6,10,7,NA,41,21,NA,52,15,4,7,8,11,13,15,16,19,21,19,19,24,23,34,34,32,26,28,26,27,32,32,36,39,40,31,31,31,31,22,24,23,26,23,25,24,27,27,23,22,24,22,20,20,20,23,22,22,20,20,18,18,15,15,21,25,NA,NA,NA,32,37,30,NA,NA,NA,NA,NA,NA,NA,42,30,38
"DIL.5",NA,40,NA,40,25,NA,NA,NA,NA,NA,NA,52,55,37,24,22,23,31,23,13,19,14,17,16,11,15,22,16,22,18,22,12,57,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,52,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,21,24,30,27,24,22,25,35,25,NA,NA,NA,NA,NA,NA,NA,NA
"DIL.10",NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,32,32,19,21,17,12,22,22,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,51,NA,NA,NA
"DVOLA1",41,NA,NA,NA,NA,NA,NA,35,35,24,45,28,NA,NA,58,NA,45,23,32,19,21,25,24,24,30,NA,56,50,NA,NA,NA,39,34,38,42,50,NA,63,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,17,16,13,15,15,15,18,18,18,18,19,20,20,19,16,14,15,16,19,17,18,NA,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,56,44,44,35,29,28,32,46,NA,NA,42,NA,48,52,NA,NA,60,59,60,NA,NA
"DVOLA2",36,22,NA,NA,NA,55,NA,NA,NA,57,NA,NA,48,NA,NA,NA,55,NA,60,NA,NA,49,47,51,46,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,23,45,10,7,NA,35,NA,NA,NA,NA,NA,NA,NA,33,33,35,38,50,40,42,54,48,47,46,52,61,NA,NA,NA,NA,NA,NA,56,52,45,43,47,48,46,42,42,41,33,35,32,32,32,36,NA,NA,NA,NA,47,48,39,48,NA,NA,NA,NA,NA,NA,43,30,31,NA,NA,NA,18,18,32,NA,47,NA,NA,NA
"DIFO.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,8,NA,NA,NA,NA,NA,NA,NA,11,NA,8,NA,NA,NA,NA,12,54,NA,11,12,14,12,13,15,15,13,14,18,18,18,28,29,30,31,44,43,41,44,47,42,NA,47,46,43,42,35,34,28,31,26,25,24,25,22,12,23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,13,NA,18,17,NA,59,NA,NA,NA,NA,13,11,13,10,4,NA,NA,NA,NA,13,13,11,8,10,14,NA,17,NA,NA,22,NA,27,NA,NA,NA,NA,29,NA,NA,NA,NA,19,NA,NA,19,23,24,NA,39,NA,NA,30,38,41,40,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,39,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA
"DIFOM.C",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,5,5,3,3,3,3,3,5,4,4,4,4,4,5,3,2,3,3,3,3,5,5,5,5,5,5,5,4,5,4,2,5,5,4,4,7,5,4,3,3,4,3,4,4,4,5,6,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,19,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA
"DIFOMI.C",NA,11,6,7,7,6,9,9,11,NA,20,9,10,9,10,9,11,10,6,8,8,7,7,7,6,6,6,6,6,5,5,NA,NA,10,15,15,18,13,14,6,6,6,6,6,6,7,6,6,4,4,4,4,6,7,7,7,6,8,9,7,7,10,15,15,14,15,15,11,NA,39,NA,13,NA,24,21,22,8,12,14,8,NA,9,8,8,8,8,8,8,8,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,24,NA,10,11,12,NA,16
"DIFOMI.EXP",28,15,28,30,30,NA,NA,31,30,48,22,31,51,25,33,29,26,32,24,24,NA,28,19,14,13,13,14,12,11,9,14,9,13,NA,NA,NA,16,17,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,40,49,50,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMV.C",NA,NA,NA,44,NA,24,28,34,33,32,37,41,32,39,49,25,36,49,47,37,32,33,34,31,34,39,33,27,35,30,29,32,29,27,27,30,34,30,28,NA,46,47,NA,44,39,NA,NA,NA,NA,NA,NA,51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,15,NA,NA,NA,NA,NA,14,15,NA,NA,NA,NA,NA,NA,NA,10,10,9,7,NA,5,8,7,NA,NA,NA,NA,12,10,9,12,13,NA,NA,NA,NA,NA
