"","mse","rank.mean","rmse","theilsu","rank.rmse","rank.rank.mean","cw.p"
"MT.all",411.517674578451,84.4036697247706,20.2858984168424,1.03680594546487,149,60,0.776728558225526
"MT.de",424.040148794609,90.697247706422,20.5922351578115,1.05246272081811,160,135,0.842995294490406
"MT.presence",409.151950077833,84.7339449541284,20.2275047911954,1.03382146545792,147,68,0.802648581601277
"MT.future",390.504074083266,85.9633027522936,19.7611759286553,1.00998754263683,127,86,0.271281415954903
"MT.climate",405.347363971024,85.4587155963303,20.1332402750035,1.0290036354153,142,75,0.726418401196476
"MT.de.present",416.390403497403,88.1284403669725,20.4056463631369,1.04292622567747,154,112,0.833018367584766
"MT.de.future",395.546540914692,87.6238532110092,19.8883518903576,1.01648746640179,135,104,0.590432961388178
"MT.de.climate",414.629330807442,89.2752293577982,20.3624490375653,1.04071842383105,153,120,0.796543876780406
"MT.currency",406.086890473748,97.697247706422,20.1515977151626,1.02994187846027,143,165,0.435148574652375
"MT.taxation",384.379721345331,88.0917431192661,19.6056043351214,1.00203632697919,115,110,0.272782716238063
"MT.cycle",390.88534401045,80,19.7708205194031,1.01048047466397,128,10,0.450669927658572
"MT.labor",411.459884674617,90.6880733944954,20.2844739807227,1.03673314297875,148,134,0.930869562688576
"MT.budget",412.168097993122,97.9357798165138,20.3019235047599,1.0376249827137,150,167,0.945766801960822
"MT.de.taxation",383.9237032899,88.3761467889908,19.5939710954645,1.00144175572612,112,115,0.116765350843041
"MT.de.cycle",431.834585612115,85.3302752293578,20.7806300581122,1.06209152545438,164,73,0.792503904023521
"MT.de.labor",394.631455439633,92.0275229357798,19.8653330060091,1.01531097839716,133,146,0.716104056757561
"MT.de.budget",403.56333541714,91.8073394495413,20.0888858679903,1.02673669549704,141,145,0.823333649617523
"DMT.all",374.101444177672,80.0091743119266,19.3417022047614,0.988548371348347,88,11,0.0152175070484698
"DMT.future",382.295505869894,82.6146788990826,19.5523785220595,0.999315972262782,108,33,0.214132114289497
"DMT.presence",371.479405945739,81.1284403669725,19.273801024856,0.985077963206524,86,21,0.0337052657225632
"DMT.climate",374.309994268198,79.3761467889908,19.3470926567326,0.988823875668524,89,7,0.0239400275222132
"DMT.de",377.177928354813,80.697247706422,19.4210691867058,0.992604793058771,95,14,0.0147455816548124
"DMT.de.future",384.0438971364,86.1376146788991,19.597037968438,1.00159850264792,113,90,0.282133219645132
"DMT.de.present",375.71135974152,83.2201834862385,19.3832752583644,0.990673157160688,91,40,0.0161831364083539
"DMT.de.climate",376.487641380435,81.0366972477064,19.4032894474219,0.991696076125484,93,18,0.0104882823214263
"DMT.budget",382.469401665295,82.0091743119266,19.5568249382484,0.999543227208358,110,27,0.0785181529529865
"DMT.currency",378.11063736189,84.651376146789,19.4450671729848,0.993831322657903,98,64,0.0171490089868971
"DMT.labor",379.674982542757,83.8440366972477,19.4852503843999,0.995885074069203,103,52,0.139177483813343
"DMT.cycle",378.790415663552,81.8990825688073,19.462538777445,0.994724290916394,100,26,0.0794571094008485
"DMT.taxation",389.916007224119,86.743119266055,19.7462909738543,1.00922677723623,125,98,0.428381824552435
"DMT.de.budget",403.196888471709,82.0642201834862,20.0797631577593,1.02627043662047,140,28,0.649473161432921
"DMT.de.labor",380.699676001695,83.4587155963303,19.5115267470717,0.997228050775658,104,46,0.175703489451314
"DMT.de.cycle",377.878523037534,82.7889908256881,19.4390977938158,0.993526229549087,96,36,0.0290635428848367
"DMT.de.taxation",391.850566575755,86.0366972477064,19.7952157496642,1.01172730727922,130,88,0.573510068194979
