"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",411.517674578451,108.036697247706,20.2858984168424,188,60,0.776728558225526
"MT.de",424.040148794609,116.963302752294,20.5922351578115,199,182,0.842995294490406
"MT.presence",409.151950077833,108.743119266055,20.2275047911954,186,72,0.802648581601277
"MT.future",390.504074083266,109.917431192661,19.7611759286553,158,90,0.271281415954903
"MT.climate",405.347363971024,109.550458715596,20.1332402750035,179,83,0.726418401196476
"MT.de.present",416.390403497403,113.678899082569,20.4056463631369,193,150,0.833018367584766
"MT.de.future",395.546540914692,112.495412844037,19.8883518903576,170,133,0.590432961388178
"MT.de.climate",414.629330807442,115.266055045872,20.3624490375653,192,164,0.796543876780406
"MT.currency",406.086890473748,126.220183486239,20.1515977151626,181,216,0.435148574652375
"MT.taxation",384.379721345331,113.256880733945,19.6056043351214,132,143,0.272782716238063
"MT.cycle",390.88534401045,102.467889908257,19.7708205194031,160,10,0.450669927658572
"MT.labor",411.459884674617,116.94495412844,20.2844739807227,187,181,0.930869562688576
"MT.budget",412.168097993122,126.348623853211,20.3019235047599,189,218,0.945766801960822
"MT.de.taxation",383.9237032899,113.403669724771,19.5939710954645,128,146,0.116765350843041
"MT.de.cycle",431.834585612115,109.146788990826,20.7806300581122,207,76,0.792503904023521
"MT.de.labor",394.631455439633,118.889908256881,19.8653330060091,168,194,0.716104056757561
"MT.de.budget",403.56333541714,118.266055045872,20.0888858679903,177,190,0.823333649617523
"DMT.all",374.101444177672,102.642201834862,19.3417022047614,98,11,0.0152175070484698
"DMT.future",382.295505869894,105.935779816514,19.5523785220595,121,35,0.214132114289497
"DMT.presence",371.479405945739,104.100917431193,19.273801024856,96,23,0.0337052657225632
"DMT.climate",374.309994268198,101.54128440367,19.3470926567326,99,7,0.0239400275222132
"DMT.de",377.177928354813,103.862385321101,19.4210691867058,105,17,0.0147455816548124
"DMT.de.future",384.0438971364,110.422018348624,19.597037968438,129,102,0.282133219645132
"DMT.de.present",375.71135974152,107.137614678899,19.3832752583644,101,44,0.0161831364083539
"DMT.de.climate",376.487641380435,104.128440366972,19.4032894474219,103,24,0.0104882823214263
"DMT.budget",382.469401665295,104.770642201835,19.5568249382484,123,27,0.0785181529529865
"DMT.currency",378.11063736189,108.155963302752,19.4450671729848,109,63,0.0171490089868971
"DMT.labor",379.674982542757,107.880733944954,19.4852503843999,116,58,0.139177483813343
"DMT.cycle",378.790415663552,104.834862385321,19.462538777445,113,28,0.0794571094008485
"DMT.taxation",389.916007224119,111.201834862385,19.7462909738543,154,112,0.428381824552435
"DMT.de.budget",403.196888471709,105.45871559633,20.0797631577593,176,32,0.649473161432921
"DMT.de.labor",380.699676001695,107.229357798165,19.5115267470717,117,47,0.175703489451314
"DMT.de.cycle",377.878523037534,106.422018348624,19.4390977938158,106,41,0.0290635428848367
"DMT.de.taxation",391.850566575755,110.119266055046,19.7952157496642,163,94,0.573510068194979
