"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",612.860859837645,117.583333333333,24.7560267376985,206,163,0.871397015690151
"MT.de",637.635023001312,115.5,25.251436058199,213,146,0.867876605850121
"MT.presence",605.996498095857,119.509259259259,24.6169961225137,202,182,0.874126049254541
"MT.future",554.082085711621,118.314814814815,23.5389482711446,164,171,0.557378722500614
"MT.climate",604.984255140782,117.194444444444,24.596427690638,201,161,0.864763741553383
"MT.de.present",616.29556427603,118.694444444444,24.8253008899395,208,173,0.866319557843535
"MT.de.future",581.408081393418,111.259259259259,24.1124051349802,194,102,0.824682954804891
"MT.de.climate",625.725360208004,115.324074074074,25.0145029974214,211,145,0.863399593036026
"MT.currency",574.246301378992,122.351851851852,23.9634367605941,190,203,0.657237483944314
"MT.taxation",539.655701499128,116.962962962963,23.2304907718095,141,159,0.239652788252061
"MT.cycle",547.688609306064,96.4074074074074,23.4027479007501,153,9,0.462476816872045
"MT.labor",555.48694497248,114.175925925926,23.5687705443555,170,134,0.86815689743489
"MT.budget",571.612090508872,134.481481481481,23.9084104555044,189,223,0.959966209204442
"MT.de.taxation",528.486219615677,119.462962962963,22.9888281479435,124,180,0.115554932198966
"MT.de.cycle",615.960402738694,102.259259259259,24.8185495696,207,27,0.821225819159271
"MT.de.labor",560.863136792123,111.703703703704,23.6825492038362,179,108,0.814450633436816
"MT.de.budget",586.627366568497,117.768518518519,24.2203915444919,197,166,0.883123351416005
"DMT.all",546.095208328287,117.425925925926,23.368680072445,148,162,0.804356592938064
"DMT.future",552.525540380696,112.074074074074,23.5058618302052,162,110,0.844051501948527
"DMT.presence",536.927166598323,114.240740740741,23.1716889025881,134,135,0.115348684398745
"DMT.climate",547.559265268181,116.296296296296,23.3999843005969,150,154,0.80636241733369
"DMT.de",571.056412714639,110.259259259259,23.8967866608596,188,89,0.809007280451919
"DMT.de.future",553.852522728135,112.314814814815,23.534071528916,163,111,0.835145249095202
"DMT.de.present",561.203814181452,110.453703703704,23.6897406946858,180,93,0.772864001091146
"DMT.de.climate",542.908608826898,111.490740740741,23.3003993276274,144,106,0.587320810483791
"DMT.budget",527.340068149264,115.268518518519,22.9638861726247,122,144,0.148456582251946
"DMT.currency",537.696638561575,109.953703703704,23.1882866672287,136,85,0.118978020688485
"DMT.labor",533.840451106327,113.212962962963,23.1049875807438,130,123,0.215956522465148
"DMT.cycle",554.420095183879,112.361111111111,23.5461269678026,166,115,0.852116419524069
"DMT.taxation",530.164711789254,116.75,23.0253059000148,127,156,0.118832622851225
"DMT.de.budget",548.364305956773,118.101851851852,23.417179718249,156,169,0.575760099011126
"DMT.de.labor",535.73055161066,114.675925925926,23.1458538751686,132,139,0.239891070170859
"DMT.de.cycle",554.203009421188,109.138888888889,23.5415167187925,165,77,0.81595491383855
"DMT.de.taxation",530.669226169326,117.777777777778,23.0362589447446,128,167,0.109904161958604
