"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",658.997581083387,113.009523809524,25.6709481921371,182,111,0.765169830212519
"MT.de",705.352231688957,109.742857142857,26.5584681728626,200,83,0.841598575689182
"MT.presence",698.602356686706,120.8,26.4310869372923,197,178,0.743516165545237
"MT.future",590.606450701395,117.238095238095,24.3023959868445,109,147,0.127586158279178
"MT.climate",657.109309325487,115.752380952381,25.6341434287453,180,133,0.774629461022509
"MT.de.present",702.034657089651,111.666666666667,26.4959366146896,198,100,0.694027294165513
"MT.de.future",642.681883009174,101.028571428571,25.3511712354513,150,40,0.341634259206558
"MT.de.climate",695.979893766274,105.457142857143,26.3814308513825,195,54,0.852831509950906
"MT.currency",651.650878512994,134.095238095238,25.5274534278881,167,216,0.111182721051506
"MT.taxation",652.28084313266,134.780952380952,25.5397894104995,168,218,0.379504059375104
"MT.cycle",545.36336580325,89.3904761904762,23.3530162035496,104,11,0.109151784764339
"MT.labor",690.643446108697,122.914285714286,26.2800960064589,193,190,0.861694217632433
"MT.budget",644.520685298342,129.609523809524,25.3874119456541,158,210,0.319911122103117
"MT.de.taxation",633.231905716523,128.685714285714,25.1640995411424,131,208,0.182773856290508
"MT.de.cycle",620.301065751567,94.5428571428571,24.9058440080148,117,24,0.0722597268127977
"MT.de.labor",690.834910331883,117.304761904762,26.2837385151329,194,148,0.835802491635121
"MT.de.budget",686.408802505792,115.257142857143,26.1994046212083,192,127,0.834649822456102
"DMT.all",643.541894467676,112.390476190476,25.3681275317607,155,106,0.261613625715212
"DMT.future",640.879856502445,110.209523809524,25.3156049997318,142,89,0.211457148736383
"DMT.presence",647.318735823446,118.619047619048,25.4424593116201,160,162,0.826579174946578
"DMT.climate",641.504731306831,110.180952380952,25.3279436849269,144,88,0.275785031607487
"DMT.de",643.029759870207,109.638095238095,25.35803146678,151,82,0.558444793631708
"DMT.de.future",637.041914478121,109.428571428571,25.2396892706333,135,80,0.162883510354309
"DMT.de.present",642.223802111977,109.952380952381,25.3421349162216,147,87,0.324666703115636
"DMT.de.climate",635.112304773121,108.933333333333,25.2014345776807,132,76,0.145025717379236
"DMT.budget",620.476572613013,115.171428571429,24.9093671660485,118,126,0.141019615547928
"DMT.currency",639.213657985876,116.114285714286,25.2826750559721,138,137,0.113889489744962
"DMT.labor",642.270306987526,110.371428571429,25.3430524402158,148,91,0.329669828030602
"DMT.cycle",642.066456193078,109.904761904762,25.3390302930692,145,86,0.0189764221919948
"DMT.taxation",638.880906234654,116.790476190476,25.2760935714887,137,143,0.139655025187794
"DMT.de.budget",627.259440195382,109.152380952381,25.0451480370027,128,78,0.135859824173335
"DMT.de.labor",643.036348480617,114.066666666667,25.3581613781563,152,120,0.54876604318142
"DMT.de.cycle",653.217279385757,121.92380952381,25.558115724477,169,185,0.0693476655108162
"DMT.de.taxation",629.520709142383,118.142857142857,25.0902512769877,129,158,0.13178617115996
