"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,9,9,NA,44,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",30,29,27,27,25,34,52,42,27,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,71,49,41,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,35,51,56,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,18,12,NA,NA,66,NA,NA,69,NA
"ECCS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,39,35,34,67,58,NA,NA,74,70,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,68,36,32,29,49,36,21,17,15,23,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,55,NA,NA,NA,59,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS4",39,31,29,19,8,NA,30,NA,NA,NA,NA,NA,68,44,NA,62,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,46,64,49,38,16,9,7,9,15,20,NA,28,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS6",NA,71,47,41,40,32,37,35,20,41,73,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,62,59,56,58,54,NA,NA,NA,NA,65,68,NA,NA,NA,NA,64,NA,NA,NA,45,45
"ECCS7",NA,NA,66,48,51,53,19,25,72,NA,8,11,NA,NA,NA,6,6,68,NA,NA,NA,NA,NA,NA,71,NA,67,82,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,NA,NA,68,NA,NA,56,68,36,36,41,68,64,NA,47,51,52,46,NA,54,47,56,65,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
"ECCS8",26,49,22,37,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,65,23,67,63,52,44,43,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,66,62,50,50,40,NA,NA,NA,34,NA,NA,33,41,47,NA,NA,63,NA,NA,NA,NA,NA,49,60,56,NA
"ECCS9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,4,15,7,4,4,5,5,4,6,25,27,NA,NA,7,7,NA,NA,7,5,6,4,7,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,71,67,58,60,59,55,58,NA,NA,NA,61,55,NA,NA,NA,NA,NA,NA,43,NA,NA,73,44,57,NA,NA,52,NA
"ECCS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,42,NA,NA,40,NA,55,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,39,46,44,NA,NA,61,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,31,NA,NA,NA,55,65,56,56,NA,NA,NA,70,NA,73,74,NA,NA,58,NA,NA,39,41,42,32,48,60,NA,NA,NA,NA,64,48,43,41,38,40,53,58,55,NA,68,54,54,53,51,52,46,44,41,47,48,39,43,49,54,20,18,21,22,17,13,12,16,13,15,15,14,12,10,11,11,12,11,9,9,9,9,10,10,11,10,9,9,7,7,10,35,53,47,71,NA,71,49,32,30,36,NA
"ECCS12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,39,51,45,52,16,35,50,47,NA,61,38,33,34,29,63,24,24,31,45,44,44,40,40,34,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,32,45,44,47,NA,40,26,NA,NA,24,21,26,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,4,NA,NA,NA,NA,NA,NA
"MT.presence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,71,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,58,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,50,57,57,60,NA,NA,NA,NA,NA,NA,67,64,57,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,44,63,34,33,38,NA,NA,NA,NA,NA,NA,NA,27,NA,50,45,48,NA,NA,36,NA,NA,NA
"MT.future",70,64,69,NA,NA,38,10,59,NA,17,23,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,61,NA,NA,13,14,19,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,65,63,NA,NA,NA,NA,NA,58,58,NA,64,47,61,NA,61,68,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,42,41,NA,16,8,NA,NA,43,54,NA,NA,NA,17
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,35,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de.present",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,37,NA,NA,NA
"MT.de.future",NA,63,38,40,34,14,NA,16,21,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,67,59,56,44,46,44,40,48,63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,17,17,13,14,16,15,10,13,15,16,27,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,67,67,67,NA,NA,NA,44,50,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,56,45,19,NA,66,25,NA,47,NA,63,64,8
"MT.de.climate",NA,NA,NA,NA,NA,65,NA,65,59,64,53,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,68,NA,6,NA,NA,NA,NA,NA,NA
"MT.currency",NA,44,46,49,43,57,NA,48,33,39,36,20,30,26,26,35,28,28,39,34,29,29,30,35,34,25,29,41,40,37,26,24,25,21,20,39,72,NA,NA,42,15,NA,NA,NA,40,39,46,45,62,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,59,NA,56,44,48,51,55,4,26,NA,75,27,23,53,5,15,NA
"MT.taxation",14,9,8,7,5,8,11,14,15,14,15,19,18,22,23,28,15,13,NA,61,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,76,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,35,25,24,16,19,32,48,54,67,NA,NA,NA,NA,60,67,49,45,40,39,40,41,38,53,NA,NA,NA,17,11,12,14,14,12,14,13,13,11,10,11,12,15,13,12,8,10,8,8,9,9,10,9,11,12,11,13,19,19,NA,25,37,NA,15,53,12,12,NA,16
"MT.cycle",NA,NA,NA,NA,NA,NA,59,70,64,51,57,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,66,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,57,NA,55,NA,NA,31,NA,NA
"MT.labor",NA,NA,NA,60,59,69,NA,NA,NA,58,NA,NA,NA,74,NA,77,NA,NA,63,31,37,45,NA,NA,NA,43,NA,49,52,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,65,61,62,68,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,58,59,NA,NA,NA,21,51,NA,74,9,40,40,NA,46,NA
"MT.budget",NA,NA,63,34,33,64,NA,NA,46,54,61,NA,25,31,24,40,40,43,41,33,41,50,49,55,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,38,55,NA,NA,31,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,65,56,NA,58,50,55,58,60,55,28,12,23,15,15,17,17,NA,NA,NA,69,37,NA,NA,18,66,70
"MT.de.taxation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,78,NA,67,62,69,66,73,NA,NA,NA,NA,34,24,32,26,16,19,12,11,17,18,33,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,36,46,56,49,50,51,59,56,NA,NA,NA,NA,68,NA,48,NA,54,60,49,NA,NA,NA,NA,65,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,66,58,37,13,30,36,63,NA,26,57,20,NA
"MT.de.cycle",49,NA,45,51,53,60,63,NA,NA,NA,NA,65,65,59,62,65,59,51,66,71,76,72,44,48,46,51,68,51,58,51,46,31,27,30,35,31,24,30,34,28,28,57,55,45,42,38,47,52,47,57,NA,NA,NA,69,58,60,58,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,29,NA,NA,47,62
"MT.de.labor",51,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,39,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,45,41,NA,41,NA,63,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,60,52,55,55,60,NA,NA,NA,NA,NA,57,59,60,55,50,50,47,47,47,54,64,72,63,57,52,41,45,43,45,57,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,54,NA,45,36,NA,50
"MT.de.budget",NA,45,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,63,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,57,57,42,40,74,80,79,NA,NA,NA,36,37,NA,NA,50,37,39,50,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,60,56,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,58,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,59,46,NA,NA,39,NA,4,NA,70,30
"DIS.M",NA,70,NA,10,11,16,14,19,12,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,78,71,NA,51,23,32,25,62,19,NA,3,4,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,4,2,2,3,10,10,NA,NA,NA,58,41,51,NA,NA,51,60,NA,71,29
"DIS.D",64,52,NA,NA,NA,NA,NA,NA,NA,60,56,NA,NA,NA,NA,37,56,38,47,27,44,43,28,54,35,28,39,NA,NA,73,NA,NA,NA,53,NA,60,41,37,22,4,8,15,9,9,7,5,9,8,9,22,20,25,26,25,31,61,35,22,15,22,14,14,14,16,18,15,15,14,18,12,13,12,10,11,11,10,10,12,12,12,13,11,12,10,13,11,14,16,23,31,24,25,27,37,30,17,21,23,40,53,NA,NA,60,NA,NA,65,64,44,54,48,48
"DIS.3M",60,50,NA,NA,NA,50,NA,11,1,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,48,50,31,NA,65,73,NA,71,30,31,18,5,NA,6,4,4,3,3,3,3,3,3,4,3,3,3,5,5,5,6,6,4,4,4,3,5,5,5,4,5,5,4,5,4,4,4,4,4,4,4,5,5,5,6,6,5,5,7,NA,4,4,4,4,4,2,3,4,4,1,1,1,3,54,NA,NA,NA,NA,NA,NA,35,NA,NA,64
"DIL.3",67,NA,NA,NA,NA,NA,64,77,49,78,NA,NA,66,57,37,22,51,50,NA,58,NA,NA,NA,NA,NA,NA,65,54,NA,NA,NA,NA,11,18,19,20,22,23,26,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,60,56,58,64,NA,NA,NA,60,NA,60,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
"DIL.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,63,25,24,16,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,62,NA,NA,77,NA,NA,NA,NA,NA,NA,37,NA,NA,30,31,42,46,NA,47,70,37,35,34,NA,NA,NA,35,28,24,17,18,10,13,17,17,23,23,24,19,16,19,18,18,26,26,27,25,33,36,33,38,NA,NA,75,61,NA,NA,NA,NA,66,62,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,38,38,34,NA,NA,NA,56
"DIL.10",NA,NA,41,31,27,35,47,45,43,50,NA,66,NA,49,NA,NA,NA,NA,57,64,47,52,41,40,36,32,17,21,31,25,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,30,42,42,NA,NA,NA,NA,NA,NA,71,NA,50,32,36,35,31,34,35,33,27,25,24,26,26,19,22,22,29,37,37,37,39,NA,59,NA,NA,NA,63,60,55,51,50,49,52,50,NA,NA,NA,NA,NA,NA,NA,NA,60,66,NA,61,50,NA,26,NA
"DVOLA1",NA,NA,61,57,50,71,58,NA,70,74,NA,NA,NA,NA,NA,NA,NA,NA,56,54,64,66,NA,41,31,NA,54,NA,69,61,63,80,30,40,45,NA,15,NA,NA,56,31,34,29,36,49,44,NA,NA,NA,NA,44,43,39,56,NA,NA,NA,16,13,12,19,15,15,17,21,48,NA,NA,NA,NA,11,NA,NA,NA,71,66,NA,NA,56,54,55,51,43,37,31,21,19,20,17,23,27,24,19,31,31,NA,53,28,26,28,30,22,22,NA,46,23,18,NA,41,38,NA
"DVOLA2",21,17,37,NA,NA,41,38,NA,48,44,37,58,64,60,45,56,42,45,61,70,35,39,58,50,54,39,NA,12,49,44,60,79,36,NA,NA,NA,NA,NA,21,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,72,66,58,38,25,31,27,13,12,NA,32,24,14,14,18,49,58,23,18,19,23,12,15,13,15,18,16,16,14,15,15,14,16,13,29,15,15,16,16,17,24,24,23,24,33,18,16,8,13,15,9,10,8,13,59,NA,40,NA
"DIFO.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,81,64,67,72,77,NA,NA,NA,40,NA,NA,NA,NA,NA,62,NA,58,54,62,61,63,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,69,74,NA,65,71,69,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,45,NA,NA,NA,NA,NA,NA,28,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,61,NA,37,41,43,NA,63,69,51,55,71,48,49,43,48,48,51,38,49,45,36,36,30,33,30,33,36,34,71,72,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,39
"DIFOM.C",NA,NA,NA,NA,NA,NA,NA,72,NA,NA,35,NA,42,32,28,50,53,41,NA,51,NA,42,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,51,52,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.EXP",NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,70,NA,69,NA,NA,72,NA,NA,NA,72,55,54,57,68,NA,50,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,56,57,61,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.C",11,6,4,12,10,12,22,12,11,10,4,10,6,7,9,12,12,9,8,13,16,21,36,64,64,64,NA,NA,66,NA,NA,60,35,54,47,3,6,3,4,14,58,56,27,NA,51,42,NA,36,37,38,34,55,46,39,53,53,33,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,45,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
"DIFOMI.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,80,67,43,75,57,48,60,63,52,39,63,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,63,58,NA,NA,NA,43,43,42,52,30,30,34,32,39,28,25,30,31,39,36,33,33,34,34,27,25,26,35,NA,NA,NA,33,28,NA,41,NA,NA,NA,NA,NA,60,NA
"DIFOMV.C",NA,NA,NA,NA,NA,NA,69,73,NA,71,48,39,47,38,59,80,77,70,34,37,46,55,43,43,41,30,47,NA,NA,NA,NA,NA,55,82,81,76,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,29,26,NA,NA,NA,47,25,27,64,69,NA,NA,NA,NA,NA,NA,51,52,NA,NA,NA,43,42,NA,NA,NA,53,59,NA,NA,NA,NA,NA,NA,NA,50,49,49,NA,35,52,NA,50,23,14
