"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",220.69123735455,91.8235294117647,14.855680306016,44,130,0.069271021354349
"MT.de",399.98727600148,87.5490196078431,19.9996818975073,132,112,0.0150699076793444
"MT.presence",167.655498864301,86.9019607843137,12.9481851571678,19,107,0.0852607611580228
"MT.future",169.316290809473,89.2549019607843,13.0121593446081,20,123,0.15988624415034
"MT.climate",203.497290049809,93.0686274509804,14.2652476336658,36,134,0.0974475569594995
"MT.de.present",328.477685259486,83.4509803921569,18.1239533562489,120,80,0.0297176173717406
"MT.de.future",219.87320424582,84.343137254902,14.8281220741475,43,86,0.12654732348285
"MT.de.climate",374.171323539267,81.921568627451,19.3435085633209,130,64,0.0196572127527789
"MT.currency",61.673574132232,75.156862745098,7.85325245565377,1,22,0.111953760554121
"MT.taxation",253.46615943904,97.3823529411765,15.9206205733018,86,147,0.8791135705007
"MT.cycle",186.113003431162,82.7745098039216,13.6423239747179,26,75,0.0952303812959024
"MT.labor",154.158581191996,78.2352941176471,12.4160614202732,16,38,0.111343840266688
"MT.budget",227.128265386018,76.4313725490196,15.0707752085292,57,29,0.265222528160539
"MT.de.taxation",236.820662354367,97.2843137254902,15.388978600101,73,145,0.756898459196299
"MT.de.cycle",234.137969254199,79.921568627451,15.3015675423859,68,52,0.12577275713991
"MT.de.labor",234.292052694063,71.0882352941177,15.3066016049959,69,12,0.354861447037334
"MT.de.budget",244.369091561776,75.3333333333333,15.6323092203863,77,23,0.470808088061148
"DMT.all",170.813069059665,87.0392156862745,13.0695473930686,21,110,0.0625188494219294
"DMT.future",226.808800186163,83.5686274509804,15.0601726479534,55,82,0.200718704177241
"DMT.presence",146.417221490082,86.1666666666667,12.1002984050015,14,99,0.0725790908082576
"DMT.climate",188.3516734385,88.1372549019608,13.7241274199309,29,118,0.0708704928863479
"DMT.de",350.41140761648,87.6372549019608,18.7192790357022,126,114,0.0469419560944071
"DMT.de.future",249.370613128114,88.4411764705882,15.7914727979411,81,119,0.389161137893428
"DMT.de.present",293.827763697212,83.7941176470588,17.1414049510888,107,84,0.0532543453270622
"DMT.de.climate",338.797435184351,87.6274509803922,18.4064509122305,123,113,0.0462926605727723
"DMT.budget",196.921648516387,78.4607843137255,14.0328774140013,33,39,0.147210204727263
"DMT.currency",230.220427204065,79.6960784313726,15.1730164174453,62,49,0.852323181969502
"DMT.labor",127.867669624078,75.7352941176471,11.3078587550463,9,26,0.142564697923134
"DMT.cycle",254.020525169994,82.4607843137255,15.9380213693543,88,72,0.0688319033858541
"DMT.taxation",242.249386726408,86.1862745098039,15.5643627150747,75,100,0.859339790994974
"DMT.de.budget",206.628266330941,86.8725490196078,14.3745701268226,39,106,0.245933061290373
"DMT.de.labor",191.342690533338,76.5,13.832667513294,32,30,0.150856042794399
"DMT.de.cycle",225.101687233238,77.7254901960784,15.0033891915539,53,34,0.0256326591740592
"DMT.de.taxation",265.508953542872,91.2647058823529,16.2944454812943,94,129,0.898021306094475
