"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",550.162597687964,108.418181818182,23.455545137301,158,74,0.527243184993525
"MT.de",573.601404241481,116.954545454545,23.9499771240283,195,163,0.936749763536751
"MT.presence",539.326336255795,106.163636363636,23.2234006178207,124,47,0.569442919388568
"MT.future",560.63506965589,113.718181818182,23.6777336258327,179,140,0.734788313821238
"MT.climate",533.306069534175,107.981818181818,23.0934204814743,106,69,0.320589662872903
"MT.de.present",561.449748304643,116.163636363636,23.6949308567179,181,161,0.902419414524764
"MT.de.future",549.069982332784,114.118181818182,23.4322423667216,155,146,0.682206807070695
"MT.de.climate",574.244544332835,117.390909090909,23.9634000995859,196,173,0.939489654294631
"MT.currency",532.064224701833,125.063636363636,23.0665173943063,100,216,0.463515893884818
"MT.taxation",536.158568343526,121.863636363636,23.1550981069726,111,205,0.185571413137731
"MT.cycle",521.514756418183,104.281818181818,22.8366975812656,76,28,0.172130301490995
"MT.labor",545.179821040505,110.218181818182,23.3490860857659,139,92,0.912299440184743
"MT.budget",539.212480244601,111.909090909091,23.2209491676073,122,114,0.484646128584709
"MT.de.taxation",521.947477757271,121.927272727273,22.846169870621,77,206,0.0782208978973702
"MT.de.cycle",547.447465630391,108.854545454545,23.3975952958929,147,77,0.560387689913799
"MT.de.labor",539.044009211945,106.745454545455,23.2173213186178,120,56,0.590408970686132
"MT.de.budget",549.355735368407,105.036363636364,23.4383390061755,157,35,0.68678938037355
"DMT.all",533.267725590078,106.709090909091,23.0925902745898,105,55,0.386651541779056
"DMT.future",553.946770182473,115.7,23.5360738055962,168,159,0.788552832277977
"DMT.presence",521.169204088045,106.463636363636,22.8291306029828,75,53,0.182840663323108
"DMT.climate",517.883470342486,102.609090909091,22.757053199887,71,15,0.240945593126058
"DMT.de",561.864041175235,110.118181818182,23.70367147037,182,91,0.918899362288488
"DMT.de.future",542.814321557332,116.972727272727,23.2983759424843,133,164,0.752787254016929
"DMT.de.present",552.708877283262,108.472727272727,23.509761319147,164,75,0.84730705896252
"DMT.de.climate",567.499099795048,112.272727272727,23.8222396049374,189,116,0.945098832663018
"DMT.budget",492.807512104879,104.609090909091,22.1992682785915,49,30,0.0573484224797383
"DMT.currency",505.782785867321,111.772727272727,22.489615067122,59,110,0.0187673172931817
"DMT.labor",538.134045018728,105.118181818182,23.1977163750816,118,37,0.435030544881433
"DMT.cycle",527.535669995887,110.890909090909,22.9681446790089,88,100,0.29133652151276
"DMT.taxation",561.026512112388,125.063636363636,23.685998229173,180,216,0.499192459327196
"DMT.de.budget",535.562201379158,113.290909090909,23.142216863973,109,130,0.516975508010959
"DMT.de.labor",532.999872774519,105.272727272727,23.0867900058566,103,40,0.326379206230265
"DMT.de.cycle",537.283061647276,114.309090909091,23.179367153727,117,148,0.945093568933905
"DMT.de.taxation",552.13763260341,122.490909090909,23.4976090827005,162,209,0.574583298152251
