"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DIFOMV.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,44,69,70,78,48,50,41,31,28,27,64,60,79,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,23,14,11,8,11,10,12,8,9,6,12,16,NA,NA,NA,NA,NA,17,13,NA,NA,NA,NA,NA,13,13,11,10,11,10,11,10,10,12,12,14,13,NA,11,13,NA,NA,64,NA,NA,52,NA,NA,NA,NA,NA,61
"DIFOMV.EXP",NA,NA,NA,NA,NA,32,41,44,NA,NA,NA,NA,NA,NA,33,50,NA,NA,44,39,55,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,52,51,53,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,30,42,NA,NA,NA,53,33,33,36,34,49,39,NA,NA,40,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,50,NA,NA,NA,43,40,NA,NA
"DIFOWH.C",NA,NA,27,14,16,23,19,NA,NA,37,77,37,39,NA,43,36,41,26,32,40,35,28,29,27,34,32,57,30,26,38,33,27,20,35,30,43,52,42,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,51,NA,NA,NA,NA,NA,NA,50,53,47,46,42,47,49,55,NA,NA,NA,NA,NA,NA,NA,NA,50,50,47,46,48,54,53,37,49,32,37,46,NA,NA,NA,NA,NA,NA,NA,57,NA,55,NA,NA,NA,NA,57,NA,67,NA,NA,NA,NA
"DIFOWH.EXP",66,NA,47,19,22,NA,68,66,NA,67,NA,55,42,NA,NA,57,NA,52,53,48,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,22,19,62,51,NA,NA,NA,NA,34,55,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,48,50,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,53,52,54,58,42,48,NA,NA,20,NA,NA
"DGFK.EXP",26,32,43,36,41,NA,NA,NA,NA,NA,75,60,58,NA,44,NA,NA,NA,NA,71,79,29,31,39,45,49,47,34,33,37,36,25,41,46,43,37,36,31,NA,37,50,52,51,NA,NA,NA,35,31,28,27,29,27,NA,NA,34,30,32,35,37,44,40,45,39,38,36,34,34,34,NA,50,NA,NA,48,NA,36,35,52,35,44,NA,NA,NA,NA,53,NA,NA,37,40,38,42,33,37,40,44,36,43,34,29,NA,NA,55,NA,NA,62,NA,NA,38,NA,47,NA,22
"DZEW",NA,60,42,NA,53,59,58,NA,43,NA,56,59,43,44,48,59,61,54,NA,46,53,NA,61,NA,75,69,68,55,61,NA,57,60,NA,72,68,46,43,50,24,NA,23,23,23,35,42,NA,NA,NA,NA,41,NA,46,52,50,NA,46,NA,46,47,NA,NA,NA,NA,NA,NA,NA,43,42,33,33,39,39,NA,NA,NA,NA,NA,NA,23,22,24,28,25,19,19,21,23,21,23,24,45,NA,42,27,30,39,32,34,34,35,34,NA,NA,46,64,52,NA,59,33,41,23
"DECBS2",NA,NA,NA,NA,NA,68,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,44,40,74,25,73,70,61,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECBS3",32,46,NA,52,51,65,53,61,59,57,68,NA,NA,NA,61,48,60,58,48,58,NA,NA,NA,NA,80,65,NA,63,46,51,42,38,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,54,NA,NA,NA,NA,53,NA,NA,NA,NA,47,57,NA,NA,NA,NA,50,54,NA,NA,41,47,44,59,44,NA,NA,NA,53,NA,NA,NA,NA,NA,60,6,10,62,36,47,NA,56,NA,NA
"DECBS4",46,NA,NA,34,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,61,NA,70,NA,NA,NA,43,22,27,NA,59,NA,NA,NA,52,40,56,45,40,49,54,NA,NA,37,34,NA,NA,NA,NA,41,40,NA,50,NA,NA,NA,NA,43,23,31,34,34,34,38,NA,40,40,40,36,30,39,39,46,32,30,24,21,21,28,28,28,19,22,22,21,24,24,50,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,66,NA,NA,NA,26,18,29
"DECBS5",NA,NA,20,NA,NA,28,24,NA,NA,79,NA,NA,NA,NA,39,NA,64,70,NA,NA,NA,54,55,60,52,45,40,49,NA,20,19,61,73,NA,NA,31,NA,38,NA,56,56,NA,NA,15,11,8,8,7,10,11,10,13,11,11,12,12,13,13,14,15,17,15,29,23,29,24,19,22,22,20,29,26,22,16,16,16,15,12,11,12,12,11,11,11,11,10,11,10,9,10,11,11,13,11,13,12,12,12,11,14,15,17,25,26,19,18,62,52,37,40,47
"DECBS6",NA,NA,NA,NA,NA,52,71,NA,NA,NA,NA,NA,NA,NA,NA,70,49,46,NA,68,24,21,21,NA,NA,37,NA,56,NA,75,NA,NA,68,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,35,NA,NA,NA,NA,26,21,10,10,10,10,10,10,9,9,11,12,12,12,10,10,13,13,31,31,31,31,36,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,11,38,15,13,14,15,13,NA,16,13
"DECBS7",6,11,7,18,23,64,NA,56,54,54,51,48,53,43,NA,NA,59,49,66,NA,68,38,28,33,36,28,NA,40,32,40,NA,65,72,61,62,NA,64,NA,NA,38,51,NA,56,47,31,31,37,42,41,40,52,53,54,51,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,53,NA,NA,NA,NA,NA,45,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,43
"DESI.INDU",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,58,49,NA,56,76,64,NA,64,62,76,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,28,8,4,4,4,3,4,3,3,3,3,3,3,3,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,6,7,7,4,8,NA,10,12,NA,13,NA,NA,NA,NA,NA
"DESI.SERV",64,55,44,NA,NA,NA,54,67,67,NA,65,49,63,56,NA,NA,53,42,45,57,49,45,47,53,68,44,44,37,38,35,32,30,NA,53,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,47,47,56,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,54,NA,47,45,51,58,52,54,NA,NA,NA,NA,NA,NA,NA,NA,34,39,NA,50,65,63,NA,NA,NA,NA
"DESI.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,55,45,42,50,NA,NA,NA,NA,NA,NA,70,NA,31,28,17,18,34,39,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,31,NA,NA,NA,NA,NA,NA,60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
"DESI.TRADE",43,NA,NA,NA,NA,26,30,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,72,72,68,59,57,NA,57,45,49,54,39,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,48,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,19,NA,NA,NA,NA,21,18,27,24
"DESI.CTR",44,NA,NA,NA,59,NA,NA,43,55,40,59,27,37,34,28,47,56,41,41,30,43,17,18,28,27,24,21,18,18,11,12,10,10,3,3,5,6,7,7,NA,13,14,14,17,29,44,NA,NA,NA,NA,NA,NA,51,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,53,47,57,41,41,43,47,46,54,46,16,11,16,10,14,19,19,NA
"DESI",NA,9,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,53,49,56,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,56,46,41,51,NA,NA,NA,NA,NA,NA,71,NA,32,29,18,19,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,30,NA,NA,NA,NA,NA,NA,61,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
"DECCS1",9,15,15,13,13,17,15,15,15,15,16,14,17,19,16,19,20,18,24,26,22,16,16,17,20,17,17,13,10,15,15,NA,18,NA,32,27,54,55,49,25,27,27,21,18,19,18,18,16,14,21,24,26,NA,NA,NA,NA,NA,NA,NA,56,59,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,53,NA,51,NA,NA,NA,NA,NA,62,NA,27,40,49,53,34,35,22,18,27,32,NA
"DECCS2",29,23,23,23,21,48,36,NA,72,70,72,67,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,37,25,28,21,29,28,27,16,49,19,21,27,29,36,32,NA,NA,NA,NA,NA,NA,NA,53,45,31,29,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,46,36,40,38,34,39,38,39,43,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,30,23,24,22,32,23,NA,NA,NA,57,NA,NA,NA,NA,61,60,46,NA
"DECCS3",NA,62,60,NA,NA,44,40,NA,NA,64,NA,NA,NA,51,35,39,NA,57,39,41,59,64,65,49,58,50,62,NA,NA,46,62,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,52,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,52,52,53,NA,NA,NA,53,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,52,NA
"DECCS4",NA,NA,NA,NA,NA,54,57,NA,NA,73,NA,62,61,49,46,41,44,37,NA,49,56,61,64,62,65,47,49,48,34,31,34,46,39,56,78,40,37,32,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,51,NA,NA,NA,NA,NA,60,NA,NA,54,58,NA,NA,41
"DECCS5",NA,NA,66,55,56,15,12,11,10,6,17,16,12,8,7,11,12,15,13,11,14,11,10,10,13,43,32,10,11,66,NA,NA,NA,17,35,36,28,17,13,20,20,17,17,45,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,38,35,29,28,36,35,32,32,31,32,30,25,28,28,25,26,50,36,32,32,30,NA,52,23,26
"DECCS6",51,36,NA,NA,NA,NA,NA,28,26,21,14,15,14,13,13,13,13,14,6,9,15,12,13,11,14,52,34,NA,NA,73,NA,43,NA,NA,77,NA,NA,NA,NA,15,11,13,13,26,41,38,NA,NA,NA,35,46,51,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,41,30,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,69,NA,NA,NA,NA
"DECCS7",58,NA,NA,12,12,69,65,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,48,NA,43,NA,NA,NA,40,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,51,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,NA,NA,39,NA,NA,NA,46,46,40,35,35,14,16,16,27,16,30,27,26,47,35,32,32,29,34,33,43,37,28,31,29,15,14,20,17,15,16,17,17,14,16,16,14,13,12,10,9,9,9,9,10,9,13,24,NA,24,NA
"DECCS8",48,33,34,29,26,39,33,50,50,50,61,54,51,NA,NA,35,47,40,20,21,32,40,54,32,35,29,38,24,27,29,35,47,43,63,57,66,59,NA,NA,48,42,44,45,40,NA,50,45,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,50,51,54,53,NA,NA,NA,NA,NA,NA,NA,51,51,49,52,52,50,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,47,NA,NA,NA,NA,NA,62,NA,49,NA,NA,64,54,NA,58,57
"DECCS9",42,NA,NA,NA,NA,36,34,39,46,47,55,NA,31,36,27,37,NA,NA,46,50,51,48,42,46,57,51,54,53,73,NA,66,NA,61,44,52,41,63,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,39,41,42,44,39,39,48,42,44,49,50,49,53,49,51,47,45,49,NA,NA,NA,NA,NA,NA,51,53,46,43,26,26,28,26,27,22,23,32,24,NA,NA,NA,NA,NA,49,55,NA,NA,NA,NA,33,NA,NA,NA,33,33,NA,33,57,46,34,36,42
"DECCS10",NA,17,16,11,11,7,10,8,3,7,6,9,15,21,20,20,9,10,14,20,26,22,23,29,25,19,15,17,19,33,30,18,17,38,40,49,45,47,36,28,25,25,54,25,44,46,46,NA,42,36,38,37,40,36,43,35,41,36,36,37,36,35,34,34,38,36,33,39,36,NA,NA,36,NA,26,24,24,29,32,27,25,26,23,24,45,43,28,25,28,26,27,25,33,30,28,34,40,27,27,35,25,21,49,NA,39,61,NA,NA,NA,57,42,NA
"DECCS11",NA,NA,NA,NA,NA,55,63,48,40,31,NA,NA,NA,NA,NA,68,NA,NA,70,73,NA,60,74,71,NA,NA,51,NA,70,54,52,40,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,47,44,43,35,32,31,29,46,46,31,NA,NA,NA,NA,NA,54,45,NA,NA,44,NA,53,60,NA,NA,NA,NA,43,33,34,33,30,32,20,27
"DECCS12",57,43,36,48,45,NA,NA,NA,NA,NA,NA,68,NA,58,NA,45,48,55,NA,NA,NA,58,NA,NA,NA,NA,74,NA,NA,57,NA,NA,NA,51,47,NA,47,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,58,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,NA,NA,NA,NA,NA,NA,54,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,64,37,40,43,NA,NA,NA,NA
"DALQ",NA,42,61,41,42,45,45,65,65,60,66,NA,NA,NA,53,63,35,NA,68,64,69,63,63,66,NA,71,73,73,71,71,NA,72,77,58,54,48,39,56,NA,NA,NA,NA,NA,NA,NA,39,43,NA,NA,NA,NA,NA,59,52,NA,NA,NA,NA,45,57,NA,NA,NA,NA,NA,NA,40,45,58,48,38,35,35,36,39,49,54,50,36,40,46,44,47,47,48,44,NA,45,41,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,51,52,53,40,18,15,19,25,23,12,NA,28
"DCAPA",17,19,19,15,14,18,18,21,22,19,25,17,16,15,11,12,16,17,16,17,18,15,15,14,17,15,14,12,12,16,16,37,35,18,15,14,14,21,17,13,14,16,15,13,24,21,26,27,24,28,23,22,27,24,24,23,30,29,29,30,30,34,33,32,42,35,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,40,55,NA,NA,NA,NA,46,58,44,58,59,NA,NA,71,NA,NA,NA,NA
"DWHOUR",NA,NA,NA,NA,NA,NA,NA,12,14,13,7,11,68,NA,NA,78,69,NA,21,22,19,NA,NA,NA,67,NA,60,NA,NA,NA,67,50,66,64,63,56,NA,NA,NA,54,49,50,50,NA,47,NA,NA,NA,43,45,NA,50,35,32,30,36,NA,50,46,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,47,57,NA,NA,43,25,22,19,19,21,19,32,42,NA,47,NA,56,NA,49,38,54,36
"DOECDL1",NA,NA,NA,NA,NA,66,NA,NA,36,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,36,36,40,NA,NA,22,23,22,25,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,49,54,50,NA,19,50,48,29,26,20,11,6,6,3,4,NA,NA,NA,NA,NA,NA,NA
"DOECDL2",8,7,8,5,4,5,7,14,19,18,70,21,21,18,15,16,21,20,19,16,17,8,7,9,11,11,11,11,14,19,20,14,13,NA,NA,NA,NA,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,50,6,7,9,7,6
"DOECDL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,35,35,37,NA,45,23,24,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,37,51,33,24,18,7,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.all",NA,52,53,37,33,NA,NA,NA,57,59,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA
"DMT.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,63,NA,NA,74,NA,NA,69,52,58,32,34,25,53,30,36,40,39,37,32,29,30,34,32,23,36,36,47,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,NA,NA,37,NA,NA,42,NA,59,NA,NA,34,NA,NA,NA,34,42,NA,NA
"DMT.presence",20,25,25,27,27,30,29,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,30,63,73,66,64,71,63,68,63,NA,65,65,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,52,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,55,44,27,NA,58,NA,52
"DMT.climate",59,NA,63,NA,NA,58,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,53,52,43,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,58,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"DMT.de.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,67,71,NA,66,61,57,69,72,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,46,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,32,35,36,38,NA,NA,NA,NA,NA,49,NA,51,NA,NA,NA,70,NA,NA,43,NA
"DMT.de.present",NA,NA,NA,NA,NA,NA,NA,49,39,43,54,42,46,45,NA,NA,NA,NA,NA,NA,NA,43,52,20,26,16,19,27,35,30,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,42,NA,NA,55,42,55,49,38,47,38,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,58,NA,NA,NA,NA,63,NA,NA,34,NA,NA,NA,NA
"DMT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,41,NA,49,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,46,45,48,44,44,42,NA,31,30,31,30,30,34,35,NA,NA,NA,NA,NA,35,34,36,NA,51,49,47,54,NA,42,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.budget",39,34,39,26,25,NA,NA,52,53,53,48,NA,NA,NA,NA,72,NA,NA,62,62,64,75,73,69,NA,60,NA,NA,NA,32,43,NA,74,54,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,43,42,51,47,51,NA,NA,NA,NA,NA,51,57,57,NA,NA,NA,NA,47,46,49,48,54,44,41,41,34,40,41,33,NA,33,32,33,28,31,34,29,33,36,36,37,38,NA,NA,20,27,NA,39,NA,28,19,NA,12,35
