"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,49,NA,43,35,40,29,32,NA,NA,NA,NA,NA,NA,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,44,48,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"ECCS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,14,9,10,7,7,6,5,4,6,8,7,8,9,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,8,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,10,19,8,7
"ECCS4",NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,45,30,28,29,52,NA,NA,NA,NA,NA,NA,52,48,55,49,51,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,45,NA,48,NA,NA,39,NA,NA
"ECCS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,2,2,3,3,2,1,1,1,1,1
"ECCS6",NA,38,NA,28,NA,NA,NA,24,26,31,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,34,48,46,57,55,58,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",6,5,6,6,NA,28,33,26,27,33,46,56,NA,NA,38,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,52,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,57,53,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,52,55,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,45,NA,25,18,9,7,5,NA,62,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,33,34,7,7,7,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,4,4,5,NA,5,4,4,4,7,NA,15,9,10,NA,49,NA,NA,38,22,28,33,NA
"ECCS9",NA,NA,NA,NA,NA,NA,NA,38,40,46,15,11,37,NA,NA,NA,NA,NA,NA,52,NA,17,10,12,7,5,3,6,3,3,3,3,1,NA,NA,NA,NA,NA,12,45,28,20,27,25,22,11,7,5,5,6,5,5,6,6,7,6,7,11,24,28,14,6,6,5,5,5,5,5,5,4,4,4,5,6,6,6,6,6,7,7,7,7,7,7,8,6,7,5,7,6,6,6,5,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS10",NA,NA,NA,NA,29,38,40,2,4,3,6,23,17,22,21,NA,NA,NA,NA,42,42,40,31,26,15,22,16,23,17,21,8,8,9,NA,NA,NA,NA,NA,56,17,34,19,31,29,27,26,34,46,52,NA,NA,NA,NA,NA,NA,NA,39,31,27,25,25,26,30,31,46,44,44,43,42,39,31,NA,NA,NA,NA,NA,NA,NA,52,23,24,18,16,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,32,NA,NA,NA,NA,NA,49,53,44,36,36,47,44,NA,43,38,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,35,33,36,33,39,NA,41,39,44,47,NA,NA,NA,30,12,12,12,11,12,15,15,14,16,18,24,33,39,31,16,15,13,21,23,24,24,47,41,NA,20,22,15,13,12,13,15,14,10,9,9,10,16,38,12,11,20,26,25,21,19,28,29,29,31,NA,NA,NA,35,37,NA,NA
"ECCS12",NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,40,28,37,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,46,42,52,NA,NA,49,49,41,43,42,45,45,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,16,12,11,15,14,17,11,15,34,26,27,29,31,31,24,21,17,17,15,13,14,12,11,10,11,10,10,10,11,10,11,11,8,9,10,11,10,13,15,17,16,20,NA,15,27,NA,NA,33,34,34,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,55,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.presence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,41,37,41,23,22,23,24,26,22,21,21,20,32,NA,44,NA,40,41,NA,NA,39,42,36,37,34,30,28,33,36,34,43,NA,57,NA,48,45,44,34,29,23,26,33,50,54,NA,NA,51,38,NA,NA,NA,16,36,NA,NA,NA,30,25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.future",52,NA,NA,NA,NA,NA,41,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,27,NA,12,10,26,45,42,25,11,10,9,9,8,7,8,9,10,7,9,10,9,10,10,11,11,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,31,12,32,NA,NA,NA,NA,44,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,38,32,20,NA,NA,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,27,40,NA,NA,24,16,17,18,19,15,12,13,13,23,34,38,39,37,37,30,32,32,34,20,25,21,16,15,40,40,26,33,36,39,NA,37,36,36,9,9,30,NA,40,NA,44,51,44,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,46,NA,NA,NA,NA,NA,NA,NA,47,41,34,33,44,41,54,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,9,NA
"MT.de.future",34,35,42,25,26,31,25,NA,NA,55,NA,NA,NA,NA,NA,36,44,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,48,40,43,27,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,55,50,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
"MT.de.climate",NA,NA,NA,NA,40,34,32,37,41,29,NA,52,NA,NA,NA,43,45,60,41,41,39,61,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.currency",NA,NA,NA,NA,31,36,30,NA,45,NA,NA,58,51,47,NA,37,31,26,37,NA,49,NA,NA,NA,57,58,52,42,45,NA,NA,NA,NA,NA,NA,NA,59,NA,51,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,48,45,37,31,NA,57,39,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,27,36,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,15,12,13,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,18,12,NA,NA
"MT.taxation",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,39,NA,NA,NA,NA,NA,53,32,24,NA,NA,NA,NA,NA,NA,NA,20,17,20,19,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,10,9,NA,18,26,NA,NA,NA,NA,NA,NA,NA,NA,7,14,NA,23,NA,13,31,11,10
"MT.cycle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,9,9,9,9,9,10,15,14,19,24,24,28,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"MT.labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,38,18,NA,NA,NA,33,8,NA,28,32,43,NA,NA,NA,NA
"MT.budget",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,61,37,39,46,NA,57,NA,NA,59,54,44,NA,NA,NA,NA,NA,48,55,40,54,56,35,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,45,NA,50,48,55,NA,NA,NA,NA,NA,NA,43,22,14,NA,NA,NA,NA,NA,43,40,44,39
"MT.de.taxation",43,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,49,45,54,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,27,26,37,33,NA,NA,19,NA,13,25,NA,NA,12,17,19,25,25,24,22,18,18,19,17,13,16,15,14,13,14,15,15,14,14,14,13,16,17,21,18,18,17,16,16,13,13,13,15,13,10,11,11,10,9,10,9,12,11,14,9,23,15,25,36,NA,44,45,18,23,16,NA,NA,31,36,29,NA,NA,NA,15
"MT.de.cycle",36,42,38,33,NA,NA,49,23,21,19,13,16,11,17,16,19,37,45,48,39,53,45,40,38,38,39,38,NA,NA,37,41,44,60,NA,NA,58,64,56,62,55,24,22,18,17,19,20,24,31,29,35,34,31,36,34,39,37,42,55,48,59,50,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,31,23
"MT.de.labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,36,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,31,NA,NA,10,NA,30
"MT.de.budget",NA,NA,NA,NA,NA,NA,NA,NA,NA,28,20,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,32,34,39,NA,40,43,NA,52,NA,54,38,39,38,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,49,NA,NA,55,40,41,52,45,48,31,49,48,41,42,51,49,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8,4,4,8,NA,NA
"DIS.M",NA,47,NA,32,33,27,28,28,24,16,21,21,25,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,48,55,NA,19,18,14,35,31,54,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,49,NA,50,NA,NA,NA,NA,NA,NA,61,57,NA,NA,NA,58,NA,NA,NA,NA,NA,44,43,39,NA,44,46,40,40,41,30,29,33,30,33,33,39,35,32,32,28,11,21,31,28,37,43,NA,30,8,8,NA,NA,NA,NA,NA,NA
"DIS.D",50,NA,NA,NA,NA,42,NA,NA,NA,50,NA,42,48,36,26,NA,NA,NA,25,30,44,NA,50,NA,NA,55,NA,NA,NA,NA,22,NA,NA,43,61,NA,40,NA,NA,40,40,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,24,28,35,NA,NA,NA,45,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,27,29,28,28,21,23,23,25,27,26,24,26,NA,NA,NA,60,NA,40,46,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,38,23,33
"DIS.3M",NA,46,NA,NA,NA,NA,NA,17,11,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,41,45,NA,8,5,NA,37,38,29,29,27,24,32,31,39,NA,NA,NA,48,57,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,54,56,57,NA,NA,NA,NA,NA,NA,15,10,11,12,7,9,11,16,5,5,7,11,13,13
"DIL.3",15,7,7,7,7,8,10,15,17,14,11,8,7,7,6,6,4,4,4,5,6,5,5,5,6,7,7,7,7,5,5,5,6,8,6,9,5,4,5,NA,23,8,9,9,8,10,13,15,19,22,21,19,20,19,25,21,21,25,21,24,19,17,20,21,25,29,18,20,20,21,20,16,15,15,18,21,18,16,16,27,33,20,18,17,28,17,18,17,16,17,17,51,NA,17,44,17,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,26,21,44
"DIL.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,21,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,33,17,18,15,15,14,14,15,18,18,17,15,16,17,13,16,14,14,12,11,11,9,10,8,6,7,10,5,13,19,34,36,37,48,NA,31,21,23,NA,NA
"DIL.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,43,NA,46,35,41,43,45,33,37,46,44,30,31,31,35,36,NA,NA,NA,NA,NA,NA,23,8,6,8,13,17,24,19,22,22,NA,NA,NA,NA,46
"DVOLA1",NA,NA,NA,NA,NA,NA,NA,54,NA,38,31,25,22,23,19,NA,34,37,35,35,33,23,20,22,27,24,28,30,31,32,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,56,56,NA,44,54,NA,NA,46,42,39,45,50,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,26,NA,NA,NA,47
"DVOLA2",14,6,5,8,11,13,17,13,13,17,30,17,NA,19,17,11,13,16,16,14,16,19,NA,27,22,23,NA,NA,NA,NA,44,52,49,51,51,49,56,24,NA,30,15,25,32,24,31,27,32,47,41,46,43,41,42,36,34,40,45,40,45,56,54,53,59,59,NA,NA,NA,NA,NA,NA,NA,53,41,40,45,42,38,34,37,41,44,36,36,34,39,NA,NA,NA,44,34,34,27,26,23,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,NA,NA,14,NA
"DIFO.C",9,11,8,31,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,6,6,5,6,6,5,4,6,6,6,5,7,9,7,7,6,NA,5,7,42,6,32,32,NA,NA,34,8,7,9,13,39,39,NA,23,NA,6,6,6,6,7,9,9,10,11,19,22,30,23,18,21,22,26,22,20,19,19,21,29,30,35,33,29,25,20,23,25,22,18,13,8,7,8,6,5,5,5,4,5,5,5,NA,36,NA,NA,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,53,48,NA,NA,NA,NA,NA,NA,NA,63,57,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,20,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,10,11,11,14,16,15,14,NA,30,13,23,15,12,13,13,14,12,12,12,12,12,12,13,NA,11,12,14,18,NA,NA,18,NA,16,NA,12,13,14,14,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.C",8,8,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,56,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,6,NA,12,11,NA,NA,NA,4,4,4,4,5,4,6,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,5,NA,NA,6,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,7,7,NA,15,16,NA,NA,NA,NA,7,NA,NA,23,NA,NA,NA,NA,NA,NA,14,18,16,22,21,21,32,15,15,13,17,18,13,14,12,12,13,12,12,12,12,12,16,17,13,14,14,16,12,21,13,15,NA,21,19,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
"DIFOMI.C",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,9,7,9,8,10,13,8,8,9,11,12,9,10,NA,NA,NA,13,13,NA,18,6,7,7,6,6,5,6,6,7,5,6,6,7,7,9,8,6,7,10,9,9,9,8,12,28,27,NA,18,14,57,NA,45,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,7,17,11,6,13,16,NA,11,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.EXP",NA,NA,NA,NA,NA,NA,46,32,32,32,28,38,33,42,43,NA,NA,61,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,23,50,22,8,NA,57,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,40,42,43,48,38,40,35,33,26,24,27,25,31,33,35,31,32,33,31,35,38,27,43,42,33,27,34,24,30,30,29,18,35,28,38,40,40,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMV.C",NA,NA,NA,NA,48,47,NA,NA,NA,NA,NA,NA,NA,NA,31,34,38,35,64,46,62,43,47,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,56,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,6,4,5,6,4,4,6,8,6,NA,NA
