"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DIFOMV.C",NA,NA,35,31,33,35,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,51,54,NA,NA,NA,NA,NA,NA,64,73,NA,NA,NA,NA,36,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,10,7,10,10,10,10,8,9,12,11,11,11,13,12,12,8,7,7,11,11,10,10,13,9,7,6,6,6,6,6,5,4,4,5,5,6,6,7,7,10,9,11,10,60,NA,NA,50,NA
"DIFOMV.EXP",NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,45,55,NA,NA,NA
"DIFOWH.C",NA,NA,26,20,17,22,29,NA,48,45,NA,NA,56,NA,NA,NA,61,57,69,NA,NA,NA,36,36,33,34,30,31,27,30,NA,31,41,23,19,17,44,NA,NA,NA,45,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,52,48,46,49,46,48,NA,40,NA,NA,42,43,42,37,44,41,34,43,58,60,53,43,NA,40,34,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,59,61,50,NA,NA
"DIFOWH.EXP",58,30,30,33,38,40,35,NA,NA,NA,NA,NA,61,NA,NA,75,NA,NA,NA,NA,50,42,35,34,NA,NA,NA,48,NA,NA,NA,42,27,28,25,30,36,NA,NA,15,39,38,43,NA,NA,NA,49,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,45,35
"DGFK.EXP",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,29,28,25,33,32,24,NA,69,NA,51,36,33,49,40,36,42,11,11,55,63,64,NA,25,29,33,NA,NA,36,30,26,27,28,29,32,32,33,38,NA,39,37,53,NA,49,NA,NA,41,46,39,39,46,45,33,26,28,28,28,28,29,25,27,29,30,30,29,25,24,32,NA,NA,56,54,56,52,NA,53,46,12,10,11,19,NA,13,NA,NA,NA,48,37,NA,NA,50,38,57,60,NA,NA,29
"DZEW",NA,NA,NA,NA,NA,16,33,12,15,17,16,13,13,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,64,NA,NA,NA,49,50,39,62,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,45,NA,49,NA,52,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,21,19,21,33,29,31,44,52,31,37,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,39,NA,52,37,28,36,NA,50
"DECBS2",NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,37,62,65,NA,68,68,NA,NA,68,61,56,62,NA,51,46,44,48,59,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,17,19,12,NA,23,NA,5,NA,3,3,4,12,13,13,12,18,NA
"DECBS3",17,18,17,36,41,59,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,45,63,NA,NA,NA,NA,NA,67,55,54,50,56,53,56,60,58,70,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,29,51,34,26,34,26,28,26,23,5,17,4,38,3,5,6,5,5,6
"DECBS4",NA,NA,NA,22,35,NA,NA,40,NA,37,36,33,NA,NA,NA,NA,NA,NA,NA,50,58,57,59,60,NA,70,64,NA,NA,58,NA,NA,63,51,56,36,42,58,34,58,22,NA,15,13,17,13,26,13,16,29,31,30,59,NA,NA,NA,NA,62,NA,NA,NA,NA,61,54,54,57,NA,55,43,43,46,43,42,41,49,46,46,46,53,49,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,52,42,47,NA,46,45,41,42,NA,NA,NA,NA,50,NA,NA,40,NA
"DECBS5",NA,NA,NA,NA,NA,NA,NA,53,44,48,53,NA,NA,43,48,NA,NA,NA,66,57,31,44,48,53,59,54,56,NA,NA,50,NA,NA,NA,NA,NA,49,69,NA,57,NA,NA,NA,23,NA,45,11,9,4,4,5,8,9,11,9,11,10,10,10,10,11,11,9,10,11,11,11,11,11,12,12,12,11,12,12,14,14,10,10,12,10,9,10,9,9,11,14,12,10,8,9,9,9,11,13,15,10,11,11,13,13,18,16,31,41,30,50,29,27,30,53,NA
"DECBS6",NA,NA,55,50,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,59,NA,NA,54,NA,57,50,46,21,19,23,23,25,23,24,18,15,16,22,30,35,44,59,18,23,25,24,32,35,NA,44,47,42,NA,NA,44,44,41,36,39,38,44,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,58,58,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,55,62,NA,58,NA,NA,NA
"DECBS7",41,53,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,49,NA,78,50,58,NA,NA,NA,NA,NA,70,39,59,52,51,52,NA,33,61,NA,36,32,51,35,NA,41,NA,NA,NA,NA,43,50,NA,NA,34,40,36,39,49,51,47,55,56,50,52,58,NA,63,52,52,57,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,45,35,6,5,6,8,10
"DESI.INDU",NA,29,28,NA,45,36,NA,42,45,43,57,49,39,39,44,33,43,43,29,56,62,66,66,69,37,32,37,36,36,34,54,57,NA,NA,65,55,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,5,3,5,5,4,4,3,2,2,3,3,2,2,2,2,1,1,2,2,2,3,2,2,4,4,4,5,3,3,3,2,4,4,4,6,5,4,4,3,4,5,4,5,7,4,4,4,4,6,4,8,11,14,7,27,NA,NA,NA,NA
"DESI.SERV",51,NA,NA,NA,NA,NA,18,22,29,NA,NA,NA,NA,48,NA,67,NA,NA,NA,40,38,62,44,45,47,NA,NA,NA,NA,NA,51,53,28,NA,58,NA,NA,NA,58,50,NA,45,NA,NA,NA,NA,33,42,NA,43,41,42,36,38,35,NA,29,24,27,33,21,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,56,45,59,56,63,59,53,54,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,56,NA,56,NA,60,NA,NA
"DESI.C",4,3,3,2,3,3,7,14,16,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,40,41,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
"DESI.TRADE",35,33,51,45,49,38,28,52,43,44,NA,NA,NA,NA,NA,58,51,56,NA,55,67,56,NA,NA,NA,NA,NA,NA,NA,NA,46,58,NA,NA,NA,46,46,42,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,55,NA,59,50,50,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,44,61,54,34
"DESI.CTR",43,41,44,48,52,NA,43,67,50,NA,18,30,NA,NA,NA,NA,NA,NA,51,20,NA,NA,61,67,NA,NA,NA,38,NA,NA,47,NA,NA,33,36,23,4,NA,51,51,44,NA,47,44,NA,50,NA,NA,NA,NA,53,45,38,36,36,37,43,35,35,34,33,34,40,29,30,30,26,32,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,36,NA,NA,NA,NA,NA,NA,59,NA,NA,58,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,25,NA,NA
"DESI",NA,NA,18,7,7,5,4,7,8,8,NA,NA,NA,NA,NA,6,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,52,NA,15,13,11,15,11,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
"DECCS99",5,4,4,3,6,4,8,15,17,6,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,42,42,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
"DECCS1",34,32,38,34,46,37,27,44,NA,NA,NA,47,NA,NA,51,35,40,41,50,NA,45,54,46,46,NA,NA,NA,NA,58,45,NA,NA,53,40,41,31,58,26,20,28,19,21,19,16,18,21,22,15,18,20,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,56,NA,NA,NA,NA,NA,39,39,38,42,49,52,55,46,46,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,44,56,NA,39,36,31,41,37,39,NA,NA,NA,NA,NA,55,NA,NA,NA,NA
"DECCS2",45,44,45,62,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,46,53,NA,NA,NA,NA,NA,NA,NA,NA,45,48,NA,NA,NA,NA,NA,NA,63,68,74,NA,NA,NA,NA,32,22,22,22,23,24,27,27,31,26,29,51,NA,NA,52,48,61,60,53,48,64,56,54,NA,NA,58,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,54,43,43,54,NA,45,40,42,40,32,27,43,NA,46,60,NA,NA,49,NA,NA
"DECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,43,55,45,14,40,NA,NA,NA,NA,NA,42,36,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,39,52,50,45,45,39,40,39,35,NA,49,43,44,41,39,48,44,NA,58,NA,54,NA,NA,NA,NA,NA,NA,NA,54,NA,69,24,NA,23,20,NA
"DECCS4",3,2,2,9,8,8,NA,NA,NA,NA,NA,NA,57,NA,60,NA,NA,NA,52,31,39,67,65,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,60,39,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,30,31,30,30,28,31,38,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS5",NA,NA,57,NA,61,53,54,63,NA,NA,NA,58,NA,NA,50,54,60,64,NA,53,NA,NA,NA,NA,NA,NA,67,63,59,57,NA,NA,NA,60,NA,NA,28,NA,40,32,16,10,12,12,15,14,15,20,24,22,25,22,32,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,24,25,23,23,29,NA,48,42,39,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,51
"DECCS6",20,40,NA,21,NA,58,40,47,49,39,38,34,41,31,35,NA,NA,NA,NA,60,34,36,37,39,48,NA,NA,NA,NA,NA,NA,48,35,54,59,65,NA,NA,30,NA,41,41,17,27,42,38,29,46,46,15,NA,27,23,29,43,46,55,51,60,NA,60,39,38,27,28,28,24,27,NA,NA,36,30,25,22,22,24,NA,40,NA,NA,NA,39,37,31,19,22,18,17,19,18,14,18,16,39,25,48,48,43,NA,48,NA,NA,21,NA,42,21,20,20,14,17,13
"DECCS7",NA,6,5,5,19,28,NA,28,35,22,NA,NA,46,NA,NA,71,NA,51,NA,NA,47,52,50,55,NA,NA,65,46,25,29,30,69,NA,56,60,47,20,19,22,42,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,27,26,28,28,27,28,28,47,NA,56,61,NA,NA,NA,NA,39,34,31,32,33,31,29,28,39,31,31,27,23,28,30,29,31,45,44,40,34,37,41,45,36,27,20,13,24,15,20,19,31,29,12,12,17,13,17,14,21,30,NA
"DECCS8",15,NA,NA,NA,NA,NA,NA,65,64,NA,42,48,37,40,46,63,46,48,NA,NA,NA,NA,60,61,61,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,25,26,48,42,49,NA,NA,NA,NA,46,46,43,40,49,46,49,52,49,49,46,43,42,43,48,50,45,51,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,56,53,37,41,47,NA,NA,NA,NA,46,46,42,49,55,61,55,54,55,56,50,56,NA,28,17,23,NA,NA,NA,NA,NA,NA,49,57,72,31,39,37,56,NA
"DECCS9",NA,46,NA,NA,NA,NA,NA,46,42,42,NA,45,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,32,35,66,60,27,54,NA,41,49,NA,32,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,51,62,61,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,39,34,35,32,36,36,35,55,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,22,25,48,NA,34,NA,NA
"DECCS10",36,34,41,43,47,46,39,45,NA,41,50,46,38,33,36,NA,NA,NA,NA,47,49,48,51,47,43,NA,62,NA,NA,NA,NA,NA,33,66,NA,38,NA,34,NA,46,NA,NA,NA,NA,NA,NA,47,NA,50,45,45,32,40,40,45,42,46,50,54,54,44,48,47,34,36,35,37,25,26,27,26,26,27,27,24,25,23,20,22,19,18,20,19,22,22,24,25,30,32,27,33,29,33,24,27,23,25,20,21,20,22,22,25,20,27,28,30,32,28,38,24
"DECCS11",42,36,48,57,NA,NA,NA,38,28,12,8,8,7,NA,17,14,34,34,13,21,NA,NA,24,25,56,37,29,39,42,37,36,46,51,53,69,NA,70,49,38,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,55,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,62,64,NA,NA,NA,NA,NA
"DECCS12",24,22,20,37,44,25,30,26,NA,NA,23,18,17,15,20,19,23,22,60,28,21,26,22,22,29,19,18,16,16,15,19,NA,47,19,30,24,21,18,32,22,35,32,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,52,58,57,54,57,NA,59,NA,29,22,38,39,37,38,34,47,41,47,44,37,37,34,33,33,44,40,38,NA,53,42,38,44,37,40,41,46,49,53,53,42,37,45,52,NA,NA,NA,NA,NA,34,36,46,NA,57,NA,NA,59,57,37
"DALQ",28,39,43,42,48,NA,49,NA,67,60,NA,NA,NA,50,NA,60,NA,NA,34,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,71,NA,NA,NA,61,53,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,41,41,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,62,46,37,31,29,40,NA,NA,NA,55,NA,NA,NA,65,30,64,NA,NA
"DCAPA",NA,NA,NA,NA,NA,60,55,NA,55,57,43,29,NA,46,NA,72,45,46,54,51,NA,65,64,NA,NA,42,39,44,38,23,16,19,9,11,15,14,7,6,8,14,13,13,13,14,14,17,18,22,44,34,32,40,39,43,40,40,45,36,33,29,38,57,NA,NA,NA,NA,NA,49,34,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,42,52,NA,40,57,58,60,NA,NA,NA,NA,NA,53,NA,NA,49,NA,39,34,40,NA,56,NA,NA,54,NA,NA,NA,NA,NA
"DWHOUR",40,43,37,32,42,41,37,NA,46,NA,44,25,27,24,29,NA,NA,NA,NA,37,35,NA,67,NA,NA,72,NA,NA,NA,NA,NA,54,30,NA,NA,16,25,47,35,47,38,29,49,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,52,NA,51,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,24,NA,NA,NA,21,NA,NA,48,58,NA,NA,43,NA,54
"DOECDL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,46,NA,NA,NA,NA,NA,NA,57,NA,42,29,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,64,58,NA,29,27,22,17,17,23,31,41,NA,NA,NA,NA,NA,6,1,1,8,NA,NA,NA,NA,NA
"DOECDL2",37,10,11,35,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,27,NA,NA,NA,33,31,15,14,10,11,10,10,7,6,5,5,6,6,9,5,2,7,4,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,NA,NA,NA,NA,3,2,1,NA,NA,NA,NA,21,16,11,12
"DOECDL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,47,NA,NA,NA,NA,NA,NA,58,61,43,33,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,42,32,25,24,20,18,24,30,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,49,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,52,59,56,51,38,46,45,42,38,36,34,33,35,41,NA,NA,NA,44,35,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.future",9,14,13,10,14,17,16,18,19,21,NA,22,35,16,21,30,18,18,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,30,33,29,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,55,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,47,53,29,30,27,36,35,33,NA,20,NA,NA,NA,NA,NA,NA,39,NA
"DMT.presence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,44,46,60,64,56,48,NA,65,27,27,24,39,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,47,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,52,51,49,52,NA,49,NA,NA,62,NA,58,60,NA,NA,NA,NA,51,51,NA,NA,NA,NA,NA,NA,46,32,NA,NA,53,NA,NA,NA,NA
"DMT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,53,NA,NA,NA,35,28,23,26,24,24,26,23,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.de.future",44,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,41,40,37,32,29,33,58,50,39,48,52,30,52,40,NA,NA,31,25,27,31,30,28,34,31,30,37,34,30,34,38,41,41,46,44,46,54,59,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"DMT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,55,NA,NA,38,46,46,NA,57,63,35,37,NA,42,49,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,36,25,32,36,47,46,51,NA,51,53,47,44,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,60,44,44,46,39,48,42,47,NA,41,NA,53,45,36,59,NA,27,NA
"DMT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA
"DMT.budget",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,61,64,41,39,24,29,46,43,54,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,26,55,NA,NA,55,NA,30
