"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",98.5909119250395,111.77,9.92929564093242,60,112,0.0332809873874119
"MT.de",98.7736926983517,105.81,9.93849549470903,66,76,0.041516123730319
"MT.presence",99.3301703622809,110.34,9.96645224552252,74,103,0.0346483456828056
"MT.future",119.265597361634,131.15,10.9208789647003,162,203,0.174120905924915
"MT.climate",102.669472226794,114.99,10.1325945456627,110,135,0.0381968727977267
"MT.de.present",113.870274579039,112.87,10.6710015733781,152,120,0.0391177783144018
"MT.de.future",106.84598794209,115.47,10.3366332982306,126,139,0.195782966827486
"MT.de.climate",95.6004399778834,106.13,9.77754774868849,37,80,0.0470365531694186
"MT.currency",109.032729202561,125.23,10.4418738357902,139,190,0.0472449796429533
"MT.taxation",103.631928927558,113.79,10.1799768628204,116,124,0.861392184329922
"MT.cycle",105.169094180516,98.1,10.255198397911,120,37,0.557997272825427
"MT.labor",114.089688948272,130.83,10.6812774960803,153,201,0.229130574193614
"MT.budget",119.735297364759,130.33,10.9423625129475,164,200,0.619821514716413
"MT.de.taxation",100.982167988832,112.18,10.0489884062443,98,116,0.773889596321731
"MT.de.cycle",99.5131348117075,101.76,9.97562703852281,77,52,0.407048106779713
"MT.de.labor",111.782007896912,120.66,10.5727010691172,147,168,0.162831683577324
"MT.de.budget",118.405399023004,121.3,10.8814244942013,158,172,0.744839471594324
"DMT.all",105.633984403916,104.58,10.2778394813266,121,71,0.0324540955727552
"DMT.future",103.192477093954,104.68,10.1583698049419,113,72,0.118546028258499
"DMT.presence",99.1255006321488,98.61,9.95617901768288,71,42,0.016890946933963
"DMT.climate",106.043335251246,102.14,10.297734471778,124,54,0.0550683850768442
"DMT.de",96.9013817413787,98.64,9.84384994508646,41,43,0.0465296403227635
"DMT.de.future",97.0850309495309,99.7,9.85317364860332,42,45,0.0117659801847119
"DMT.de.present",94.6114182303352,98.06,9.72684009482706,32,36,0.0678719540929175
"DMT.de.climate",100.226756692834,104.29,10.0113314145939,91,68,0.0690304067515927
"DMT.budget",97.0999398123524,100.5,9.85393017086849,43,50,0.0282714936211784
"DMT.currency",97.8189280258503,105.53,9.89034519245159,48,75,0.0344716357227588
"DMT.labor",98.0300253525045,102.49,9.90101132978366,52,56,0.225341733059545
"DMT.cycle",97.9507718157617,100.75,9.89700822550743,51,51,0.00266202375579105
"DMT.taxation",98.3662080965382,105.9,9.91797399152358,57,78,0.138879389641836
"DMT.de.budget",97.5199958151734,100.35,9.8752213046176,44,47,0.142135243733715
"DMT.de.labor",97.831924380937,102.27,9.89100219294976,49,55,0.175534911131601
"DMT.de.cycle",98.1368525778499,104.09,9.90640462417369,55,66,0.0226373545818033
"DMT.de.taxation",98.6747128088554,107.42,9.93351462518959,65,88,0.14550909426188
