"","mse","rank.mean","theilsu","rank.theilsu","rank.rank.mean","cw.p"
"median",364.71690141997,77.2028301886792,0.968311368156141,65,9,NA
"mean",323.127760326685,71.9811320754717,0.911431892183975,39,7,NA
"median30",246.775500325194,67.4669811320755,0.796504266348657,6,3,NA
"mean30",247.477929789868,67.9433962264151,0.797637058084975,7,6,NA
"median40",257.839483723604,65.5943396226415,0.81416381641624,10,1,NA
"mean40",260.466689038346,67.7264150943396,0.818301185894106,11,4,NA
"median50",269.924975004599,66.4669811320755,0.833026123020038,16,2,NA
"mean50",267.802127478441,67.7830188679245,0.829743955277032,14,5,NA
