"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",749.608872362914,92.1132075471698,27.3789859630139,152,131,0.860306997692635
"MT.de",794.931132705498,84.1698113207547,28.194523097678,161,53,0.857087198371457
"MT.presence",782.453477201839,91.5566037735849,27.9723698889071,157,128,0.868462435474474
"MT.future",660.078783963786,92.2547169811321,25.6919984423903,100,133,0.116510380045129
"MT.climate",746.336522461399,94.4245283018868,27.3191603542532,150,148,0.849810711133295
"MT.de.present",796.705329808982,88.3207547169811,28.2259690676685,162,96,0.79304511626238
"MT.de.future",710.28703839809,81.2452830188679,26.65121082424,123,35,0.218593533432911
"MT.de.climate",786.641847612745,82.6509433962264,28.0471361748886,160,40,0.852774010896213
"MT.currency",740.966917097969,103.292452830189,27.220707505463,148,168,0.532828459724364
"MT.taxation",712.795236739443,94.4339622641509,26.6982253481284,131,149,0.841642220281105
"MT.cycle",606.561993630132,71.0566037735849,24.6284793202936,92,9,0.106149996420793
"MT.labor",757.447007957349,93.1320754716981,27.5217551758123,154,138,0.846686552406801
"MT.budget",712.971566212223,103.556603773585,26.7015274134688,133,169,0.336845397207728
"MT.de.taxation",702.683551704749,96.3867924528302,26.5081789586676,116,157,0.1690895602937
"MT.de.cycle",689.376345205,73.3962264150943,26.2559773233639,107,14,0.0486671405439312
"MT.de.labor",747.25246994658,91.3962264150943,27.3359190433865,151,126,0.813477114096329
"MT.de.budget",754.918720270203,95.8962264150943,27.4757842521411,153,155,0.82996107961476
"DMT.all",712.212778434523,82.4811320754717,26.6873149348997,127,39,0.631757904482912
"DMT.future",724.546701725661,85.8396226415094,26.917405181883,142,70,0.848628320314927
"DMT.presence",709.529841008121,84.877358490566,26.6370013516559,122,61,0.278042569596449
"DMT.climate",719.27146227776,83.7075471698113,26.819236795214,137,49,0.799276225982081
"DMT.de",711.216462100483,79.7547169811321,26.6686419245616,125,27,0.532562994432222
"DMT.de.future",721.329036715077,84.5566037735849,26.8575694491344,140,56,0.814403503979345
"DMT.de.present",707.229823442872,79.6132075471698,26.5937929495375,120,26,0.103099921396202
"DMT.de.climate",712.928183890976,80.7169811320755,26.7007150445634,132,34,0.620938001451686
"DMT.budget",675.346619347165,85.1981132075472,25.9874319498323,103,65,0.121428731788985
"DMT.currency",703.990986141609,88.5754716981132,26.5328284610143,117,102,0.105791791401039
"DMT.labor",699.318224374564,85.8301886792453,26.4446256236416,113,69,0.127975078804092
"DMT.cycle",712.489350728291,85.8584905660377,26.6924961501972,130,71,0.421063113531106
"DMT.taxation",706.535706703795,89.1132075471698,26.5807393934743,118,109,0.166182147066662
"DMT.de.budget",693.280083367788,81.9622641509434,26.3302123684521,109,37,0.109502282140894
"DMT.de.labor",701.510271634066,85.5754716981132,26.4860391835787,114,67,0.139802092044778
"DMT.de.cycle",713.467988299536,86.8584905660377,26.7108215579292,134,82,0.0560757374332161
"DMT.de.taxation",697.30594484909,88.5754716981132,26.4065511729398,112,102,0.138121742241662
