"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECBS6",33,29,31,22,30,39,28,36,41,NA,26,26,24,23,29,28,27,26,25,25,20,20,27,30,31,29,25,38,NA,78,NA,19,14,16,19,10,12,NA,NA,NA,49,43,NA,41,47,48,52,NA,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,50,60,63,NA,NA,NA,61,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,45,49,NA,NA,NA,37,NA,NA,33,NA,60,NA,NA
"ECBS7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS2",57,40,36,25,31,37,49,NA,70,NA,35,31,30,22,19,37,32,22,NA,NA,42,39,NA,NA,NA,NA,58,NA,NA,NA,67,NA,29,14,25,23,22,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS4",42,25,22,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,40,NA,NA,NA,8,3,NA,5,4,NA,NA,NA,NA,NA,NA,NA,35,49,30,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS6",31,NA,NA,NA,61,14,15,13,17,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,56,68,54,46,46,62,54,61,53,66,47,52,53,54,67,60,NA,55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,9,11,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,43,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,54,43,42,48,63,NA,56,54,NA,55,NA,NA,NA,NA,64,58,63,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",69,NA,NA,55,58,64,76,NA,NA,71,2,2,49,66,70,72,75,9,3,4,6,7,6,6,22,5,5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,56,56,58,63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,31,22,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,1,2,1,3,4,29,NA,NA,NA,NA,NA,NA,62,67,4,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,43,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,57,56,NA,NA,NA,59,62,58,61,61,53,56,NA,NA,50,46,54,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,70,NA,61,67,NA,61,55,46,51,26,39,27,34,9,18,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,49,55,46,51,48,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,49,NA,NA,NA,52,54,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,NA,NA,28,27,27,31,79,61,NA,NA,NA,NA,75,45,NA,NA,NA,NA,43,32,30,64,28,29,NA,NA,NA,37,NA,NA,NA,NA,32,29,31,37,49,49,NA,NA,NA,NA,63,68,65,64,69,60,60,60,57,66,63,NA,38,22,26,22,26,22,20,24,11,14,13,14,12,10,10,13,11,12,11,10,10,12,11,13,16,15,14,13,17,14,14,17,30,40,65,NA,57,51,43,32,34,39
"ECCS12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,36,32,41,59,63,58,43,50,53,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,50,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,62
"MT.de",NA,NA,NA,64,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.presence",14,12,NA,NA,NA,29,NA,25,28,21,30,NA,18,NA,27,NA,NA,NA,NA,21,18,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,62,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,53,28,49,49,40,49,37,36,41,60,40,38,42,NA,NA,45,36,NA,NA,45,NA,NA,56
"MT.future",37,33,30,20,24,41,23,31,31,31,37,41,51,NA,NA,74,NA,NA,60,NA,60,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,45,NA,NA,56,66,19,NA
"MT.climate",NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"MT.de.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,72,57,NA,NA,NA,NA,NA,NA,66,NA,74,53,69,41,37,34,33,33,35,32,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,57,40,26,23,29,28,22,23,24,21,18,26,25,32,25,27,39,44,45,40,38,35,NA,58,61,58,37,31,31,36,28,26,34,38,42,42,52,NA,NA,51,NA,39,58,51,40,39,8,NA,66,32,NA,NA,26,NA,61,29
"MT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,14,NA,NA,NA,NA,NA,NA,NA
"MT.currency",40,42,38,28,36,45,46,39,40,30,29,20,15,15,22,40,33,30,35,38,24,16,25,33,35,23,16,23,26,28,13,11,9,9,7,6,6,19,NA,NA,NA,NA,NA,25,19,21,20,18,23,20,26,17,NA,18,19,20,20,NA,35,23,30,20,20,27,33,34,39,40,37,61,52,48,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,68,12,16,37,40,3,37,59
"MT.taxation",NA,NA,NA,60,54,NA,NA,45,47,NA,47,52,43,52,47,38,51,44,56,52,NA,NA,67,NA,NA,NA,NA,58,63,NA,40,28,NA,NA,59,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49,45,55,65,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,44,47,39,31,46,36,25,32,NA,NA,NA,NA,NA,NA,52,38,50,42,5,15,NA,NA,30
"MT.cycle",NA,NA,NA,NA,NA,NA,NA,28,34,36,38,35,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.labor",NA,66,54,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,60,59,54,46,71,67,70,NA,NA,NA,71,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,34,35,24,44,31,31,34,39,43,44,NA,NA,NA,NA,NA,NA,NA,NA,24,24,21,23,NA,30,NA,NA,NA,23,29,28,NA,NA,63,NA,NA,NA,NA,56,NA,NA
"MT.budget",18,11,10,11,12,11,14,12,10,14,15,14,9,12,12,23,54,24,21,17,25,25,21,34,NA,NA,31,42,37,33,34,49,62,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,21,61,NA,NA,20,9,56,NA,11,17,11
"MT.de.taxation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,42,42,42,44,NA,33,29,22,23,25,38,36,33,32,26,20,20,27,29,30,31,36,45,39,32,37,39,41,50,48,49,56,55,56,62,66,67,NA,56,59,NA,48,48,44,41,42,39,37,38,35,34,38,38,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,29,69,63,NA,NA,NA,NA,20,22
"MT.de.cycle",55,60,NA,NA,NA,32,38,29,35,56,63,44,36,29,36,45,45,42,47,47,46,NA,NA,NA,NA,NA,NA,49,58,73,39,27,30,25,44,39,44,44,43,20,22,35,38,44,51,42,46,36,39,45,NA,NA,NA,54,NA,NA,66,61,66,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,64,57,NA
"MT.de.labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,58,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,29,NA,NA,62,NA,NA,NA,NA,12,18,10,38,10,24,18,21,NA,32,29,35,45,42,NA,42,41,NA,NA,45,52,55,NA,NA,NA,NA,NA,65,53,51,47,51,40,47,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,33,31,29,NA,32,NA,NA,NA,NA,NA,58,57,67,NA,NA,64,NA,59,NA,NA,NA,12
"MT.de.budget",64,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,64,70,53,61,19,61,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,60,45,35,47,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,50,28,NA,NA,60,3,36,7,13
"DIS.M",72,44,45,NA,NA,28,NA,NA,NA,NA,61,48,NA,42,75,56,43,46,39,36,35,33,34,43,43,51,46,NA,NA,NA,35,NA,NA,NA,51,49,42,6,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,15,17,7,33,47,NA,NA,55,NA,NA,NA,NA,58
"DIS.D",71,57,NA,NA,NA,48,37,59,50,48,33,17,13,14,9,29,12,12,12,11,10,10,9,10,8,11,8,12,16,18,11,15,24,32,48,41,47,39,50,35,15,12,15,11,9,11,16,15,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,53,36,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,58,29,NA,NA,NA,NA,62,62,62,NA,NA,NA,NA,NA,NA,NA,NA,60,62,46,NA,34,49,41,24,NA,37,40,28,33
"DIS.3M",4,3,4,1,1,1,1,1,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,46,44,22,20,31,31,46,35,38,18,NA,33,12,6,5,3,3,3,3,3,3,3,4,4,4,4,4,8,9,10,10,9,10,9,9,9,9,10,10,9,8,7,8,6,4,5,5,5,5,8,7,9,8,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,1,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIL.3",49,65,NA,NA,65,NA,65,65,69,69,69,59,66,62,NA,NA,76,63,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,56,17,6,5,14,13,24,22,26,34,30,28,31,33,29,36,38,NA,NA,43,NA,45,34,32,34,33,41,45,49,41,44,40,36,34,32,43,37,45,46,49,35,33,33,30,25,22,NA,31,31,28,31,28,41,NA,NA,NA,36,26,NA,NA,NA,NA,NA,55,NA,NA,56,50,53,48,21,NA,67,NA,NA,NA,35,22,21,NA
"DIL.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,65,73,NA,NA,NA,72,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,35,33,31,35,34,31,26,28,26,25,26,44,45,25,25,27,33,41,34,29,32,30,31,26,34,38,35,36,38,28,23,22,23,27,25,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIL.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,71,77,NA,41,45,34,36,33,53,NA,NA,39,NA,52,39,32,34,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,49,NA,NA,NA,NA,23
"DVOLA1",35,37,40,NA,50,NA,71,NA,NA,NA,NA,NA,NA,72,68,34,30,36,28,30,13,13,16,19,23,25,76,68,NA,80,NA,NA,NA,71,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,51,59,64,24,33,53,32,45,NA,NA,NA,NA
"DVOLA2",9,7,7,7,8,6,7,7,3,4,5,5,4,4,7,7,5,8,7,7,7,6,8,7,6,7,14,16,6,7,6,4,7,NA,40,19,NA,NA,NA,17,24,23,22,18,NA,39,28,20,25,23,33,29,31,39,NA,45,58,38,39,39,NA,NA,NA,58,64,56,51,52,63,NA,63,NA,40,27,43,33,37,29,35,37,39,24,21,20,25,23,21,22,25,22,30,39,45,44,33,42,37,24,38,41,40,19,19,16,17,21,48,NA,14,NA,NA
"DIFO.C",22,18,23,NA,NA,NA,39,NA,NA,NA,19,NA,21,9,24,14,10,11,19,24,22,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,65,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,NA,67,62,NA,NA,NA,NA,NA,NA,NA,NA,70,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.C",16,59,16,NA,NA,15,NA,44,NA,29,51,NA,40,32,18,32,NA,NA,NA,NA,21,23,13,18,13,21,NA,NA,NA,NA,NA,12,NA,20,20,8,8,16,15,NA,NA,NA,NA,34,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,19,26,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,34,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,71,NA,NA,NA,NA,68,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
