"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DIFOMI.C",58,35,35,17,16,62,NA,NA,NA,44,NA,NA,46,NA,57,NA,NA,53,74,60,49,37,12,15,21,37,48,48,NA,NA,63,NA,46,50,70,68,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,52,53,56,52,48,51,NA,NA,55,NA,NA,NA,57,NA,56,43,45,47,49,44,33,45,44,43,54,59,NA,NA,63,50,NA,NA
"DIFOMI.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,56,42,31,50,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,49,50,51,52,46,42,41,37,38,39,39,41,41,33,32,24,27,26,24,31,36,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,51
"DIFOMV.C",NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,38,NA,NA,73,NA,38,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,24,31,20,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,25,NA,NA,NA,NA,NA
"DIFOMV.EXP",39,34,28,61,NA,NA,35,NA,NA,NA,NA,65,69,44,42,42,41,31,14,14,NA,38,44,37,38,31,26,30,28,30,20,39,61,49,56,55,31,22,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,50,41,54,49,44,48,44,41,43,53,37,NA,59,NA,NA,NA,41,48,43,29,50,41,16,12,44,43
"DIFOWH.C",41,45,46,NA,40,NA,51,56,51,63,NA,47,47,NA,35,60,34,41,29,33,27,47,31,31,27,18,41,27,18,13,23,9,12,12,53,46,50,60,33,47,41,27,25,24,26,30,33,24,32,22,19,19,33,41,40,44,54,51,58,57,59,NA,55,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,61
"DIFOWH.EXP",NA,NA,NA,37,NA,46,42,NA,71,64,46,NA,68,67,65,NA,NA,NA,62,28,NA,NA,NA,NA,66,NA,NA,57,54,55,47,51,66,NA,38,34,58,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,26,19,14,15,18,19,17,16,18,19,27,26,40,32,35,45,46,36,32,42,51,NA,NA,NA,NA,30,NA,53,46,45,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,41,NA,43,28,55,27,55,47
"DGFK.EXP",43,30,32,35,32,30,26,24,27,27,22,13,35,24,23,18,18,61,48,31,16,31,29,22,19,22,22,24,22,32,29,24,22,28,45,42,46,36,31,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,60,58,NA,NA,NA,NA,35,29,29,23,24,NA,11,10,8,11,22,21,19,52,NA
"DZEW",47,39,39,39,34,NA,70,67,63,NA,62,67,62,NA,NA,NA,55,49,52,54,NA,NA,NA,67,69,NA,NA,NA,NA,NA,NA,NA,52,NA,54,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,39,38,38,48,55,55,64,69,54,51,56,59,58,52,58,57,50,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,41,37,40,36,34,43,43,45,51,51,42,41,35,34,30,34,31,36,34,48,58,NA,66,NA,52,NA,NA,29,NA
"DECBS2",1,1,1,3,4,5,5,5,6,15,20,29,NA,47,NA,NA,29,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,7,7,7,7,7,7,8,5,6,7,6,NA,11,11,10,7,NA,9,7,7,7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECBS3",3,16,NA,NA,45,26,47,17,20,7,42,46,45,43,56,43,44,27,16,16,30,22,17,17,14,10,18,13,27,27,38,8,11,10,11,11,14,21,61,10,44,28,24,36,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,6,7,6,8,4,4,7,7,7,4,36,5,43,36,40,29,28,NA,NA,51,54,57,9,55,52,62,NA,60,50,52,50,47,60,49,NA,NA,NA,NA,NA,NA,NA,62,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECBS4",13,9,6,6,7,7,10,9,8,8,10,10,7,10,8,6,9,10,10,10,9,9,10,12,9,12,10,15,10,11,NA,NA,NA,NA,43,38,NA,NA,49,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,54,62,NA,NA,60,39,41,45,43,48,46,50,51,41,NA,NA,NA,46,44,47,43,52,44,36,40,41,40,44,44,60,57,55,56,42,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,54,NA,NA,58,NA
"DECBS5",29,28,25,23,26,31,33,35,37,23,28,24,20,18,16,10,21,15,15,15,19,15,NA,29,28,30,28,56,34,36,NA,29,32,42,68,74,66,17,14,NA,NA,NA,NA,42,27,NA,25,28,13,16,25,16,16,11,20,38,37,31,36,35,36,38,35,25,29,30,41,41,44,59,44,42,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,46,42,29,29,28,16,33,48,28,NA,NA,NA,NA,NA,NA,NA,64,61,NA,40,NA,18,25,13,19
"DECBS6",NA,NA,55,53,39,53,NA,NA,NA,67,58,NA,NA,NA,NA,62,NA,54,57,NA,75,NA,53,61,54,NA,NA,NA,60,NA,68,55,48,59,71,69,57,58,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,45,51,46,14,11,8,8,8,7,6,5,5,8,7,4,5,5,5,9,10,9,9,10,8,8,7,7,9,10,9,36,12,12,14,35,36,29,48,20,21,20,30,20,20,35,21,23,16,7,38,37,31,47,51,28,36,41,55,50,57
"DECBS7",67,NA,NA,46,NA,73,66,NA,68,NA,57,70,61,56,62,53,65,55,NA,74,74,NA,68,50,56,NA,79,64,NA,59,NA,59,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,50,53,NA,50,NA,49,NA,NA,NA,48,21,22,30,22,28,35,NA,NA,NA,NA,NA,36,NA,42,33,43,NA,NA,NA,NA,NA,NA,NA,33,42,37,28,NA,NA,NA,NA,NA,58,55,NA,NA,NA,NA,NA,48,50,49,53,37,37,3,2,4,4,4,6,8,8,10,10,10
"DESI.INDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,70,NA,NA,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,16,12,10,9,11,11,11,10,9,9,10,11,10,17,10,10,11,NA,10,NA,10,8,8,7,10,NA,50,28,21,53,23,16,15,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESI.SERV",44,51,47,43,37,NA,53,NA,NA,53,36,32,33,28,32,35,28,29,22,20,29,19,18,35,33,26,32,31,39,37,43,NA,28,29,27,31,41,42,51,39,36,39,34,NA,46,38,49,NA,NA,NA,NA,NA,NA,51,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,25,32,28,29,27,27,29,21,16,17,18,26,NA,58,NA,60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,47,45,NA,62,NA,NA,37,38,43,31,NA,39,26
"DESI.C",NA,NA,NA,NA,55,24,29,33,32,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,50,NA,64,64,NA,62,66,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESI.TRADE",NA,NA,NA,59,NA,67,NA,NA,NA,NA,74,NA,NA,NA,74,82,NA,NA,79,NA,NA,NA,35,44,36,24,30,22,29,24,16,33,57,NA,47,37,56,47,24,30,19,19,18,12,10,13,15,11,21,34,35,32,34,36,49,58,59,47,44,47,50,52,50,57,55,NA,NA,NA,64,49,56,52,50,51,50,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,59,NA,41,NA,NA,NA,NA,NA,NA,64,NA,61,42,NA,NA,60,53,NA,66,NA,NA,NA
"DESI.CTR",NA,67,53,62,NA,56,58,51,44,38,56,39,44,49,54,48,35,33,49,55,51,45,40,48,45,39,42,44,51,47,41,45,45,45,62,61,49,37,48,NA,NA,NA,NA,NA,34,34,31,25,42,41,NA,NA,56,50,54,65,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,60,62,61,NA,59,51,NA,NA,NA,NA,NA,52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,38,27,15,12,9,9,NA,12,27
"DESI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,78,76,NA,49,NA,53,51,NA,NA,49,28,32,38,41,42,51,51,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,35,28,26,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS99",NA,NA,NA,NA,56,25,30,34,33,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,65,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS1",63,54,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,68,NA,58,71,67,73,NA,63,NA,NA,NA,NA,NA,NA,48,46,53,23,44,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,41,44,NA,47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,34,17,14,14,24,28,23,26,26,25,25,18,19,20,19,11,11,16,10,NA,24,28,7,NA,NA,62,45,68
"DECCS2",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,59,68,NA,40,41,41,35,32,28,30,28,15,17,14,25,24,25,60,60,NA,NA,21,14,9,NA,NA,NA,46,45,42,32,44,31,30,29,28,35,35,52,46,52,47,43,51,53,40,42,39,35,30,31,44,43,40,18,54,49,56,NA,38,34,25,26,22,24,20,25,25,24,20,20,18,20,15,14,16,13,14,10,10,9,9,11,13,12,26,11,13,15,16,30,27,29,33,31,45
"DECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,69,69,66,69,74,38,NA,NA,50,NA,66,NA,NA,NA,NA,NA,63,67,52,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,43,9,37,33,33,33,36,32,27,24,23,21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,47,NA,NA,NA,NA,NA,NA
"DECCS4",5,5,5,5,6,4,4,6,4,28,27,25,16,39,46,30,19,18,NA,51,NA,30,45,NA,NA,NA,27,43,66,NA,NA,43,44,NA,NA,59,NA,56,NA,40,35,25,20,15,11,10,18,13,9,11,7,8,6,7,8,9,16,14,33,27,27,32,38,21,23,26,38,39,23,54,41,46,47,46,51,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,53,38,48,62,47,31,32,32,26,21,39,19,17,20,18,21
"DECCS5",36,NA,19,50,63,63,64,53,56,50,53,51,53,51,55,63,62,51,65,69,57,63,62,NA,NA,NA,63,72,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,21,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,51,49,52,46,48,46,42,39,40,47,25,28,33,28,28,37,23,17,21,NA,41,30,51,NA,NA,52
"DECCS6",50,63,NA,52,NA,NA,63,62,60,70,55,NA,64,NA,NA,77,58,NA,54,NA,77,72,49,NA,NA,46,45,NA,75,NA,NA,NA,NA,NA,31,NA,40,NA,NA,NA,NA,NA,51,NA,NA,NA,43,NA,NA,NA,NA,24,24,26,35,46,46,37,40,36,47,53,48,45,43,43,49,44,30,35,28,27,27,30,24,21,21,28,27,28,27,32,33,27,34,26,24,27,20,18,23,22,22,19,22,24,26,35,NA,NA,52,39,39,40,58,56,53,NA,NA,NA,71
"DECCS7",NA,NA,NA,58,60,9,12,15,11,2,4,3,2,5,6,2,2,4,5,6,8,8,7,13,11,63,12,19,19,22,15,NA,NA,51,73,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,6,7,5,6,7,5,5,5,7,7,6,6,8,8,8,9,8,9,8,8,8,9,9,9,9,10,11,10,14,9,9,15,19,27,6,9,9,9,7,9,8,8,6,7,5,6,6,5,6,10,44,52,22,13,10,NA,5,18
"DECCS8",59,61,NA,30,29,17,55,NA,NA,52,23,11,12,7,10,31,60,NA,NA,NA,NA,56,55,NA,NA,NA,55,55,59,67,58,61,NA,62,50,45,62,64,NA,NA,NA,NA,NA,NA,NA,46,51,49,52,NA,48,NA,NA,43,NA,NA,NA,NA,61,59,58,NA,NA,65,61,58,57,56,67,NA,58,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,47,NA,NA,NA,52,NA,54,NA,41,55
"DECCS9",30,31,27,29,38,43,50,63,64,54,NA,49,NA,45,53,50,NA,73,58,58,40,34,26,26,25,NA,19,39,NA,75,27,23,15,13,10,13,15,11,18,18,21,20,16,10,13,19,21,40,17,18,23,22,17,13,25,24,26,28,15,16,18,16,16,13,13,12,14,14,18,14,13,15,15,14,11,12,10,13,11,12,11,13,13,13,11,8,9,16,14,12,15,12,16,12,14,15,15,16,12,20,8,43,14,11,14,17,14,11,7,11,20
"DECCS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,33,75,35,41,NA,69,62,NA,NA,54,62,65,58,57,59,62,60,76,79,61,NA,NA,NA,13,NA,NA,NA,NA,34,29,41,36,38,37,40,50,26,35,30,34,28,29,25,26,32,38,33,27,25,25,31,31,22,22,21,22,22,19,27,30,25,24,28,21,23,NA,NA,NA,NA,NA,NA,38,32,30,32,32,25,24,30,36,35,31,37,29,23,27,28,34,32,29,45,49,NA,65,47,NA,57,53,53,31
"DECCS11",52,NA,44,31,33,55,75,NA,NA,NA,NA,NA,55,57,NA,49,NA,NA,80,59,48,54,NA,56,47,62,53,NA,NA,45,37,46,49,61,NA,NA,53,59,56,11,17,18,19,16,16,20,19,16,15,14,16,14,15,16,18,28,25,27,20,NA,37,NA,49,54,52,37,33,45,49,57,34,29,29,35,32,29,23,24,21,25,25,45,39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,45,NA,31,33,31,24,54,40,NA
"DECCS12",NA,NA,NA,51,44,34,24,38,39,35,34,23,17,19,20,17,24,14,17,12,14,14,15,16,12,15,9,14,15,16,14,NA,NA,46,41,65,26,20,12,12,10,16,17,9,8,12,8,7,7,8,31,40,25,29,NA,27,30,35,30,37,22,17,18,17,18,20,28,34,21,30,NA,30,NA,NA,31,NA,NA,22,23,33,24,27,23,21,33,27,25,21,17,17,20,18,19,17,19,20,22,25,26,39,33,29,57,36,40,31,34,25,29,32,37
"DALQ",NA,58,NA,63,53,57,73,60,62,66,11,71,NA,NA,66,73,70,NA,NA,NA,50,46,48,51,50,49,56,59,72,68,NA,NA,35,47,69,62,NA,NA,53,NA,NA,NA,44,33,32,36,38,44,NA,49,32,38,37,NA,27,26,27,22,17,22,31,43,42,42,40,53,63,64,51,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,49,44,NA,52,NA,NA,63,NA,23,NA,19,36,23,22,18,NA,53
"DCAPA",25,41,43,NA,NA,22,25,43,43,74,NA,56,27,34,17,16,NA,NA,NA,NA,23,17,30,24,17,16,20,26,32,29,7,7,3,5,4,4,3,9,8,13,9,11,14,5,4,7,5,6,6,5,9,9,9,10,11,12,11,12,11,12,12,13,12,10,11,11,11,11,13,13,12,13,12,12,12,13,13,18,17,19,17,16,17,16,22,17,16,15,13,13,19,24,17,14,13,13,14,18,17,19,18,36,NA,51,NA,NA,20,64,43,43,34
"DWHOUR",26,10,11,12,13,12,11,14,13,57,12,7,8,16,25,13,14,17,20,32,65,73,NA,66,NA,68,NA,NA,65,58,54,54,33,37,28,24,29,34,36,25,27,26,30,27,30,31,32,27,26,26,17,20,20,21,37,39,34,50,42,42,51,55,57,62,46,42,34,36,35,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,53,42,NA,46,NA,42,48,NA,70
"DOECDL1",NA,NA,NA,NA,NA,38,20,20,18,26,41,42,37,33,34,39,47,39,33,23,33,26,23,20,15,33,35,20,12,14,8,NA,NA,64,57,57,NA,NA,64,NA,NA,NA,NA,NA,49,4,7,43,44,46,52,NA,54,NA,58,64,NA,57,53,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,51,51,53,56,48,47,NA,NA,NA,NA,NA,NA,51,58,37,55,45,53,23,39,41,43,39,48,NA,64,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
"DOECDL2",8,6,8,10,9,13,8,10,9,5,16,12,10,8,5,11,15,13,6,5,5,5,5,5,4,6,6,7,8,8,4,5,5,2,2,1,1,2,4,5,4,4,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,59,56,6,NA,11,46,37,22,7
"DOECDL3",NA,NA,NA,NA,NA,35,21,21,19,25,40,43,38,30,33,36,48,40,32,22,32,24,22,21,16,32,34,21,13,15,9,NA,NA,NA,58,60,NA,NA,NA,NA,NA,NA,NA,NA,41,5,6,45,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,57,48,51,48,53,55,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,43,50,26,34,NA,44,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,39,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"DMT.future",28,53,NA,NA,22,19,19,27,23,NA,NA,NA,58,71,NA,NA,49,38,NA,NA,NA,NA,NA,32,26,17,44,18,31,26,25,17,20,15,17,12,19,13,11,27,23,22,27,17,15,18,47,23,20,25,46,53,NA,NA,34,31,29,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,32,33,32,31,25,26,20,23,28,30,31,NA,50,55,46,53,54,59,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,53,NA,37,17,36,NA,NA,NA
"DMT.presence",24,23,29,21,23,33,41,37,38,24,32,34,22,31,44,41,26,23,44,43,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,47,39,34,37,50,29,33,44,NA,NA,NA,NA,NA,NA,63,60,50,NA,37,39,29,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,31,35,40,32,23,26,27,NA,NA,NA,NA,33,31,NA,56,NA,35,NA,NA,55,32,58,NA,41
"DMT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,19,17,25,20,23,NA,52,63,NA,NA,NA,68,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,66,NA,NA,NA,36,32,NA,NA,NA,29,30,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,38,34,34,30,30,28,29,25,22,28,27,27,29,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,65
"DMT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA
"DMT.de.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,56,39,34,41,NA,37,NA,NA,NA,NA,NA,NA,NA,67,NA,61,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,48,61,54,54,55,NA,NA,NA,61,60,NA,NA,NA,27,NA
"DMT.de.present",NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,59,NA,81,63,66,30,65,NA,NA,64,NA,NA,NA,73,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,57,49,62,44,46,45,43,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,52,45,49,50,57,42,47,NA,54,50,68,NA,51,52,46,44,18,17,16,19,22,22,NA,NA,40,26,48,NA,NA,49,NA,NA,NA,NA
"DMT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,62,NA
"DMT.budget",51,NA,NA,65,NA,NA,NA,52,55,NA,NA,NA,NA,NA,63,NA,NA,64,75,75,NA,NA,19,36,68,55,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,20,43,NA,42,45,40,33,29,21,NA,NA,29,22,21,NA,NA,NA,NA,31,NA,49,52,47,41,56,NA,NA,64,54,44,48,48,47,NA,NA,NA,NA,NA,NA,52,47,47,37,39,36,33,36,NA,39,39,44,38,37,36,27,28,37,31,41,30,31,30,30,27,35,13,56,34,55,61,15,34,NA,NA,16
