"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DIFOMV.EXP",NA,NA,NA,NA,43,44,27,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,49,NA,NA,46,63,47,NA,NA,NA,NA,NA,47,39,44,46,48,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,56,53,56,55,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"DIFOWH.C",15,19,20,30,44,48,38,41,50,37,29,NA,NA,NA,NA,26,NA,32,31,31,27,31,29,28,32,34,25,27,27,23,23,26,20,NA,NA,NA,NA,57,NA,38,23,34,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,34,NA,NA,49,53,55,46,51,54,51,50,49,50,52,55,NA,NA,NA,NA,NA,NA,50,54,NA,NA,52,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,51,41
"DIFOWH.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,55,23,34,25,49,52,45,34,33,34,33,37,NA,NA,35,37,NA,29,46,48,31,29,30,47,NA,NA,NA,NA,NA,60,34,30,62,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,50,45,49,51,54,52,53,54,NA,48,49,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA
"DGFK.EXP",NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,35,30,29,39,40,40,NA,41,45,55,NA,54,NA,NA,NA,30,16,16,13,12,12,11,13,13,13,12,13,15,19,21,28,21,20,19,20,19,19,20,19,20,20,18,18,21,19,19,20,19,17,20,19,18,18,16,16,16,16,32,33,36,32,19,15,12,15,27,NA,NA,NA,NA,NA,NA,20,NA,NA,44,NA,46,35,26,30,NA
"DZEW",NA,10,8,8,14,17,11,7,8,12,13,11,13,12,12,18,16,19,19,20,19,17,18,16,17,15,13,11,12,12,11,16,24,26,46,33,54,NA,61,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,37,39,41,41,39,40,NA,NA,NA,NA,NA,NA,28,24,17,17,15,20,17,18,23,16,17,22,20,31,30,39,24,14,12,11,22,16,23,40,NA,NA
"DECBS2",NA,NA,NA,59,NA,NA,NA,NA,NA,56,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,55,51,49,NA,NA,NA,NA,NA,63,NA,NA,40,NA,56,53,42,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECBS3",NA,NA,NA,NA,NA,NA,NA,44,53,NA,28,17,16,18,19,38,30,34,32,27,25,24,24,21,20,19,18,18,15,16,13,22,17,25,32,34,23,35,23,14,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,32,26,31,NA,NA,NA,NA,NA
"DECBS4",17,24,21,15,19,18,NA,17,24,NA,30,NA,NA,59,49,NA,NA,NA,NA,NA,NA,53,55,53,50,57,45,54,NA,NA,NA,NA,NA,60,57,30,30,53,NA,24,18,16,20,30,34,31,30,37,40,43,52,NA,43,NA,NA,NA,40,34,42,41,NA,40,38,44,46,53,NA,NA,NA,NA,NA,36,43,35,43,42,43,40,49,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,36,NA,NA,NA,NA
"DECBS5",40,42,48,NA,50,56,NA,38,36,34,41,22,29,NA,35,37,32,35,35,34,33,33,32,27,30,33,34,49,40,NA,NA,NA,NA,NA,NA,35,34,NA,NA,46,NA,58,25,16,45,NA,NA,NA,NA,22,23,22,22,23,20,16,20,11,24,17,15,13,13,14,18,17,18,13,12,12,9,8,9,9,13,13,12,11,11,13,12,12,13,14,7,8,7,9,8,8,12,11,8,10,5,8,14,10,15,11,9,8,19,11,16,10,24,22,41,NA,NA
"DECBS6",NA,46,NA,NA,NA,NA,NA,48,42,NA,63,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,43,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,64,NA,NA,62,32,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,55,NA,NA,NA,NA,49,49,NA,NA,NA,38,NA,NA,NA,26,42,NA,NA,44,NA,NA,48,NA,NA
"DECBS7",36,NA,NA,NA,NA,NA,53,53,55,NA,NA,NA,NA,29,29,59,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,58,56,NA,NA,NA,NA,NA,NA,NA,40,35,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,12,11,10,NA,18,46,NA,37,39,40,42,50,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,39,15,16,19,26,19,36,54,47,NA,28,26,24,13,9
"DESI.INDU",NA,57,44,23,33,47,NA,28,19,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,10,NA
"DESI.SERV",NA,47,46,56,54,63,45,NA,NA,NA,NA,28,32,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,41,42,NA,45,NA,NA,NA,37,59,48,NA,NA,51,49,42,NA,NA,NA,NA,38,NA,33,30,28,27,29,NA,NA,46,NA,44,37,39,57,37,35,34,35,37,39,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,54,NA,NA,NA,NA,NA,54,49,48,47,42,48,46,45,NA,NA,NA,NA,NA,NA,42,NA,NA,50,45,NA,NA,NA,NA,46,NA,NA
"DESI.C",NA,2,10,9,3,3,5,5,5,6,8,NA,NA,NA,NA,16,4,5,5,6,7,6,8,9,12,10,NA,NA,NA,NA,NA,NA,7,8,30,42,45,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESI.TRADE",NA,NA,NA,NA,NA,59,NA,NA,NA,51,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,46,34,33,NA,20,32,NA,36,24,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,29,45,48,47,NA,35,36,36,36,36,36,34,37,32,40,46,32,35,36,NA,41,34,39,48,51,48,NA,38,44,39,40,34,49,48,NA,37,39,44,33,26,NA,NA,NA,NA,NA,39,32,NA,NA,NA,30,NA,43
"DESI.CTR",NA,NA,NA,NA,NA,NA,NA,NA,59,NA,50,41,NA,NA,NA,48,61,58,NA,55,NA,54,NA,NA,NA,29,26,32,NA,NA,NA,NA,NA,NA,45,36,62,NA,37,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,52,NA,39,61,56,NA,NA,60,44,41,42,51,33,30,22,19,17,21,20,32,28,31,NA,44,NA,NA,44,50,NA,NA,29,29,NA,47,14
"DESI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,NA,NA,8,22,NA,51,23,NA,NA,NA,NA
"DECCS99",NA,4,15,11,6,4,6,6,6,7,9,NA,NA,NA,NA,17,13,NA,6,7,8,23,9,10,13,11,NA,NA,NA,NA,NA,NA,9,50,31,43,46,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS1",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,39,54,NA,NA,NA,NA,53,NA,NA,NA,NA,53,50,NA,NA,53,49,NA,51,NA,NA,NA,41,49,53,50,40,40,28,23,23,NA,54,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,47,NA,48,NA,31,50,NA,NA,15
"DECCS2",NA,NA,NA,NA,NA,NA,56,43,44,NA,NA,NA,NA,NA,NA,31,45,41,NA,51,NA,NA,NA,NA,51,30,NA,25,29,20,19,19,14,17,23,65,42,59,NA,NA,NA,43,52,NA,NA,NA,NA,31,39,37,34,28,23,29,27,24,38,40,26,18,18,16,15,16,16,15,15,18,17,15,20,22,23,22,24,26,21,22,NA,NA,60,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,12,18,11,7,6,6,6,12,15,25,20,24,41,47,NA,NA,NA
"DECCS3",28,32,38,58,NA,NA,NA,NA,NA,57,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,59,NA,NA,9,NA,7,5,8,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,56,55,NA,NA,49,48,45,52,58,53,54,52,51,50,NA,56,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,40,43,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,49,53,38,43,NA,NA,48
"DECCS4",3,3,2,2,10,11,9,NA,NA,NA,18,NA,NA,NA,NA,7,NA,9,10,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,28,20,14,54,NA,NA,NA,49,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,37,38,NA
"DECCS5",NA,53,47,NA,20,21,13,13,17,18,NA,NA,NA,23,24,NA,NA,20,21,18,17,20,20,23,NA,NA,28,24,26,22,22,27,55,39,49,38,35,36,15,30,11,14,14,14,11,10,10,10,9,8,9,10,11,12,10,11,10,15,47,57,56,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,38,NA,NA,NA,47,42,35,34,45,NA,48,NA
"DECCS6",NA,NA,NA,18,55,32,19,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,54,49,49,36,43,57,51,41,41,52,36,NA,NA,NA,25,NA,35,58,32,NA,45,34,36,28,29,24,25,28,37,41,50,NA,29,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,27,23,30,31,28,25,26,25,24,34,34,39,35,NA,NA,46,45,47,46,42,20,24,NA,45,NA,NA,34,35,24,29,32,33,23,27,NA,NA,NA,NA,NA
"DECCS7",NA,29,31,32,27,27,NA,37,32,35,NA,NA,NA,NA,NA,NA,38,42,38,37,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,34,NA,16,29,31,44,NA,43,42,48,48,NA,NA,27,26,25,22,25,35,27,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,48,39,38,38,44,41,NA,NA,NA,NA,NA,NA,NA,NA,31,46,NA,NA,29,36,37,39,15,14,9,13,15,9,10,8,39,55,38
"DECCS8",NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,56,48,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,43,33,27,NA,NA,NA,43,47,39,47,39,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,59,NA,NA,39,39,38,35,35,35,36,43,33,32,23,25,34,41,41,33,36,37,43,45,34,NA,NA,NA,49,36
"DECCS9",25,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,18,24,64,24,32,21,17,22,18,13,13,NA,NA,NA,NA,NA,NA,NA,44,41,48,NA,48,53,29,29,31,40,40,41,41,39,40,38,42,26,34,32,27,26,27,27,26,32,26,27,27,29,29,26,21,22,23,19,16,21,20,23,17,33,7,15,11,8,8,5,11,17,18,18,17,50,18,NA,21,NA
"DECCS10",NA,NA,NA,NA,NA,NA,16,15,12,19,14,13,14,13,16,12,17,15,15,17,18,15,17,15,18,17,16,16,18,NA,NA,24,28,51,42,NA,NA,61,NA,49,NA,NA,NA,NA,NA,NA,35,33,31,NA,32,29,27,26,26,47,22,25,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,54,51,41,38,36,23,16,20,29,23,NA,NA,36,40,47,51,19,12,13,10,11,10,21,21,25,25,19,21,19,23,24
"DECCS11",5,5,3,3,NA,14,10,8,7,8,7,6,7,9,9,8,9,8,9,9,11,14,11,13,16,13,11,12,10,10,9,10,15,20,28,40,51,34,NA,NA,NA,41,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,32,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS12",22,22,27,20,28,31,NA,NA,NA,NA,35,39,NA,NA,NA,30,28,NA,NA,26,24,29,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,61,NA,21,30,22,12,12,29,36,NA,44,45,NA,NA,NA,NA,NA,NA,NA,39,42,36,50,39,33,41,39,34,52,50,38,34,37,37,37,34,40,33,28,33,32,37,30,27,27,52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,40,37,NA,NA,NA,NA,NA,NA,NA,42,NA,55
"DALQ",NA,NA,NA,16,12,13,18,32,31,36,32,27,26,25,27,27,26,31,33,32,52,51,49,50,33,32,30,26,25,25,26,34,34,52,52,48,33,44,NA,27,49,42,61,NA,47,41,39,42,42,47,51,46,47,47,NA,NA,NA,NA,NA,50,45,42,39,48,49,57,56,NA,NA,55,46,42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,57,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,44,18
"DCAPA",10,13,11,19,16,16,17,11,15,20,17,47,44,48,NA,55,22,22,23,22,21,18,19,18,21,55,31,NA,NA,NA,31,42,38,47,27,28,NA,NA,22,37,14,10,17,22,31,36,31,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27,26,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,44,48,46,NA,49,41,43,39,51,NA,NA,NA,NA,NA,NA,35,32,NA,NA,NA,30,NA,49,NA,NA,NA,NA,NA,NA,NA
"DWHOUR",NA,11,16,33,11,10,32,21,46,27,21,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,59,53,27,19,19,17,30,52,6,NA,26,37,29,26,23,23,28,36,38,39,35,35,45,44,38,32,31,NA,27,25,26,27,31,29,32,33,35,32,31,35,38,47,30,31,38,38,36,33,41,45,50,52,47,50,52,48,45,37,38,31,32,39,31,42,46,NA,42,42,NA,NA,46,NA,57,NA,NA,NA,NA,NA,NA,NA
"DOECDL1",18,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,2,1,2,2,3,7
"DOECDL2",NA,20,18,NA,NA,NA,48,47,NA,45,47,30,NA,34,30,11,7,10,12,14,22,22,23,22,26,24,21,22,21,19,17,12,11,13,10,10,12,13,12,18,NA,4,4,5,9,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,19,18,13,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,43,NA,NA
"DOECDL3",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,3,NA,NA,NA,NA,NA
"DMT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.future",38,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,44,48,NA,56,27,NA,NA,NA,13,NA,NA,NA,38,NA,NA,37,29,27,48,47,46,NA,NA,NA,NA,NA,43,32,33,32,45,46,55,51,41,NA,44,45,42,46,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,45,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.presence",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,15,12,13,14,12,17,20,16,21,36,28,35,38,27,23,33,23,NA,NA,NA,NA,18,19,NA,NA,NA,18,16,NA,53,37,NA,18,30,38,NA,39,39,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,28,NA
"DMT.climate",NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,18,27,NA,NA,NA,29,29,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,28,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.de",NA,NA,NA,39,NA,46,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,50,49,53,50,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA
"DMT.de.future",14,31,34,NA,NA,NA,34,NA,29,NA,33,NA,38,51,NA,39,15,16,16,NA,NA,27,30,NA,42,42,56,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,37,42,39,42,37,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,46,43,42,NA,NA,NA
"DMT.de.present",NA,NA,NA,NA,NA,51,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,25,31,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,62,NA,51,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,44,27,NA,NA,NA,49,NA,NA,NA,NA,NA
"DMT.de.climate",NA,49,36,42,NA,NA,36,54,NA,NA,40,36,31,NA,NA,52,43,28,29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,63,38,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,54,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA
"DMT.budget",NA,45,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,56,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,33,33,NA,NA,NA,NA,NA,19,22,18,20,22,26,30,36,34,NA,NA,NA,NA,49,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,51,51,55,33,34,42,42,47,50,56,49,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,10,NA,NA,NA,NA,18,46,NA
