"","mse","rank.mean","theilsu","rank.theilsu","rank.rank.mean","cw.p"
"median",359.011302691735,72.8537735849057,0.947654298588885,76,9,NA
"mean",281.392251732451,65.3679245283019,0.838980648045907,56,3,NA
"median30",157.918693310912,69.3349056603774,0.628510658516861,12,7,NA
"mean30",153.499514302588,65.9528301886792,0.619654173251668,10,4,NA
"median40",175.988687250313,68.2547169811321,0.663495912936727,20,6,NA
"mean40",167.95671588139,64.4716981132076,0.648178413044412,15,2,NA
"median50",190.056001614009,66.1839622641509,0.689503809985675,26,5,NA
"mean50",180.515801365779,64.3962264150943,0.671975575562421,22,1,NA
