"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,24,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,18,15,13,15,16,15,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,8,15,NA,8,8
"ECCS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,25,16,NA,NA,42,30,24,12,13,10,10,10,33,15,11,12,24,33,53,48,23,22,7,8,5,5,7,10,11,10,11,12,11,NA,NA,NA,NA,NA,NA,50,48,NA,NA,NA,NA,NA,55,54,60,62,59,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,39,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS4",NA,33,61,52,NA,NA,44,70,35,29,54,25,24,21,18,20,11,18,53,48,36,46,NA,56,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,55,NA,NA,5,9,12,2,1,1,3,3,6,6,8,8,7,6,7,7,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,20,15,14,17,13,13,5,2,2,NA,NA,NA,NA,NA
"ECCS6",24,28,20,23,25,23,21,20,18,18,23,38,35,34,58,43,51,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,46,51,53,50,49,49,50,46,52,59,52,56,57,56,55,42,50,48,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,12,11,13,12,11,10,11,12,11,11,12,12,12,9,8,8,7,7,8,8,8,8,8,7,7,8,8,8,7,6,6,6,7,9,19,36,33,39,33,NA,NA,NA,NA,58,50,NA,33,36,NA,NA
"ECCS9",NA,54,NA,NA,NA,NA,NA,45,39,30,31,4,4,3,7,NA,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,4,3,4,3,4,NA,26,NA,NA,21,NA,NA,NA,NA,27,26,28,32,42,NA,43,NA,NA,NA,NA,51,NA,22,NA,NA,16,19,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS10",48,45,38,58,57,52,30,16,13,10,10,26,26,29,32,22,19,16,15,17,18,19,23,21,19,12,13,16,37,13,6,5,9,28,24,35,22,16,17,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,47,38,37,40,43,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,29,32,22,20,NA,70,NA,43,23,38,17,16,17,14,19,18,17,11,15,20,17,15,19,18,11,12,12,47,37,37,40,35,38,29,13,15,20,43,25,20,18,21,20,26,21,20,19,20,24,26,30,34,31,28,26,25,41,NA,NA,NA,NA,NA,NA,NA,48,NA,43,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,45,51,43,NA,NA,NA,NA,NA,NA,NA
"ECCS12",23,17,24,37,40,26,12,3,NA,3,NA,NA,NA,30,23,NA,NA,NA,10,9,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,29,24,30,17,12,12,13,14,13,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,22,30,25,22,25,30,29,NA,40,42,33,31,30,35,32,47,30,25,36,38,40,48,48,NA,NA,NA,44,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,22,6,NA
"MT.presence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,31,38,44,NA,36,45,50,NA,NA,NA,NA,NA,NA,NA,NA,57,51,48,NA,46,47,46,52,NA,NA,56,NA,NA,55,55,53,NA,57,47,45,45,46,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,35,NA,NA,NA,47,59,NA,57,NA,40,NA,63,NA,NA,NA,NA
"MT.future",30,NA,56,NA,39,35,37,56,52,44,NA,47,NA,45,26,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,19,19,25,21,21,22,22,21,21,25,24,26,26,25,24,24,21,21,19,20,20,22,22,23,21,NA,20,18,17,17,18,17,17,17,17,17,15,19,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,61,65,53,52,NA,61,NA,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,25,23,26,28,30,38,NA,NA,NA,NA,37,NA,NA,NA,NA,54,53,51,27,NA,NA,46,40,35,39,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,56,NA,NA,NA,NA,NA,NA
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,8,4,NA,NA,25,NA,NA
"MT.de.future",NA,43,35,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,61,NA,NA,NA,NA,NA,59,66,NA,NA,61,NA,NA,NA,NA,67,57,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,37,47,NA,NA,NA,39,NA
"MT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,59,NA,NA
"MT.currency",47,36,33,26,41,36,39,52,59,52,35,24,30,37,33,50,NA,61,41,32,33,56,NA,NA,38,NA,43,NA,43,NA,NA,NA,32,56,56,47,41,NA,32,20,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,41,23,57,NA,27,29,5,8,NA,NA
"MT.taxation",NA,27,17,20,24,42,51,38,38,36,27,28,27,NA,55,NA,54,38,NA,NA,62,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,12,26,19,NA,NA,NA,NA,51
"MT.cycle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,59,57,58,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,62,46,61,51,49,52,59,62,58,64,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,56,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,46,NA,66,NA,NA
"MT.labor",NA,NA,NA,27,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,46,44,60,54,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,39,NA,58,NA,NA,NA,NA,54,22,37
"MT.budget",NA,NA,NA,40,NA,NA,NA,51,54,49,38,41,41,40,44,69,66,NA,42,27,47,41,33,39,32,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,32,37,29,28,31,31,38,36,33,37,NA,20,12,26,63,NA,42,11,NA,27,45
"MT.de.taxation",NA,64,54,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,27,37,73,NA,NA,52,NA,NA,50,42,48,33,40,68,64,31,48,34,NA,42,25,25,17,13,18,16,9,18,20,17,17,15,16,14,16,17,21,22,21,33,30,34,32,35,33,29,33,35,34,30,29,33,33,42,37,34,27,25,30,25,25,20,19,18,19,19,19,17,18,18,18,23,24,17,27,24,29,34,32,31,36,30,26,34,32,29,44,36,38,64,NA,64,35,NA,34,62,26,12
"MT.de.cycle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA
"MT.de.labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,28,37,24,62,27,29,NA,24,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,46,NA,NA,NA,NA,60,60,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,53,NA,NA,33,NA,37,29,9,32
"MT.de.budget",NA,NA,55,48,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,69,49,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,42,46,49,40,51,40,42,37,44,26,24,20,22,23,23,22,24,21,22,19,26,NA,NA,48,42,48,40,42,36,37,34,34,39,42,NA,37,NA,12,9,15,3,7,45,28
"DIS.M",NA,NA,64,NA,NA,60,55,37,36,21,45,NA,49,NA,NA,34,25,46,40,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,52,50,44,28,13,8,17,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,29,NA,32,38,36,43,41,29,40,27,23,22,16,16,12,16,18,18,12,12,13,11,9,7,NA,NA,NA,40,55,NA,NA,NA,NA,NA,34
"DIS.D",NA,53,53,53,NA,56,NA,NA,NA,NA,49,56,43,NA,NA,NA,NA,37,NA,NA,44,44,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,51,44,35,32,29,35,NA,22,NA,NA,NA,NA,NA,19,NA,26,NA,53,53,55,NA,NA,NA,NA,NA,NA,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,37,39,36,24,37,40
"DIS.3M",52,50,52,56,61,49,58,7,4,NA,NA,NA,NA,56,45,5,NA,NA,NA,NA,52,49,39,40,43,36,39,68,NA,62,50,4,4,35,31,30,19,23,30,22,19,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,47,47,48,47,50,43,46,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,21,NA,2,3,9,14,33,NA,33,29,30,NA,NA
"DIL.3",9,5,7,6,5,8,5,9,11,45,32,34,36,NA,48,NA,NA,40,6,10,58,7,47,65,NA,6,11,9,67,50,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,52,43,47,45,44,39,36,40,31,30,41,33,34,30,31,22,26,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,41,35,NA
"DIL.5",15,20,NA,15,13,NA,14,18,15,9,11,8,5,4,5,8,10,8,8,11,8,8,7,8,8,10,16,10,7,8,10,26,28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,28,28,27,25,26,20,20,27,21,17,17,20,23,26,25,26,30,30,31,26,32,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA
"DIL.10",21,29,NA,21,22,33,29,29,25,17,18,27,17,15,15,16,15,24,25,43,24,32,25,24,20,16,31,18,15,16,23,52,NA,16,6,21,NA,37,33,41,45,47,39,41,40,NA,NA,NA,NA,11,15,17,17,17,17,20,21,20,25,23,21,24,25,35,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,24,36,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
"DVOLA1",26,19,16,18,17,24,25,23,19,7,7,10,7,7,10,13,7,9,13,20,11,14,12,12,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,14,13,12,15,12,17,16,18,18,16,18,19,17,17,20,16,21,22,23,23,23,23,22,20,21,21,21,18,19,15,15,NA,14,NA,NA,NA,NA,NA,57,NA,NA,NA,16,12,13,17,12,11,14,17,20,20,37,NA,NA,55,40,38,NA,NA,NA,NA,21,39,29,NA
"DVOLA2",16,15,13,16,18,14,23,17,6,5,14,9,8,14,13,7,13,13,11,12,NA,NA,NA,23,12,48,51,49,64,63,27,58,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,48,52,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,19,16,49,60,39,NA,51,NA,37,NA,NA
"DIFO.C",NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,65,69,NA,NA,NA,15,13,13,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,47,28,49,48,45,45,38,39,36,40,37,36,35,54,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,54,61,NA,NA,57,NA,NA,65,NA,NA,NA,NA,NA,NA,66,23,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.C",NA,NA,NA,NA,NA,NA,NA,NA,63,NA,53,51,46,63,60,76,NA,NA,NA,67,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,35,34,5,6,5,7,NA,6,13,5,6,6,6,7,5,4,4,4,8,13,10,10,9,7,8,24,13,9,8,8,4,NA,NA,NA,NA,NA,6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,57,55,55,NA,44,55,NA,NA,NA,NA,NA,NA,21,17,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.C",46,10,9,NA,NA,20,19,11,14,NA,NA,NA,NA,NA,NA,77,29,23,31,NA,NA,NA,NA,20,13,14,9,NA,9,10,17,18,19,NA,NA,20,15,14,49,19,41,48,NA,9,5,8,9,8,8,8,9,7,NA,NA,NA,NA,8,8,9,NA,NA,NA,12,12,NA,NA,NA,10,10,12,NA,11,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,39
"DIFOMI.EXP",34,NA,42,NA,NA,47,NA,NA,NA,NA,NA,60,NA,61,NA,NA,57,44,NA,NA,NA,24,21,31,36,61,NA,13,25,17,38,34,51,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,55,55,54,55,NA,52,54,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,44,NA,47,52,NA,NA,NA,NA,NA
