"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",98.1975024174863,86.7920792079208,9.90946529422684,40,98,0.0305266605321162
"MT.de",102.925065052053,83.6237623762376,10.145199113475,87,64,0.0379068753180744
"MT.presence",102.083440719767,92.2673267326733,10.1036350250673,77,133,0.0243820306787237
"MT.future",112.183183072846,91.7722772277228,10.5916562950677,121,130,0.471447299924651
"MT.climate",99.5362884487035,88.0990099009901,9.97678748138415,43,114,0.0286970959610446
"MT.de.present",115.584295603853,90.8316831683168,10.7510137012215,128,128,0.0351284729131057
"MT.de.future",102.773763021283,83.5544554455445,10.1377395419928,86,62,0.570806751210044
"MT.de.climate",98.019115588768,84.4257425742574,9.90046037256692,39,70,0.0353922835243354
"MT.currency",118.585099338048,105.455445544554,10.8896785690877,132,162,0.247532777970093
"MT.taxation",114.03565260007,95.4950495049505,10.6787477074828,126,142,0.969114061505314
"MT.cycle",104.041907477223,75.0594059405941,10.2000935033569,92,18,0.375132048553475
"MT.labor",112.45368096741,105.584158415842,10.6044179928655,122,165,0.160530598362117
"MT.budget",122.829717257196,107.356435643564,11.0828569086313,138,166,0.795236462527143
"MT.de.taxation",105.098908532506,93.029702970297,10.2517758721358,96,134,0.906338256782208
"MT.de.cycle",102.179024424836,75.2079207920792,10.1083640825227,79,20,0.122195806391338
"MT.de.labor",105.586297729122,94.8910891089109,10.2755193410903,104,140,0.135111673904161
"MT.de.budget",130.141763795498,100.029702970297,11.4079693107712,142,153,0.879031842905454
"DMT.all",101.532798491456,84.4059405940594,10.0763484701283,72,69,0.0155126886776773
"DMT.future",105.105518966658,84.6138613861386,10.2520982714105,97,73,0.26682472752641
"DMT.presence",107.120465578214,88.7821782178218,10.3499017182877,110,121,0.033767625299666
"DMT.climate",101.528660689767,84.1188118811881,10.0761431455576,71,68,0.0648105406771319
"DMT.de",97.8148662922533,79.9405940594059,9.89013985200681,38,45,0.0877044838657852
"DMT.de.future",99.638753025553,81.019801980198,9.98192130932483,44,50,0.0291859443025703
"DMT.de.present",97.2730810786773,78.6237623762376,9.86271164937297,36,42,0.0765427374960144
"DMT.de.climate",105.544402231953,85.980198019802,10.273480531541,103,88,0.111659742817303
"DMT.budget",100.115737305388,83.7722772277228,10.0057851918472,52,66,0.0984672839207134
"DMT.currency",99.8305970744481,84.7227722772277,9.9915262635119,49,77,0.05518012440625
"DMT.labor",99.8304311927367,81.5346534653465,9.99151796238873,48,53,0.135527637549288
"DMT.cycle",100.208581215704,83.6039603960396,10.010423628184,53,63,0.00706495400795093
"DMT.taxation",102.557066703635,85.4653465346535,10.1270462971014,83,84,0.81474928901261
"DMT.de.budget",99.7603174938977,82.2673267326733,9.98800868511325,46,59,0.0504233189231333
"DMT.de.labor",99.8060856303685,81.3168316831683,9.99029957660773,47,51,0.132554288818193
"DMT.de.cycle",102.707538582018,84.5544554455445,10.1344727826374,85,71,0.05482322197946
"DMT.de.taxation",102.365724607461,87.049504950495,10.1175948034827,80,100,0.828960179119645
