"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",219.213782182087,114.388349514563,14.8058698556379,152,134,0.0607833013529131
"MT.de",219.710153514511,107.058252427184,14.8226230308441,155,68,0.0559745259817829
"MT.presence",186.890411997639,108.47572815534,13.6707868097502,52,83,0.0339029760577212
"MT.future",217.824196258186,115.174757281553,14.7588683935519,143,142,0.419380745767978
"MT.climate",212.677242012261,108.339805825243,14.5834578208414,115,82,0.157232813243476
"MT.de.present",175.960565528022,101.932038834951,13.265012835577,43,39,0.0384032084269548
"MT.de.future",213.954934841264,102.271844660194,14.627198461813,124,40,0.32946426497052
"MT.de.climate",216.336319095826,107.378640776699,14.7083758143388,134,71,0.249521022918033
"MT.currency",225.238772783187,136.330097087379,15.0079569823207,167,218,0.115437302128885
"MT.taxation",236.889167801423,140.145631067961,15.3912042349331,184,219,0.987630931735116
"MT.cycle",204.137763385911,90.0194174757282,14.2876787262981,73,13,0.109431955133863
"MT.labor",218.504883476728,129.135922330097,14.7819106842359,146,209,0.491958028902654
"MT.budget",208.077805259912,128.902912621359,14.4249022617109,82,207,0.106821569306223
"MT.de.taxation",204.648847732673,118.893203883495,14.305553038337,74,160,0.196253155734616
"MT.de.cycle",215.516873192069,96.4174757281553,14.6804929478567,130,21,0.0774546234483546
"MT.de.labor",218.841786949122,122.281553398058,14.7933020975414,148,185,0.539732035629153
"MT.de.budget",194.946951727833,107.757281553398,13.9623404817328,61,76,0.0847994158033509
"DMT.all",212.749068198058,106.223300970874,14.5859202040206,116,62,0.0215459165004178
"DMT.future",212.934761651726,105.776699029126,14.5922843191779,118,59,0.58766249960822
"DMT.presence",212.897159982206,108.980582524272,14.590995852998,117,89,0.0128176960843711
"DMT.climate",211.443638793208,105.126213592233,14.5411017049331,106,56,0.132161702689749
"DMT.de",209.19360405429,108.504854368932,14.4635266810792,86,84,0.0305968990790151
"DMT.de.future",211.211950892052,104.087378640777,14.5331328656987,103,51,0.0713065206816248
"DMT.de.present",206.364781839849,104.368932038835,14.3654022512372,77,52,0.0376393357069882
"DMT.de.climate",211.142002996892,109.543689320388,14.530726168946,101,98,0.0274890200805231
"DMT.budget",209.810341374746,108.728155339806,14.48483142376,89,88,0.095047090992353
"DMT.currency",213.005914705898,112.73786407767,14.5947221524049,119,124,0.360167387831923
"DMT.labor",211.425723306786,102.844660194175,14.5404856626863,105,41,0.20967694826125
"DMT.cycle",210.72864146369,109.058252427184,14.5164954952526,94,91,0.072306286344491
"DMT.taxation",209.798507813925,113.446601941748,14.4844229368631,88,128,0.119813248714551
"DMT.de.budget",208.782989971829,102.990291262136,14.4493248967496,84,42,0.0600936626547741
"DMT.de.labor",211.03851099371,103.398058252427,14.5271645889248,98,47,0.15081290366207
"DMT.de.cycle",216.622308865529,107.873786407767,14.7180946071674,137,78,0.0165241703894156
"DMT.de.taxation",211.192264788759,111.932038834951,14.5324555663783,102,115,0.120670881220001
