"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",98.1975024174863,110.039603960396,9.90946529422684,40,113,0.0305266605321162
"MT.de",102.925065052053,105.722772277228,10.145199113475,96,71,0.0379068753180744
"MT.presence",102.083440719767,116.455445544554,10.1036350250673,85,149,0.0243820306787237
"MT.future",112.183183072846,116.257425742574,10.5916562950677,142,146,0.471447299924651
"MT.climate",99.5362884487035,111.653465346535,9.97678748138415,43,126,0.0286970959610446
"MT.de.present",115.584295603853,114.574257425743,10.7510137012215,153,142,0.0351284729131057
"MT.de.future",102.773763021283,105.514851485149,10.1377395419928,95,70,0.570806751210044
"MT.de.climate",98.019115588768,107.188118811881,9.90046037256692,39,87,0.0353922835243354
"MT.currency",118.585099338048,134.50495049505,10.8896785690877,161,212,0.247532777970093
"MT.taxation",114.03565260007,120.584158415842,10.6787477074828,150,166,0.969114061505314
"MT.cycle",104.041907477223,94.7326732673267,10.2000935033569,102,20,0.375132048553475
"MT.labor",112.45368096741,134.712871287129,10.6044179928655,145,213,0.160530598362117
"MT.budget",122.829717257196,137.059405940594,11.0828569086313,167,214,0.795236462527143
"MT.de.taxation",105.098908532506,117.871287128713,10.2517758721358,107,153,0.906338256782208
"MT.de.cycle",102.179024424836,94.2376237623762,10.1083640825227,87,19,0.122195806391338
"MT.de.labor",105.586297729122,120.772277227723,10.2755193410903,116,168,0.135111673904161
"MT.de.budget",130.141763795498,126.920792079208,11.4079693107712,173,194,0.879031842905454
"DMT.all",101.532798491456,106.594059405941,10.0763484701283,78,81,0.0155126886776773
"DMT.future",105.105518966658,106.029702970297,10.2520982714105,108,74,0.26682472752641
"DMT.presence",107.120465578214,111.762376237624,10.3499017182877,125,128,0.033767625299666
"DMT.climate",101.528660689767,105.910891089109,10.0761431455576,77,73,0.0648105406771319
"DMT.de",97.8148662922533,100.584158415842,9.89013985200681,38,48,0.0877044838657852
"DMT.de.future",99.638753025553,101.584158415842,9.98192130932483,44,50,0.0291859443025703
"DMT.de.present",97.2730810786773,98.8712871287129,9.86271164937297,36,42,0.0765427374960144
"DMT.de.climate",105.544402231953,108.237623762376,10.273480531541,114,91,0.111659742817303
"DMT.budget",100.115737305388,105.386138613861,10.0057851918472,53,68,0.0984672839207134
"DMT.currency",99.8305970744481,106.564356435644,9.9915262635119,49,80,0.05518012440625
"DMT.labor",99.8304311927367,102.049504950495,9.99151796238873,48,53,0.135527637549288
"DMT.cycle",100.208581215704,105.267326732673,10.010423628184,54,66,0.00706495400795093
"DMT.taxation",102.557066703635,106.920792079208,10.1270462971014,92,84,0.81474928901261
"DMT.de.budget",99.7603174938977,103.752475247525,9.98800868511325,46,61,0.0504233189231333
"DMT.de.labor",99.8060856303685,101.831683168317,9.99029957660773,47,52,0.132554288818193
"DMT.de.cycle",102.707538582018,106.386138613861,10.1344727826374,94,79,0.05482322197946
"DMT.de.taxation",102.365724607461,109.207920792079,10.1175948034827,89,105,0.828960179119645
