"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",749.608872362914,117.650943396226,27.3789859630139,188,166,0.860306997692635
"MT.de",794.931132705498,106.88679245283,28.194523097678,204,61,0.857087198371457
"MT.presence",782.453477201839,116.820754716981,27.9723698889071,199,157,0.868462435474474
"MT.future",660.078783963786,117.22641509434,25.6919984423903,114,162,0.116510380045129
"MT.climate",746.336522461399,120.584905660377,27.3191603542532,186,182,0.849810711133295
"MT.de.present",796.705329808982,112.660377358491,28.2259690676685,205,115,0.79304511626238
"MT.de.future",710.28703839809,103.056603773585,26.65121082424,144,38,0.218593533432911
"MT.de.climate",786.641847612745,104.528301886792,28.0471361748886,202,43,0.852774010896213
"MT.currency",740.966917097969,132.254716981132,27.220707505463,183,218,0.532828459724364
"MT.taxation",712.795236739443,120.377358490566,26.6982253481284,155,178,0.841642220281105
"MT.cycle",606.561993630132,90.1792452830189,24.6284793202936,103,8,0.106149996420793
"MT.labor",757.447007957349,118.754716981132,27.5217551758123,193,172,0.846686552406801
"MT.budget",712.971566212223,131.632075471698,26.7015274134688,157,216,0.336845397207728
"MT.de.taxation",702.683551704749,123,26.5081789586676,134,195,0.1690895602937
"MT.de.cycle",689.376345205,92.7452830188679,26.2559773233639,123,12,0.0486671405439312
"MT.de.labor",747.25246994658,116.245283018868,27.3359190433865,187,153,0.813477114096329
"MT.de.budget",754.918720270203,122.641509433962,27.4757842521411,191,192,0.82996107961476
"DMT.all",712.212778434523,104.509433962264,26.6873149348997,151,42,0.631757904482912
"DMT.future",724.546701725661,108.811320754717,26.917405181883,171,82,0.848628320314927
"DMT.presence",709.529841008121,107.245283018868,26.6370013516559,143,63,0.278042569596449
"DMT.climate",719.27146227776,106.009433962264,26.819236795214,163,53,0.799276225982081
"DMT.de",711.216462100483,100.990566037736,26.6686419245616,148,29,0.532562994432222
"DMT.de.future",721.329036715077,106.962264150943,26.8575694491344,167,62,0.814403503979345
"DMT.de.present",707.229823442872,100.424528301887,26.5937929495375,139,28,0.103099921396202
"DMT.de.climate",712.928183890976,102.254716981132,26.7007150445634,156,34,0.620938001451686
"DMT.budget",675.346619347165,107.952830188679,25.9874319498323,118,68,0.121428731788985
"DMT.currency",703.990986141609,112.509433962264,26.5328284610143,135,114,0.105791791401039
"DMT.labor",699.318224374564,108.377358490566,26.4446256236416,130,77,0.127975078804092
"DMT.cycle",712.489350728291,108.707547169811,26.6924961501972,154,80,0.421063113531106
"DMT.taxation",706.535706703795,112.72641509434,26.5807393934743,137,117,0.166182147066662
"DMT.de.budget",693.280083367788,103.72641509434,26.3302123684521,125,40,0.109502282140894
"DMT.de.labor",701.510271634066,108.245283018868,26.4860391835787,132,72,0.139802092044778
"DMT.de.cycle",713.467988299536,109.820754716981,26.7108215579292,158,87,0.0560757374332161
"DMT.de.taxation",697.30594484909,112.066037735849,26.4065511729398,129,111,0.138121742241662
